Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Ashley Shields,HOU,G,3,12,3,0,12,0,7,.000,0,2,.000,0,5,.000,2,4,.500,0,0,1,1,0,1,3,2
Crystal Smith,MIN,G,1,0,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Kasha Terry,IND,C-F,2,24,2,0,24,1,5,.200,0,0,,1,5,.200,0,0,,1,5,2,0,0,6,3,2
LaToya Thomas,DET,F,7,40,7,0,40,4,15,.267,0,2,.000,4,13,.308,0,0,,2,5,1,1,1,2,3,8
Alison Bales,ATL,C,17,389,17,9,389,30,74,.405,1,3,.333,29,71,.408,21,31,.677,20,102,11,15,29,10,37,82
Tasha Humphrey,WAS,C,8,212,8,7,212,34,82,.415,11,29,.379,23,53,.434,10,17,.588,10,49,9,4,2,21,32,89
Amber Jacobs,LAS,G,5,61,5,0,61,3,11,.273,2,5,.400,1,6,.167,2,2,1.000,1,2,6,0,0,8,7,10
Camille Smith,SEA,F,19,442,19,13,442,75,141,.532,5,15,.333,70,126,.556,30,45,.667,29,83,27,18,6,42,52,185
Stacey Lovelace,DET,C,7,44,7,2,44,2,7,.286,2,5,.400,0,2,.000,4,6,.667,1,7,1,1,0,4,6,10
Kristen Mann,IND,F,5,31,5,0,31,1,4,.250,0,1,.000,1,3,.333,0,0,,1,4,1,1,1,1,0,2
Taj McWilliams-Franklin,DET,F-C,7,185,7,7,185,27,64,.422,1,1,1.000,26,63,.413,20,22,.909,17,47,13,3,5,9,18,75
Shay Murphy,DET,G,13,122,13,3,122,12,40,.300,5,19,.263,7,21,.333,4,6,.667,8,21,7,6,2,9,16,33
Ashley Shields,DET,G,7,44,7,0,44,8,22,.364,3,9,.333,5,13,.385,3,4,.750,0,3,2,1,0,6,3,22
Crystal Smith,WAS,G,28,392,28,4,392,39,110,.355,14,38,.368,25,72,.347,29,36,.806,10,28,25,14,2,34,43,121
Kasha Terry,ATL,C-F,20,275,20,8,275,36,76,.474,0,0,,36,76,.474,20,33,.606,27,64,10,10,11,37,52,92
LaToya Thomas,MIN,F,13,147,13,0,147,19,38,.500,5,7,.714,14,31,.452,4,9,.444,8,25,3,2,0,18,16,47
Shay Murphy,WAS,G,2,11,2,0,11,1,3,.333,0,1,.000,1,2,.500,0,0,,3,3,1,0,0,2,1,2
