Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Alyssa Thomas,CON,F,34,1026,34,34,1026,168,333,.505,0,1,.000,168,332,.506,60,121,.496,83,264,104,66,13,69,96,396
Jasmine Thomas,CON,G,34,1009,34,34,1009,139,355,.392,45,123,.366,94,232,.405,56,70,.800,19,97,175,48,5,93,62,379
Kayla Thornton,DAL,F,27,822,27,25,822,99,289,.343,28,103,.272,71,186,.382,54,58,.931,49,143,48,25,8,44,60,280
Shao Ting,MIN,F,5,27,5,0,27,2,10,.200,0,0,,2,10,.200,2,3,.667,2,6,2,0,1,2,6,6
Kristi Toliver,WAS,G,23,678,23,23,678,116,235,.494,36,100,.360,80,135,.593,30,35,.857,11,67,137,27,2,47,31,298
Morgan Tuck,CON,F,33,352,33,0,352,45,116,.388,15,42,.357,30,74,.405,18,30,.600,18,66,28,13,3,30,44,123
Brianna Turner,PHO,F,29,462,29,12,462,49,91,.538,0,0,,49,91,.538,19,26,.731,45,120,15,7,21,19,50,117
Yvonne Turner,PHO,G,29,595,29,14,595,59,172,.343,26,79,.329,33,93,.355,43,49,.878,8,80,67,18,2,59,37,187
Maria Vadeeva,LAS,C,15,180,15,1,180,51,104,.490,5,16,.313,46,88,.523,10,13,.769,18,58,10,15,3,18,23,117
Courtney Vandersloot,CHI,G,33,991,33,33,991,135,299,.452,31,107,.290,104,192,.542,68,80,.850,20,143,300,45,15,96,50,369
Ashley Walker,LAS,F-C,3,22,3,0,22,1,11,.091,0,5,.000,1,6,.167,0,0,,2,3,3,1,0,0,4,2
Shatori Walker-Kimbrough,WAS,G,34,580,34,1,580,76,176,.432,22,71,.310,54,105,.514,53,57,.930,17,53,42,28,8,34,41,227
Avery Warley-Talbert,NYL,C,3,35,3,0,35,1,5,.200,0,0,,1,5,.200,1,2,.500,3,7,0,0,2,4,7,3
Erica Wheeler,IND,G,34,850,34,34,850,127,298,.426,48,125,.384,79,173,.457,41,47,.872,5,102,171,40,5,97,74,343
Sami Whitcomb,SEA,G,33,674,33,13,674,82,224,.366,63,184,.342,19,40,.475,11,11,1.000,17,57,78,36,4,52,49,238
Sydney Wiese,LAS,G,32,659,32,16,659,55,143,.385,34,93,.366,21,50,.420,9,9,1.000,5,42,57,15,8,32,27,153
Courtney Williams,CON,G,34,988,34,34,988,187,430,.435,16,35,.457,171,395,.433,60,75,.800,48,189,129,46,13,56,47,450
Elizabeth Williams,ATL,C-F,32,909,32,32,909,107,235,.455,0,0,,107,235,.455,82,112,.732,99,208,37,24,53,41,71,296
Gabby Williams,CHI,F,33,527,33,2,527,75,181,.414,7,41,.171,68,140,.486,29,40,.725,14,72,68,23,7,55,41,186
Riquna Williams,LAS,G,23,593,23,14,593,93,242,.384,54,138,.391,39,104,.375,44,50,.880,13,60,37,26,4,28,58,284
A'ja Wilson,LVA,C,26,740,26,25,740,158,330,.479,0,1,.000,158,329,.480,114,144,.792,42,167,47,13,45,56,52,430
Tanisha Wright,NYL,G,31,613,31,17,613,54,130,.415,14,38,.368,40,92,.435,25,31,.806,21,86,126,32,9,57,67,147
Han Xu,NYL,C,18,143,18,0,143,24,58,.414,5,10,.500,19,48,.396,1,2,.500,2,15,2,3,4,2,6,54
Jackie Young,LVA,G,34,767,34,34,767,76,236,.322,14,44,.318,62,192,.323,59,73,.808,23,111,153,26,12,53,47,225
Tamera Young,LVA,F,34,628,34,4,628,68,179,.380,5,16,.313,63,163,.387,39,61,.639,35,124,67,23,4,48,61,180
Amanda Zahui B.,NYL,C,24,558,24,23,558,81,173,.468,22,69,.319,59,104,.567,23,27,.852,26,152,21,26,33,32,79,207
Shavonte Zellous,SEA,G,31,432,31,4,432,44,116,.379,6,32,.188,38,84,.452,30,40,.750,6,48,45,10,6,35,44,124
Kristine Anigwe,TOT,F-C,27,250,27,0,250,22,68,.324,0,0,,22,68,.324,22,32,.688,28,66,6,9,8,17,39,66
Bridget Carleton,TOT,F,8,40,8,0,40,1,8,.125,1,4,.250,0,4,.000,0,0,,1,4,1,0,0,1,2,3
Alaina Coates,TOT,C,23,167,23,0,167,24,45,.533,0,0,,24,45,.533,12,21,.571,21,60,2,5,11,9,37,60
Theresa Plaisance,TOT,F,31,442,31,12,442,54,146,.370,25,73,.342,29,73,.397,21,26,.808,24,113,34,9,19,31,65,154
Karlie Samuelson,TOT,G,7,84,7,0,84,3,14,.214,3,12,.250,0,2,.000,0,0,,1,4,5,3,1,0,8,9
Asia Taylor,TOT,F,12,96,12,0,96,10,28,.357,0,2,.000,10,26,.385,6,8,.750,8,21,8,2,1,7,10,26
Kristine Anigwe,CON,F-C,17,121,17,0,121,11,35,.314,0,0,,11,35,.314,12,17,.706,14,30,3,6,4,10,17,34
Bridget Carleton,CON,F,4,29,4,0,29,0,6,.000,0,2,.000,0,4,.000,0,0,,1,3,1,0,0,1,2,0
Alaina Coates,MIN,C,14,92,14,0,92,15,31,.484,0,0,,15,31,.484,5,8,.625,13,33,1,3,5,5,17,35
Theresa Plaisance,DAL,F,22,378,22,12,378,46,123,.374,23,67,.343,23,56,.411,17,22,.773,21,97,34,6,17,30,53,132
Karlie Samuelson,LAS,G,3,36,3,0,36,1,7,.143,1,6,.167,0,1,.000,0,0,,0,2,3,0,0,0,2,3
Asia Taylor,MIN,F,8,65,8,0,65,10,22,.455,0,1,.000,10,21,.476,5,6,.833,4,14,7,1,1,5,6,25
Kristine Anigwe,DAL,F-C,10,129,10,0,129,11,33,.333,0,0,,11,33,.333,10,15,.667,14,36,3,3,4,7,22,32
Bridget Carleton,MIN,F,4,11,4,0,11,1,2,.500,1,2,.500,0,0,,0,0,,0,1,0,0,0,0,0,3
Alaina Coates,ATL,C,9,75,9,0,75,9,14,.643,0,0,,9,14,.643,7,13,.538,8,27,1,2,6,4,20,25
Theresa Plaisance,CON,F,9,64,9,0,64,8,23,.348,2,6,.333,6,17,.353,4,4,1.000,3,16,0,3,2,1,12,22
Karlie Samuelson,DAL,G,4,48,4,0,48,2,7,.286,2,6,.333,0,1,.000,0,0,,1,2,2,3,1,0,6,6
Asia Taylor,PHO,F,4,31,4,0,31,0,6,.000,0,1,.000,0,5,.000,1,2,.500,4,7,1,1,0,2,4,1
