Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
156,Rudy Gobert,C,24,UTA,81,81,33.9,5.1,7.7,0.661,0.0,0.0,0.0,5.1,7.7,0.662,0.661,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,61.0,188,3,2015-16,9.1,11.0,1.5,0.7,2.2,31.7,61.0,5.8,3.2,1.9,0.0,0.0,3.2,,5.8,0.559,0.569
157,Archie Goodwin,SG,22,TOT,15,0,14.3,2.4,4.4,0.545,0.3,1.0,0.333,2.1,3.4,0.608,0.583,2.2,2.8,0.786,0.5,1.4,1.9,1.6,0.3,0.3,0.9,0.5,7.3,57.0,150,3,2015-16,8.9,2.5,2.1,0.5,0.2,19.5,57.0,7.4,3.1,1.8,0.4,1.7,2.7,0.232,5.7,0.474,0.674
157,Archie Goodwin,SG,22,NOP,3,0,10.0,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1.0,0.333,0.5,3.3,3.3,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,5.0,57.0,150,3,2015-16,8.9,2.5,2.1,0.5,0.2,19.5,57.0,7.4,3.1,1.8,0.4,1.7,2.7,0.232,5.7,0.474,0.674
157,Archie Goodwin,SG,22,BRK,12,0,15.3,2.8,5.1,0.557,0.3,1.1,0.308,2.5,4.0,0.625,0.59,1.9,2.7,0.719,0.6,1.8,2.3,1.9,0.3,0.3,1.2,0.6,7.9,57.0,150,3,2015-16,8.9,2.5,2.1,0.5,0.2,19.5,57.0,7.4,3.1,1.8,0.4,1.7,2.7,0.232,5.7,0.474,0.674
158,Aaron Gordon,SF,21,ORL,80,72,28.7,4.9,10.8,0.454,1.0,3.3,0.288,4.0,7.5,0.528,0.499,2.0,2.7,0.719,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,78.0,125,2,2015-16,9.2,6.5,1.6,0.8,0.7,23.9,78.0,7.4,3.5,0.8,0.5,1.8,3.0,0.296,5.6,0.531,0.668
159,Eric Gordon,SG,28,HOU,75,15,31.0,5.5,13.5,0.406,3.3,8.8,0.372,2.2,4.7,0.468,0.527,2.0,2.3,0.84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,45.0,417,7,2015-16,15.2,2.2,2.7,1.0,0.3,32.9,45.0,12.3,5.1,1.6,2.5,6.5,2.6,0.384,5.7,0.457,0.888
160,Marcin Gortat,C,32,WAS,82,82,31.2,4.8,8.2,0.579,0.0,0.0,0.0,4.8,8.2,0.58,0.579,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,75.0,595,8,2015-16,13.5,9.9,1.4,0.6,1.3,30.1,75.0,10.2,5.8,1.6,0.0,0.0,5.8,0.0,10.2,0.567,0.705
161,Treveon Graham,SG,23,CHO,27,1,7.0,0.7,1.5,0.475,0.3,0.6,0.6,0.4,0.9,0.4,0.588,0.4,0.6,0.667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Jerami Grant,PF,22,TOT,80,4,19.1,1.9,4.1,0.463,0.5,1.5,0.371,1.4,2.7,0.514,0.529,1.1,1.8,0.612,0.5,2.1,2.6,0.6,0.4,1.0,0.6,1.9,5.5,77.0,142,2,2015-16,9.7,4.7,1.8,0.7,1.6,26.8,77.0,7.8,3.3,1.4,0.5,1.9,2.8,0.24,5.9,0.477,0.658
162,Jerami Grant,PF,22,PHI,2,0,20.5,3.0,8.5,0.353,0.0,1.0,0.0,3.0,7.5,0.4,0.353,2.0,4.0,0.5,0.0,3.0,3.0,0.0,0.0,2.0,1.5,2.5,8.0,77.0,142,2,2015-16,9.7,4.7,1.8,0.7,1.6,26.8,77.0,7.8,3.3,1.4,0.5,1.9,2.8,0.24,5.9,0.477,0.658
162,Jerami Grant,PF,22,OKC,78,4,19.1,1.9,4.0,0.469,0.6,1.5,0.377,1.3,2.5,0.523,0.539,1.1,1.8,0.619,0.5,2.1,2.6,0.6,0.4,1.0,0.5,1.8,5.4,77.0,142,2,2015-16,9.7,4.7,1.8,0.7,1.6,26.8,77.0,7.8,3.3,1.4,0.5,1.9,2.8,0.24,5.9,0.477,0.658
163,Jerian Grant,PG,24,CHI,63,28,16.3,2.0,4.8,0.425,0.8,2.1,0.366,1.3,2.7,0.473,0.507,1.0,1.2,0.89,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9,76.0,76,1,2015-16,5.6,1.9,2.3,0.7,0.1,16.6,76.0,5.1,2.0,1.1,0.3,1.3,1.7,0.22,3.8,0.454,0.78
164,Danny Green,SG,29,SAS,68,68,26.6,2.6,6.6,0.392,1.7,4.6,0.379,0.9,2.0,0.42,0.523,0.4,0.5,0.844,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3,79.0,402,5,2015-16,7.2,3.8,1.8,1.0,0.8,26.1,79.0,7.1,2.7,0.9,1.5,4.4,1.2,0.332,2.7,0.448,0.739
165,Draymond Green,PF,26,GSW,76,76,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2.5,5.1,0.494,0.481,2.0,2.8,0.709,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2,81.0,321,4,2015-16,14.0,9.5,7.4,1.5,1.4,34.7,81.0,10.1,5.0,3.2,1.2,3.2,3.7,0.388,6.9,0.537,0.696
166,Gerald Green,SF,31,BOS,47,0,11.4,2.0,4.9,0.409,0.8,2.4,0.351,1.2,2.6,0.463,0.494,0.7,0.9,0.805,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,5.6,69.0,497,6,2015-16,8.9,2.4,0.8,0.6,0.3,22.6,69.0,8.5,3.3,0.7,1.2,3.8,2.1,0.323,4.7,0.446,0.783
167,JaMychal Green,PF,26,MEM,77,75,27.3,3.2,6.5,0.5,0.7,1.9,0.379,2.5,4.6,0.549,0.555,1.7,2.2,0.802,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,8.9,78.0,102,1,2015-16,7.4,4.8,0.9,0.6,0.4,18.5,78.0,6.3,2.9,1.1,0.2,0.6,2.8,0.333,5.8,0.478,0.752
168,Jeff Green,PF,30,ORL,69,11,22.2,3.2,8.1,0.394,0.8,2.8,0.275,2.4,5.3,0.458,0.442,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,80.0,636,8,2015-16,11.7,4.2,1.7,0.7,0.5,28.2,80.0,10.3,4.4,1.2,0.8,2.7,3.6,0.315,7.6,0.47,0.745
169,Blake Griffin,PF,27,LAC,61,61,34.0,7.9,15.9,0.493,0.6,1.9,0.336,7.2,14.1,0.514,0.513,5.2,6.9,0.76,1.8,6.3,8.1,4.9,0.9,0.4,2.3,2.6,21.6,35.0,410,5,2015-16,21.4,8.4,4.9,0.8,0.5,33.4,35.0,17.2,8.6,2.4,0.2,0.5,8.4,0.333,16.7,0.504,0.727
170,Justin Hamilton,C,26,BRK,64,7,18.4,2.7,5.9,0.459,0.9,2.8,0.306,1.9,3.1,0.598,0.532,0.6,0.8,0.75,1.1,3.0,4.1,0.9,0.5,0.7,0.7,1.4,6.9,0.0,49,1,2014-15,5.3,3.3,0.9,0.7,0.7,17.4,41.0,4.3,2.1,0.6,0.2,0.8,1.8,0.323,3.6,0.51,0.83
171,A.J. Hammons,C,24,DAL,22,0,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.5,1.5,0.375,0.464,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Tim Hardaway Jr.,SG,24,ATL,79,30,27.3,5.3,11.5,0.455,1.9,5.3,0.357,3.4,6.3,0.537,0.537,2.1,2.7,0.766,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,51.0,202,3,2015-16,6.4,1.7,1.0,0.4,0.1,16.9,51.0,5.2,2.2,0.5,0.9,2.8,1.3,0.338,2.4,0.537,0.893
173,James Harden,PG,27,HOU,81,81,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,82.0,534,7,2015-16,29.0,6.1,7.5,1.7,0.6,38.1,82.0,19.7,8.7,4.6,2.9,8.0,5.8,0.359,11.7,0.494,0.86
174,Maurice Harkless,SF,23,POR,77,69,28.9,4.1,8.1,0.503,0.9,2.5,0.351,3.2,5.6,0.572,0.558,1.0,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10.0,78.0,279,4,2015-16,6.4,3.6,0.9,0.6,0.4,18.7,78.0,5.3,2.5,0.8,0.5,1.8,2.0,0.279,3.5,0.576,0.622
175,Justin Harper,PF,27,PHI,3,0,10.3,1.7,4.0,0.417,0.7,2.3,0.286,1.0,1.7,0.6,0.5,0.0,0.0,,0.7,1.0,1.7,0.7,0.0,0.0,1.3,0.7,4.0,5.0,19,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Montrezl Harrell,C,23,HOU,58,14,18.3,3.9,5.9,0.652,0.0,0.1,0.143,3.9,5.8,0.663,0.654,1.3,2.1,0.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1,39.0,39,1,2015-16,3.6,1.7,0.4,0.3,0.3,9.7,39.0,2.3,1.5,0.4,0.0,0.0,1.5,0.0,2.3,0.652,0.522
177,Devin Harris,PG,33,DAL,65,0,16.7,2.1,5.2,0.399,0.9,2.7,0.328,1.2,2.5,0.476,0.484,1.6,2.0,0.829,0.2,1.8,2.0,2.1,0.7,0.1,0.9,1.6,6.7,64.0,781,12,2015-16,7.6,2.2,1.8,0.9,0.2,20.0,64.0,5.8,2.6,1.0,0.8,2.5,1.8,0.329,3.4,0.532,0.721
178,Gary Harris,SG,22,DEN,57,56,31.3,5.6,11.2,0.502,1.9,4.5,0.42,3.7,6.7,0.558,0.586,1.8,2.4,0.776,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9,76.0,131,2,2015-16,12.3,2.9,1.9,1.3,0.2,32.1,76.0,10.1,4.7,1.3,1.4,3.9,3.3,0.354,6.2,0.543,0.82
179,Joe Harris,SG,25,BRK,52,11,21.9,3.0,7.0,0.425,1.6,4.3,0.385,1.3,2.7,0.489,0.543,0.7,0.9,0.714,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2,5.0,56,1,2014-15,2.7,0.8,0.5,0.1,0.0,9.7,51.0,2.4,0.9,0.5,0.6,1.6,0.3,0.369,0.7,0.472,0.6
180,Manny Harris,SG,27,DAL,4,0,6.3,0.8,3.8,0.2,0.0,0.5,0.0,0.8,3.3,0.231,0.2,0.5,1.0,0.5,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,2.0,0.0,89,1,2010-11,5.9,2.6,1.6,0.6,0.1,17.3,54.0,5.4,2.0,1.2,0.6,1.7,1.4,0.37,3.6,0.376,0.763
181,Tobias Harris,PF,24,DET,82,48,31.3,6.2,13.0,0.481,1.3,3.8,0.347,4.9,9.1,0.537,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,76.0,302,5,2015-16,14.7,6.7,2.2,0.9,0.5,33.1,76.0,11.7,5.5,1.4,1.1,3.1,4.4,0.335,8.6,0.518,0.831
182,Aaron Harrison,SG,22,CHO,5,0,3.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,21.0,21,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Andrew Harrison,PG,22,MEM,72,18,20.5,1.6,5.0,0.325,0.6,2.2,0.276,1.0,2.8,0.363,0.385,2.1,2.7,0.763,0.3,1.6,1.9,2.8,0.7,0.3,1.2,2.7,5.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Udonis Haslem,C,36,MIA,16,0,8.1,0.7,1.4,0.478,0.0,0.2,0.0,0.7,1.3,0.55,0.478,0.6,0.9,0.6,0.5,1.8,2.3,0.4,0.4,0.1,0.5,1.4,1.9,37.0,814,12,2015-16,1.6,2.0,0.4,0.1,0.1,7.0,37.0,1.6,0.6,0.1,0.0,0.2,0.6,0.111,1.4,0.423,0.75
185,Spencer Hawes,PF,28,TOT,54,1,14.8,2.5,5.1,0.484,0.5,1.5,0.309,2.0,3.6,0.556,0.529,0.8,1.0,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,57.0,630,9,2015-16,6.0,4.3,1.9,0.4,0.5,18.2,57.0,5.4,2.2,1.0,0.7,1.8,1.5,0.373,3.6,0.422,0.831
185,Spencer Hawes,PF,28,CHO,35,1,17.9,3.0,6.2,0.477,0.5,1.6,0.291,2.5,4.7,0.54,0.514,0.9,1.0,0.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3,57.0,630,9,2015-16,6.0,4.3,1.9,0.4,0.5,18.2,57.0,5.4,2.2,1.0,0.7,1.8,1.5,0.373,3.6,0.422,0.831
185,Spencer Hawes,PF,28,MIL,19,0,9.0,1.6,3.1,0.508,0.5,1.4,0.346,1.1,1.7,0.636,0.585,0.7,0.9,0.778,0.3,2.1,2.4,1.0,0.1,0.2,0.5,0.8,4.4,57.0,630,9,2015-16,6.0,4.3,1.9,0.4,0.5,18.2,57.0,5.4,2.2,1.0,0.7,1.8,1.5,0.373,3.6,0.422,0.831
186,Gordon Hayward,SF,26,UTA,73,73,34.5,7.5,15.8,0.471,2.0,5.1,0.398,5.4,10.7,0.506,0.536,5.0,5.9,0.844,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,80.0,443,6,2015-16,19.7,5.0,3.7,1.2,0.3,36.2,80.0,15.0,6.5,2.5,1.8,5.1,4.7,0.349,9.9,0.477,0.824
187,Gerald Henderson,SG,29,PHI,72,41,23.2,3.3,7.7,0.423,0.8,2.4,0.353,2.4,5.3,0.455,0.478,1.8,2.3,0.806,0.5,2.1,2.6,1.6,0.6,0.2,0.9,1.8,9.2,72.0,463,7,2015-16,8.7,2.9,1.0,0.5,0.3,19.9,72.0,7.3,3.2,0.9,0.7,1.9,2.6,0.353,5.5,0.468,0.767
188,John Henson,C,26,MIL,58,39,19.4,2.7,5.3,0.515,0.0,0.0,0.0,2.7,5.3,0.516,0.515,1.3,1.8,0.692,1.6,3.5,5.1,1.0,0.5,1.3,0.9,2.6,6.8,57.0,257,4,2015-16,7.0,3.9,0.9,0.3,1.9,16.8,57.0,5.1,2.9,1.1,0.0,0.0,2.9,0.0,5.1,0.566,0.59
189,Juancho Hernangómez,PF,21,DEN,62,9,13.6,1.6,3.6,0.451,0.7,1.8,0.407,0.9,1.8,0.495,0.554,0.9,1.2,0.75,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Willy Hernangómez,C,22,NYK,72,22,18.4,3.4,6.5,0.529,0.1,0.2,0.267,3.4,6.3,0.538,0.533,1.3,1.7,0.728,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,8.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Mario Hezonja,SF,21,ORL,65,2,14.8,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.398,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,79.0,79,1,2015-16,6.1,2.2,1.4,0.5,0.2,17.9,79.0,5.3,2.3,1.2,0.8,2.4,1.4,0.349,2.9,0.504,0.907
192,Roy Hibbert,C,30,TOT,48,13,14.2,1.7,3.1,0.544,0.0,0.0,,1.7,3.1,0.544,0.544,1.3,1.6,0.813,1.1,2.0,3.2,0.4,0.2,1.0,0.7,2.1,4.6,81.0,614,8,2015-16,5.9,4.9,1.2,0.4,1.4,23.2,81.0,5.1,2.2,0.9,0.0,0.0,2.2,0.0,5.0,0.445,0.807
192,Roy Hibbert,C,30,CHO,42,13,16.0,1.9,3.4,0.542,0.0,0.0,,1.9,3.4,0.542,0.542,1.5,1.8,0.813,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,5.2,81.0,614,8,2015-16,5.9,4.9,1.2,0.4,1.4,23.2,81.0,5.1,2.2,0.9,0.0,0.0,2.2,0.0,5.0,0.445,0.807
192,Roy Hibbert,C,30,DEN,6,0,1.8,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.0,0.0,,0.2,0.2,0.3,0.2,0.0,0.3,0.2,0.5,0.7,81.0,614,8,2015-16,5.9,4.9,1.2,0.4,1.4,23.2,81.0,5.1,2.2,0.9,0.0,0.0,2.2,0.0,5.0,0.445,0.807
193,Buddy Hield,SG,24,TOT,82,55,23.0,4.0,9.4,0.426,1.8,4.6,0.391,2.2,4.7,0.461,0.523,0.8,0.9,0.842,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4,10.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Buddy Hield,SG,24,NOP,57,37,20.4,3.2,8.3,0.393,1.6,4.2,0.369,1.7,4.0,0.417,0.487,0.5,0.6,0.879,0.3,2.6,2.9,1.4,0.3,0.1,0.8,1.4,8.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Buddy Hield,SG,24,SAC,25,18,29.1,5.7,11.8,0.48,2.4,5.5,0.428,3.3,6.3,0.525,0.579,1.4,1.7,0.814,0.6,3.5,4.1,1.8,0.8,0.1,2.1,1.4,15.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Nenê,C,34,HOU,67,8,17.9,3.7,5.9,0.617,0.0,0.1,0.333,3.6,5.8,0.624,0.621,1.7,2.9,0.589,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.4,9.1,57.0,804,12,2015-16,9.2,4.5,1.7,0.9,0.5,19.2,57.0,6.7,3.7,1.3,0.0,0.1,3.7,0.0,6.7,0.549,0.578
195,George Hill,PG,30,UTA,49,49,31.5,5.9,12.4,0.477,1.9,4.8,0.403,4.0,7.6,0.523,0.554,3.2,4.0,0.801,0.5,2.9,3.4,4.2,1.0,0.2,1.7,2.3,16.9,74.0,550,8,2015-16,12.1,4.0,3.5,1.1,0.2,34.1,74.0,10.0,4.4,1.4,1.7,4.2,2.7,0.408,5.7,0.466,0.76
196,Jordan Hill,C,29,MIN,7,0,6.7,0.7,1.9,0.385,0.0,0.0,,0.7,1.9,0.385,0.385,0.3,0.3,1.0,1.1,0.9,2.0,0.0,0.1,0.0,0.6,1.3,1.7,73.0,402,6,2015-16,8.8,6.2,1.2,0.5,0.5,20.7,73.0,7.5,3.8,1.3,0.0,0.0,3.8,0.0,7.5,0.507,0.712
197,Solomon Hill,SF,25,NOP,80,71,29.7,2.3,6.0,0.383,1.2,3.4,0.348,1.1,2.6,0.428,0.481,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.0,2.3,7.0,59.0,169,2,2015-16,4.2,2.8,1.0,0.6,0.2,14.7,59.0,3.5,1.6,0.6,0.4,1.3,1.2,0.324,2.3,0.515,0.857
198,Darrun Hilliard,SG,23,DET,39,1,9.8,1.2,3.2,0.373,0.3,1.2,0.261,0.9,2.1,0.438,0.421,0.5,0.7,0.75,0.1,0.8,0.8,0.8,0.3,0.1,0.7,1.0,3.3,38.0,38,1,2015-16,4.0,1.2,0.7,0.2,0.0,10.1,38.0,3.4,1.4,0.5,0.5,1.3,0.9,0.38,2.1,0.407,0.725
199,Jrue Holiday,PG,26,NOP,67,61,32.7,6.0,13.3,0.454,1.5,4.2,0.356,4.6,9.1,0.498,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,65.0,437,6,2015-16,16.8,3.0,6.0,1.4,0.3,28.2,65.0,14.4,6.3,2.6,1.3,4.0,5.0,0.336,10.4,0.478,0.843
200,Justin Holiday,SG,27,NYK,82,4,20.0,2.8,6.6,0.433,1.2,3.3,0.355,1.7,3.2,0.513,0.523,0.8,1.0,0.825,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,7.7,53.0,121,2,2015-16,4.5,1.7,1.1,0.6,0.4,14.6,53.0,4.3,1.7,0.7,0.7,2.0,1.0,0.343,2.3,0.423,0.73
201,Rondae Hollis-Jefferson,SF,22,BRK,78,50,22.6,3.0,6.9,0.434,0.2,0.9,0.224,2.8,6.1,0.463,0.447,2.4,3.2,0.751,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,8.7,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Richaun Holmes,C,23,PHI,57,17,20.9,4.0,7.2,0.558,0.5,1.4,0.351,3.6,5.9,0.606,0.591,1.3,1.8,0.699,1.6,3.8,5.5,1.0,0.7,1.0,1.0,2.4,9.8,51.0,51,1,2015-16,5.6,2.6,0.6,0.4,0.8,13.8,51.0,4.4,2.2,0.6,0.2,0.9,2.1,0.182,3.5,0.596,0.689
203,Rodney Hood,SG,24,UTA,59,55,27.0,4.6,11.3,0.408,1.9,5.2,0.371,2.7,6.1,0.44,0.494,1.5,1.9,0.783,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,79.0,129,2,2015-16,14.5,3.4,2.7,0.9,0.2,32.2,79.0,12.3,5.2,1.6,2.0,5.7,3.1,0.359,6.6,0.472,0.86
204,Al Horford,C,30,BOS,68,68,32.3,5.6,11.8,0.473,1.3,3.6,0.355,4.3,8.2,0.524,0.527,1.6,2.0,0.8,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0,14.0,82.0,578,7,2015-16,15.2,7.3,3.2,0.8,1.5,32.1,82.0,12.8,6.5,1.3,1.1,3.1,5.4,0.344,9.7,0.557,0.798
205,Danuel House Jr.,SG,23,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Dwight Howard,C,31,ATL,74,74,29.7,5.2,8.3,0.633,0.0,0.0,0.0,5.2,8.3,0.635,0.633,3.1,5.7,0.533,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5,71.0,880,12,2015-16,13.7,11.8,1.4,1.0,1.6,32.1,71.0,8.5,5.2,2.3,0.0,0.1,5.2,0.0,8.4,0.626,0.489
207,Marcelo Huertas,PG,33,LAL,23,1,10.3,1.1,3.0,0.368,0.2,0.8,0.211,0.9,2.1,0.429,0.397,0.4,0.7,0.529,0.1,1.0,1.0,2.3,0.4,0.1,0.8,0.7,2.7,53.0,53,1,2015-16,4.5,1.7,3.4,0.5,0.1,16.4,53.0,4.3,1.8,1.5,0.3,1.2,1.5,0.262,3.2,0.479,0.931
208,Josh Huestis,PF,25,OKC,2,0,15.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.571,0.636,0.0,0.5,0.0,2.0,2.5,4.5,1.5,0.0,1.5,0.0,0.0,7.0,5.0,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Kris Humphries,PF,31,ATL,56,4,12.3,1.6,3.8,0.407,0.3,1.0,0.352,1.2,2.9,0.425,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,53.0,744,11,2015-16,6.5,4.1,0.7,0.3,0.4,15.8,53.0,5.6,2.3,0.7,0.6,2.0,1.6,0.315,3.5,0.465,0.798
210,R.J. Hunter,SG,23,CHI,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36,1,2015-16,2.7,1.0,0.4,0.4,0.1,8.8,36.0,2.7,1.0,0.3,0.5,1.8,0.5,0.302,1.0,0.486,0.857
211,Serge Ibaka,PF,27,TOT,79,79,30.7,6.0,12.4,0.48,1.6,4.0,0.391,4.4,8.4,0.522,0.543,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,78.0,524,7,2015-16,12.6,6.8,0.8,0.5,1.9,32.1,78.0,11.1,5.3,1.4,0.8,2.4,4.6,0.326,8.8,0.52,0.752
211,Serge Ibaka,PF,27,ORL,56,56,30.5,6.1,12.6,0.488,1.5,3.8,0.388,4.6,8.7,0.532,0.547,1.4,1.6,0.846,1.8,5.0,6.8,1.1,0.6,1.6,1.2,2.5,15.1,78.0,524,7,2015-16,12.6,6.8,0.8,0.5,1.9,32.1,78.0,11.1,5.3,1.4,0.8,2.4,4.6,0.326,8.8,0.52,0.752
211,Serge Ibaka,PF,27,TOR,23,23,31.0,5.6,12.1,0.459,1.8,4.5,0.398,3.8,7.7,0.494,0.532,1.3,1.5,0.882,1.3,5.5,6.8,0.7,0.3,1.4,1.7,3.3,14.2,78.0,524,7,2015-16,12.6,6.8,0.8,0.5,1.9,32.1,78.0,11.1,5.3,1.4,0.8,2.4,4.6,0.326,8.8,0.52,0.752
212,Andre Iguodala,SF,33,GSW,76,0,26.3,2.9,5.5,0.528,0.8,2.3,0.362,2.0,3.1,0.651,0.605,0.9,1.3,0.706,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6,65.0,900,12,2015-16,7.0,4.0,3.4,1.1,0.3,26.6,65.0,5.7,2.7,1.2,0.8,2.4,1.9,0.351,3.3,0.57,0.614
213,Ersan İlyasova,PF,29,TOT,82,52,26.1,4.7,10.9,0.431,1.7,4.9,0.353,3.0,6.0,0.496,0.511,2.0,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,74.0,527,8,2015-16,10.4,5.4,0.9,0.7,0.4,25.4,74.0,8.9,3.8,1.0,1.3,3.5,2.5,0.371,5.4,0.458,0.721
