Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
277,C.J. Miles,SG,19,UTA,37,13,10.1,1.1,3.1,0.345,0.2,0.9,0.219,0.9,2.3,0.393,0.375,0.4,0.6,0.609,0.3,0.6,0.9,0.7,0.3,0.1,0.8,1.6,2.7,23.0,23,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
278,Darko Miličić,PF,21,ORL,80,16,23.9,3.1,6.9,0.454,0.0,0.0,0.0,3.1,6.8,0.455,0.454,1.8,2.9,0.613,1.8,3.7,5.5,1.1,0.6,1.8,1.6,2.7,8.0,55.0,126,2,2005-06,4.8,2.7,0.7,0.3,1.4,13.9,55.0,4.3,2.2,0.9,0.0,0.0,2.2,0.0,4.2,0.513,0.56,2005-06
279,Andre Miller,PG,30,TOT,80,79,37.1,5.3,11.4,0.466,0.1,0.4,0.143,5.2,10.9,0.479,0.469,2.8,3.5,0.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3,13.4,82.0,407,5,2005-06,13.7,4.3,8.2,1.3,0.2,35.8,82.0,10.6,4.9,3.1,0.1,0.3,4.9,0.185,10.3,0.472,0.738,2001-02
279,Andre Miller,PG,30,DEN,23,23,35.7,5.1,10.8,0.472,0.2,0.7,0.25,4.9,10.1,0.487,0.48,2.7,3.7,0.729,1.1,3.4,4.5,9.1,1.6,0.2,3.0,2.5,13.0,82.0,407,5,2005-06,13.7,4.3,8.2,1.3,0.2,35.8,82.0,10.6,4.9,3.1,0.1,0.3,4.9,0.185,10.3,0.472,0.738,2001-02
279,Andre Miller,PG,30,PHI,57,56,37.6,5.4,11.6,0.464,0.0,0.3,0.053,5.4,11.3,0.477,0.465,2.8,3.5,0.808,1.3,3.1,4.4,7.3,1.3,0.1,2.7,2.2,13.6,82.0,407,5,2005-06,13.7,4.3,8.2,1.3,0.2,35.8,82.0,10.6,4.9,3.1,0.1,0.3,4.9,0.185,10.3,0.472,0.738,2001-02
280,Brad Miller,C,30,SAC,63,56,28.3,3.6,7.8,0.453,0.1,0.5,0.152,3.5,7.3,0.475,0.459,1.8,2.4,0.772,1.3,5.1,6.4,3.6,0.6,0.6,1.7,2.5,9.0,79.0,356,5,2005-06,15.0,7.8,4.7,0.8,0.8,37.0,79.0,11.1,5.5,2.3,0.4,1.1,5.1,0.386,10.0,0.507,0.828,2004-05
281,Mike Miller,SG,26,MEM,70,69,39.1,6.6,14.4,0.46,2.9,7.1,0.406,3.8,7.3,0.514,0.56,2.3,2.9,0.793,0.7,4.7,5.4,4.3,0.8,0.3,2.6,2.0,18.5,74.0,343,5,2005-06,13.7,5.4,2.7,0.7,0.4,30.6,74.0,10.3,4.8,1.9,1.9,4.6,2.9,0.407,5.7,0.513,0.8,2002-03
282,Paul Millsap,PF,21,UTA,82,1,18.0,2.5,4.9,0.525,0.0,0.0,0.333,2.5,4.8,0.527,0.526,1.7,2.5,0.673,2.2,2.9,5.2,0.8,0.8,0.9,1.1,2.9,6.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
283,Yao Ming,C,26,HOU,48,48,33.8,8.8,17.1,0.516,0.0,0.0,0.0,8.8,17.0,0.518,0.516,7.4,8.6,0.862,2.1,7.3,9.4,2.0,0.4,2.0,3.5,3.3,25.0,57.0,301,4,2005-06,22.3,10.2,1.5,0.5,1.6,34.2,57.0,15.8,8.2,2.6,0.0,0.0,8.2,0.0,15.8,0.519,0.853,2005-06
284,Cuttino Mobley,SG,31,LAC,78,73,36.4,5.0,11.3,0.44,1.3,3.2,0.411,3.7,8.2,0.451,0.497,2.6,3.1,0.837,0.7,2.8,3.4,2.5,1.2,0.3,1.9,2.4,13.8,79.0,372,5,2005-06,14.8,4.3,3.0,1.2,0.5,37.7,79.0,12.8,5.4,1.8,1.1,3.1,4.4,0.339,9.7,0.453,0.839,2001-02
285,Nazr Mohammed,C,29,DET,51,33,15.2,2.3,4.4,0.532,0.0,0.0,,2.3,4.4,0.532,0.532,1.0,1.6,0.61,1.7,2.7,4.5,0.2,0.5,0.8,0.8,2.6,5.6,80.0,354,4,2005-06,6.2,5.2,0.5,0.3,0.6,17.4,80.0,4.7,2.4,1.1,0.0,0.0,2.4,,4.7,0.504,0.785,2001-02
286,Mikki Moore,C,31,NJN,79,55,26.4,3.9,6.4,0.609,0.0,0.0,0.0,3.9,6.4,0.61,0.609,2.0,3.0,0.681,1.8,3.3,5.1,0.9,0.6,0.8,1.4,3.3,9.8,47.0,191,2,2005-06,3.3,2.8,0.6,0.1,0.3,12.4,47.0,2.6,1.1,0.9,0.0,0.0,1.1,0.0,2.6,0.443,0.742,2004-05
287,Randolph Morris,C,21,NYK,5,0,8.8,0.2,1.2,0.167,0.0,0.0,,0.2,1.2,0.167,0.167,0.4,1.2,0.333,0.2,1.6,1.8,0.2,0.4,0.2,0.4,0.8,0.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
288,Adam Morrison,PF,22,CHA,78,23,29.8,4.6,12.1,0.376,1.1,3.3,0.337,3.4,8.8,0.391,0.422,1.5,2.2,0.71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,2.3,11.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
289,Alonzo Mourning,C,36,MIA,77,43,20.4,3.1,5.5,0.56,0.0,0.0,,3.1,5.5,0.56,0.56,2.4,4.0,0.601,1.6,2.9,4.5,0.2,0.2,2.3,1.7,2.8,8.6,65.0,189,3,2005-06,7.8,5.5,0.2,0.2,2.7,20.0,65.0,4.8,2.9,1.2,0.0,0.0,2.9,0.0,4.8,0.599,0.594,2001-02
290,Troy Murphy,PF,26,TOT,68,48,27.2,3.9,8.5,0.458,0.9,2.2,0.395,3.1,6.4,0.479,0.508,1.6,2.1,0.745,1.5,4.6,6.1,1.9,0.7,0.6,1.1,2.9,10.3,74.0,333,4,2005-06,14.0,10.0,1.4,0.6,0.4,34.0,74.0,11.3,4.9,1.5,0.8,2.4,4.1,0.32,8.9,0.464,0.787,2004-05
290,Troy Murphy,PF,26,GSW,26,17,25.7,3.1,6.9,0.45,0.8,2.3,0.373,2.3,4.7,0.488,0.511,1.8,2.5,0.712,1.4,4.6,6.0,2.3,0.8,0.7,1.1,2.4,8.9,74.0,333,4,2005-06,14.0,10.0,1.4,0.6,0.4,34.0,74.0,11.3,4.9,1.5,0.8,2.4,4.1,0.32,8.9,0.464,0.787,2004-05
290,Troy Murphy,PF,26,IND,42,31,28.2,4.4,9.5,0.461,0.9,2.1,0.409,3.5,7.5,0.476,0.506,1.5,1.9,0.772,1.5,4.6,6.1,1.6,0.6,0.6,1.2,3.2,11.1,74.0,333,4,2005-06,14.0,10.0,1.4,0.6,0.4,34.0,74.0,11.3,4.9,1.5,0.8,2.4,4.1,0.32,8.9,0.464,0.787,2004-05
291,Ronald Murray,SG,27,DET,69,18,21.4,2.6,6.3,0.404,0.3,1.2,0.289,2.2,5.1,0.431,0.432,1.3,1.7,0.725,0.4,1.3,1.6,2.7,0.7,0.2,1.3,1.4,6.7,76.0,221,3,2005-06,11.2,2.0,2.6,0.9,0.1,27.8,76.0,10.1,4.2,1.8,0.5,1.9,3.7,0.262,8.3,0.453,0.711,2003-04
292,Dikembe Mutombo,C,40,HOU,75,33,17.2,1.1,2.0,0.556,0.0,0.0,,1.1,2.0,0.556,0.556,0.8,1.2,0.69,2.2,4.3,6.5,0.2,0.3,1.0,0.5,2.1,3.1,64.0,313,4,2005-06,2.6,4.8,0.1,0.3,0.9,14.9,64.0,1.5,0.8,0.5,0.0,0.0,0.8,,1.5,0.526,0.758,2001-02
293,Boštjan Nachbar,SF,26,NJN,76,1,20.2,3.0,6.5,0.457,1.5,3.5,0.423,1.5,3.0,0.496,0.57,1.7,2.2,0.805,0.4,3.0,3.3,0.8,0.4,0.3,0.9,2.4,9.2,36.0,166,3,2005-06,4.4,1.7,0.8,0.4,0.1,13.9,36.0,4.3,1.5,0.7,0.5,2.0,1.0,0.268,2.4,0.412,0.682,2004-05
294,Eduardo Nájera,PF,30,DEN,75,36,22.1,2.7,4.7,0.576,0.0,0.2,0.083,2.7,4.6,0.594,0.578,1.2,1.6,0.715,1.7,2.4,4.1,0.9,1.0,0.3,0.7,2.8,6.6,64.0,300,5,2005-06,5.4,5.1,0.8,0.8,0.5,22.6,64.0,4.7,2.0,0.8,0.1,0.2,1.9,0.333,4.5,0.426,0.781,2002-03
295,Steve Nash,PG,32,PHO,76,76,35.3,6.8,12.8,0.532,2.1,4.5,0.455,4.8,8.3,0.575,0.613,2.9,3.3,0.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,79.0,396,5,2005-06,18.8,4.2,10.5,0.8,0.2,35.4,79.0,13.4,6.8,3.5,1.9,4.3,4.9,0.439,9.0,0.548,0.921,2005-06
296,Jameer Nelson,PG,24,ORL,77,77,30.3,4.9,11.4,0.43,0.8,2.5,0.335,4.0,8.8,0.457,0.467,2.4,2.9,0.828,0.6,2.4,3.1,4.3,0.9,0.1,2.4,2.9,13.0,62.0,141,2,2005-06,14.6,2.9,4.9,1.1,0.1,28.8,62.0,11.6,5.6,2.4,1.1,2.7,4.5,0.424,8.9,0.5,0.779,2005-06
297,Rasho Nesterović,C,30,TOR,80,73,21.0,2.9,5.3,0.546,0.0,0.0,0.0,2.9,5.3,0.548,0.546,0.4,0.6,0.68,1.4,3.1,4.5,0.9,0.5,1.1,0.7,2.4,6.2,80.0,391,5,2005-06,4.5,3.9,0.4,0.3,1.1,18.9,80.0,4.2,2.2,0.7,0.0,0.0,2.2,0.0,4.2,0.518,0.6,2002-03
298,Ira Newble,SF,32,CLE,15,1,8.6,1.1,2.5,0.432,0.5,1.0,0.533,0.5,1.5,0.364,0.541,0.4,0.7,0.6,0.9,1.1,2.0,0.1,0.4,0.0,0.2,1.1,3.1,36.0,289,5,2005-06,1.3,1.6,0.3,0.1,0.3,9.8,36.0,1.6,0.5,0.3,0.1,0.4,0.4,0.231,1.2,0.318,0.688,2001-02
299,Andrés Nocioni,PF,27,CHI,53,31,26.5,5.2,11.0,0.467,1.5,3.9,0.383,3.6,7.1,0.515,0.536,2.3,2.7,0.848,0.8,4.9,5.7,1.1,0.5,0.5,2.0,3.1,14.1,82.0,163,2,2005-06,13.0,6.1,1.4,0.5,0.6,27.3,82.0,10.1,4.7,1.5,1.1,2.9,3.5,0.391,7.2,0.489,0.843,2005-06
300,David Noel,PF,22,MIL,68,0,11.6,1.0,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
301,Steve Novak,SF,23,HOU,35,1,5.5,0.5,1.4,0.36,0.4,1.1,0.333,0.1,0.3,0.455,0.49,0.1,0.1,1.0,0.1,0.6,0.7,0.2,0.1,0.0,0.1,0.6,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
302,Dirk Nowitzki,PF,28,DAL,78,78,36.2,8.6,17.2,0.502,0.9,2.2,0.416,7.7,15.0,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,81.0,392,5,2005-06,26.6,9.0,2.8,0.7,1.0,38.1,81.0,19.3,9.3,1.9,1.4,3.3,7.9,0.406,16.0,0.496,0.901,2005-06
303,Patrick O'Bryant,C,20,GSW,16,0,7.4,0.6,2.0,0.313,0.0,0.0,,0.6,2.0,0.313,0.313,0.7,1.1,0.647,0.4,0.9,1.3,0.6,0.4,0.5,0.5,1.6,1.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
304,Jermaine O'Neal,C,28,IND,69,69,35.6,7.2,16.5,0.436,0.0,0.1,0.0,7.2,16.4,0.439,0.436,5.0,6.5,0.767,2.2,7.4,9.6,2.4,0.7,2.6,2.9,3.4,19.4,51.0,322,5,2005-06,20.1,9.3,2.6,0.5,2.3,35.3,51.0,15.8,7.5,3.0,0.1,0.2,7.4,0.3,15.6,0.474,0.709,2004-05
305,Shaquille O'Neal,C,34,MIA,40,39,28.4,7.1,12.0,0.591,0.0,0.0,,7.1,12.0,0.591,0.591,3.1,7.4,0.422,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3,59.0,333,5,2005-06,20.0,9.2,1.9,0.4,1.8,30.6,59.0,13.6,8.1,2.8,0.0,0.0,8.1,,13.6,0.6,0.469,2002-03
306,Fabricio Oberto,C,31,SAS,79,33,17.3,2.0,3.6,0.562,0.0,0.0,,2.0,3.6,0.562,0.562,0.4,0.6,0.647,1.7,3.0,4.7,0.9,0.3,0.3,0.9,2.7,4.4,59.0,59,1,2005-06,1.7,2.1,0.5,0.2,0.2,8.3,59.0,1.6,0.7,0.5,0.0,0.0,0.7,0.0,1.5,0.484,0.556,2005-06
307,Lamar Odom,PF,27,LAL,56,56,39.3,5.7,12.2,0.468,1.0,3.3,0.297,4.7,8.9,0.531,0.508,3.5,5.1,0.7,1.8,7.9,9.8,4.8,0.9,0.6,2.9,3.3,15.9,80.0,302,4,2005-06,14.8,9.2,5.5,0.9,0.8,40.3,80.0,11.6,5.6,2.7,1.0,2.7,4.6,0.372,8.9,0.514,0.69,2003-04
308,Emeka Okafor,C,24,CHA,67,65,34.8,5.9,11.0,0.532,0.0,0.0,,5.9,11.0,0.532,0.532,2.6,4.4,0.593,3.9,7.4,11.3,1.2,0.9,2.6,1.7,3.1,14.4,26.0,99,1,2004-05,15.1,10.9,0.9,0.8,1.7,35.6,73.0,13.7,6.1,1.7,0.0,0.0,6.1,0.0,13.7,0.447,0.609,2004-05
309,Mehmet Okur,C,27,UTA,80,80,33.3,6.1,13.3,0.462,1.6,4.2,0.384,4.5,9.1,0.498,0.523,3.7,4.8,0.765,2.0,5.2,7.2,2.0,0.5,0.5,1.6,3.2,17.6,82.0,307,4,2005-06,18.0,9.1,2.4,0.5,0.9,35.9,82.0,13.8,6.3,2.0,1.0,2.9,5.4,0.342,10.9,0.491,0.78,2005-06
310,Kevin Ollie,PG,34,PHI,53,23,17.3,1.5,3.5,0.433,0.0,0.0,0.0,1.5,3.5,0.438,0.433,0.7,0.8,0.822,0.2,1.2,1.4,2.5,0.4,0.0,0.9,1.4,3.8,70.0,341,4,2005-06,2.7,1.4,1.4,0.5,0.0,15.3,70.0,2.5,1.1,0.4,0.0,0.0,1.1,0.333,2.4,0.433,0.837,2002-03
311,Michael Olowokandi,C,31,BOS,24,0,9.8,0.8,1.9,0.413,0.0,0.0,,0.8,1.9,0.413,0.413,0.1,0.1,0.667,0.6,1.4,2.0,0.2,0.3,0.5,0.7,2.0,1.7,48.0,269,5,2005-06,5.0,4.6,0.5,0.5,0.7,19.1,48.0,5.0,2.2,1.1,0.0,0.0,2.2,,5.0,0.446,0.511,2002-03
312,Bo Outlaw,PF,35,ORL,41,0,11.2,0.8,1.2,0.667,0.0,0.0,,0.8,1.2,0.667,0.667,0.3,0.5,0.591,1.1,1.4,2.6,0.4,0.4,0.1,0.5,1.4,2.0,32.0,316,4,2004-05,0.7,1.4,0.3,0.2,0.3,5.5,39.0,0.9,0.3,0.2,0.0,0.0,0.3,,0.9,0.353,0.556,2002-03
313,Travis Outlaw,PF,22,POR,67,1,22.9,3.7,8.5,0.434,0.1,0.6,0.27,3.5,7.9,0.445,0.443,2.1,2.7,0.79,1.0,2.3,3.2,0.8,0.9,1.1,1.0,2.2,9.6,69.0,136,2,2005-06,5.8,2.7,0.5,0.4,0.7,16.7,69.0,5.3,2.3,0.5,0.2,0.8,2.1,0.264,4.6,0.47,0.697,2005-06
314,Zaza Pachulia,C,22,ATL,72,47,28.1,4.0,8.5,0.474,0.0,0.0,0.0,4.0,8.5,0.475,0.474,4.1,5.2,0.786,2.8,4.2,6.9,1.5,1.1,0.5,2.3,3.7,12.2,78.0,211,3,2005-06,11.7,7.9,1.7,1.1,0.5,31.4,78.0,8.7,3.9,2.3,0.0,0.0,3.9,0.0,8.7,0.452,0.735,2005-06
315,Scott Padgett,PF,30,TOT,31,0,7.5,0.5,1.8,0.286,0.3,1.1,0.242,0.3,0.7,0.348,0.357,0.2,0.4,0.462,0.5,1.2,1.7,0.3,0.2,0.1,0.3,1.1,1.5,62.0,343,5,2005-06,3.4,2.7,0.7,0.5,0.2,11.6,62.0,3.2,1.1,0.3,0.7,2.0,0.5,0.347,1.3,0.363,0.794,2001-02
315,Scott Padgett,PF,30,HOU,24,0,8.3,0.6,2.0,0.306,0.3,1.2,0.276,0.3,0.8,0.35,0.388,0.3,0.5,0.545,0.5,1.4,1.9,0.3,0.2,0.1,0.3,1.4,1.8,62.0,343,5,2005-06,3.4,2.7,0.7,0.5,0.2,11.6,62.0,3.2,1.1,0.3,0.7,2.0,0.5,0.347,1.3,0.363,0.794,2001-02
315,Scott Padgett,PF,30,MEM,7,0,4.7,0.1,1.0,0.143,0.0,0.6,0.0,0.1,0.4,0.333,0.143,0.0,0.3,0.0,0.7,0.6,1.3,0.0,0.1,0.0,0.1,0.3,0.3,62.0,343,5,2005-06,3.4,2.7,0.7,0.5,0.2,11.6,62.0,3.2,1.1,0.3,0.7,2.0,0.5,0.347,1.3,0.363,0.794,2001-02
316,Jannero Pargo,PG,27,NOK,82,7,20.9,3.5,8.4,0.409,1.0,2.5,0.388,2.5,5.9,0.418,0.467,1.3,1.5,0.852,0.2,2.0,2.2,2.5,0.6,0.0,1.5,1.5,9.2,57.0,154,1,2005-06,4.8,1.1,1.6,0.4,0.0,11.3,57.0,5.1,1.9,1.1,0.7,1.8,1.2,0.379,3.3,0.37,0.81,2005-06
317,Anthony Parker,SG,31,TOR,73,73,33.4,4.5,9.4,0.477,1.6,3.6,0.441,2.9,5.8,0.5,0.561,1.8,2.2,0.835,0.8,3.1,3.9,2.1,1.0,0.2,1.0,1.8,12.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
318,Smush Parker,PG,25,LAL,82,80,30.0,4.2,9.6,0.436,1.3,3.7,0.365,2.8,5.9,0.479,0.506,1.4,2.1,0.646,0.5,2.0,2.5,2.8,1.5,0.1,1.9,2.6,11.1,82.0,164,2,2005-06,11.5,3.3,3.7,1.7,0.2,33.8,82.0,9.5,4.2,1.8,1.5,4.0,2.8,0.366,5.5,0.506,0.694,2005-06
319,Tony Parker,PG,24,SAS,77,77,32.5,7.4,14.2,0.52,0.2,0.5,0.395,7.2,13.7,0.525,0.527,3.6,4.5,0.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,80.0,394,5,2005-06,18.9,3.3,5.8,1.0,0.1,33.9,80.0,14.2,7.8,3.1,0.1,0.5,7.7,0.306,13.8,0.556,0.707,2005-06
320,Ruben Patterson,SF,31,MIL,81,53,31.0,5.9,10.7,0.548,0.0,0.2,0.158,5.8,10.5,0.557,0.55,3.0,4.6,0.641,2.3,3.1,5.4,2.9,1.4,0.3,2.5,2.9,14.7,71.0,367,5,2005-06,12.1,3.4,1.8,1.1,0.3,25.2,71.0,8.9,4.6,2.1,0.0,0.2,4.6,0.077,8.8,0.524,0.601,2005-06
321,Chris Paul,PG,21,NOK,64,64,36.8,6.0,13.6,0.437,0.8,2.2,0.35,5.2,11.4,0.455,0.466,4.6,5.6,0.818,0.8,3.5,4.4,8.9,1.8,0.0,2.5,2.4,17.3,78.0,78,1,2005-06,16.1,5.1,7.8,2.2,0.1,36.0,78.0,12.1,5.2,2.3,0.6,2.3,4.6,0.282,9.9,0.464,0.847,2005-06
322,Sasha Pavlović,SG,23,CLE,67,28,22.9,3.3,7.3,0.453,0.9,2.2,0.405,2.4,5.1,0.474,0.514,1.5,1.9,0.794,0.3,2.0,2.4,1.6,0.8,0.3,1.5,2.2,9.0,53.0,197,3,2005-06,4.5,1.5,0.5,0.4,0.1,15.3,53.0,4.0,1.6,0.8,0.7,1.8,1.0,0.365,2.2,0.448,0.653,2004-05
323,Gary Payton,PG,38,MIA,68,28,22.1,2.1,5.4,0.393,0.5,1.8,0.26,1.6,3.6,0.461,0.437,0.6,0.8,0.667,0.3,1.7,1.9,3.0,0.6,0.0,1.0,1.7,5.3,81.0,402,5,2005-06,7.7,2.9,3.2,0.9,0.1,28.5,81.0,6.8,2.8,1.3,0.8,2.8,2.0,0.287,3.9,0.517,0.794,2001-02
324,Kendrick Perkins,C,22,BOS,72,53,21.9,1.8,3.7,0.491,0.0,0.0,0.0,1.8,3.7,0.496,0.491,0.8,1.4,0.6,1.6,3.6,5.2,1.3,0.3,1.3,1.6,3.0,4.5,68.0,138,2,2005-06,5.2,5.9,1.0,0.3,1.5,19.6,68.0,3.9,2.0,1.6,0.0,0.0,2.0,0.0,3.9,0.519,0.615,2005-06
325,Morris Peterson,SF,29,TOR,71,12,21.3,3.1,7.3,0.429,1.5,4.2,0.359,1.6,3.1,0.523,0.532,1.2,1.7,0.683,0.5,2.9,3.3,0.7,0.6,0.2,0.7,1.8,8.9,82.0,391,5,2005-06,16.8,4.6,2.3,1.3,0.2,38.3,82.0,13.4,5.8,1.5,2.2,5.5,3.7,0.395,7.9,0.465,0.82,2005-06
326,Johan Petro,C,21,SEA,81,13,18.6,2.8,5.4,0.516,0.0,0.0,,2.8,5.4,0.516,0.516,0.6,1.0,0.649,1.1,3.0,4.1,0.6,0.5,0.6,1.0,2.9,6.2,68.0,68,1,2005-06,5.2,4.4,0.2,0.4,0.8,18.9,68.0,4.4,2.3,0.9,0.0,0.0,2.3,,4.4,0.51,0.627,2005-06
327,Eric Piatkowski,SG,36,PHO,11,0,6.6,0.8,2.3,0.36,0.6,1.6,0.389,0.2,0.6,0.286,0.5,0.2,0.2,1.0,0.2,0.6,0.8,0.4,0.0,0.1,0.5,0.5,2.5,29.0,279,4,2004-05,4.8,1.2,0.8,0.4,0.0,12.4,68.0,3.8,1.6,0.5,0.8,2.0,0.8,0.425,1.8,0.435,0.804,2002-03
328,Paul Pierce,SG,29,BOS,47,46,37.0,7.9,18.1,0.439,2.3,5.9,0.389,5.7,12.2,0.463,0.502,6.8,8.6,0.796,0.8,5.1,5.9,4.1,1.0,0.3,3.2,2.6,25.0,79.0,402,5,2005-06,26.8,6.7,4.7,1.4,0.4,39.0,79.0,18.5,8.7,3.5,1.4,4.0,7.3,0.354,14.5,0.503,0.772,2005-06
329,Mickaël Piétrus,SF,24,GSW,72,38,26.9,4.0,8.1,0.488,1.3,3.3,0.388,2.7,4.8,0.558,0.567,1.9,2.9,0.648,1.1,3.4,4.5,0.9,0.7,0.8,1.5,3.1,11.1,52.0,172,3,2005-06,9.3,3.1,0.8,0.6,0.2,22.7,52.0,8.0,3.3,1.5,1.1,3.4,2.2,0.318,4.7,0.467,0.608,2004-05
330,Kevinn Pinkney,PF,23,BOS,6,0,16.7,2.0,4.5,0.444,0.2,0.3,0.5,1.8,4.2,0.44,0.463,1.0,1.5,0.667,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2.0,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
331,Scot Pollard,C,31,CLE,24,0,4.5,0.5,1.1,0.423,0.0,0.0,,0.5,1.1,0.423,0.423,0.1,0.2,0.5,0.6,0.7,1.3,0.1,0.2,0.0,0.2,1.1,1.0,45.0,258,4,2005-06,3.8,4.8,0.5,0.8,0.4,17.1,45.0,3.4,1.6,0.6,0.0,0.0,1.6,,3.4,0.455,0.763,2001-02
332,James Posey,SF,30,MIA,71,19,27.0,2.6,6.1,0.431,1.4,3.6,0.375,1.3,2.4,0.514,0.543,1.1,1.4,0.827,0.9,4.1,5.0,1.3,1.0,0.3,0.8,2.7,7.7,67.0,355,5,2005-06,7.2,4.8,1.3,0.8,0.3,28.6,67.0,5.9,2.4,0.9,1.7,4.3,0.6,0.403,1.6,0.4,0.787,2003-04
333,Vitaly Potapenko,C,31,SAC,3,0,4.3,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.7,1.0,0.0,33.0,236,2,2003-04,7.1,4.4,0.8,0.3,0.4,21.8,65.0,6.3,3.1,1.2,0.0,0.0,3.1,,6.3,0.489,0.641,2004-05
334,Leon Powe,C,23,BOS,63,2,11.4,1.3,2.8,0.446,0.0,0.0,0.0,1.3,2.8,0.451,0.446,1.7,2.3,0.736,1.5,1.9,3.4,0.2,0.2,0.3,0.7,1.7,4.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
335,Josh Powell,PF,24,TOT,37,0,9.5,1.2,2.5,0.462,0.0,0.0,,1.2,2.5,0.462,0.462,0.8,1.1,0.714,0.6,1.7,2.4,0.6,0.1,0.3,0.8,1.6,3.1,37.0,37,1,2005-06,3.0,2.2,0.2,0.2,0.1,11.6,37.0,2.2,1.0,0.6,0.0,0.0,1.0,,2.2,0.457,0.8,2005-06
335,Josh Powell,PF,24,IND,7,0,9.1,0.3,2.1,0.133,0.0,0.0,,0.3,2.1,0.133,0.133,1.1,1.7,0.667,1.0,1.7,2.7,0.4,0.0,0.0,0.7,2.6,1.7,37.0,37,1,2005-06,3.0,2.2,0.2,0.2,0.1,11.6,37.0,2.2,1.0,0.6,0.0,0.0,1.0,,2.2,0.457,0.8,2005-06
335,Josh Powell,PF,24,GSW,30,0,9.6,1.4,2.6,0.526,0.0,0.0,,1.4,2.6,0.526,0.526,0.7,1.0,0.733,0.6,1.7,2.3,0.6,0.2,0.4,0.8,1.4,3.5,37.0,37,1,2005-06,3.0,2.2,0.2,0.2,0.1,11.6,37.0,2.2,1.0,0.6,0.0,0.0,1.0,,2.2,0.457,0.8,2005-06
336,Roger Powell,SF,24,UTA,3,0,4.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.7,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
337,Ronnie Price,PG,23,SAC,58,1,9.7,1.2,3.0,0.39,0.4,1.1,0.323,0.8,1.8,0.43,0.451,0.6,0.9,0.673,0.3,1.0,1.2,0.8,0.5,0.1,0.6,1.1,3.3,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
