Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
53,Calvin Booth,C,32,MIN,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,292,4,2006-07,1.6,1.8,0.4,0.1,0.7,8.6,44.0,1.5,0.7,0.2,0.0,0.0,0.7,0.5,1.5,0.469,0.6,2003-04
53,Calvin Booth,C,32,SAC,7,0,7.9,0.7,1.4,0.5,0.0,0.0,,0.7,1.4,0.5,0.5,0.9,1.1,0.75,0.6,0.9,1.4,0.0,0.1,0.3,0.1,1.4,2.3,31.0,292,4,2006-07,1.6,1.8,0.4,0.1,0.7,8.6,44.0,1.5,0.7,0.2,0.0,0.0,0.7,0.5,1.5,0.469,0.6,2003-04
54,Carlos Boozer,PF,27,UTA,37,37,32.4,6.8,13.8,0.49,0.0,0.0,,6.8,13.8,0.49,0.49,2.6,3.8,0.698,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2,81.0,395,5,2007-08,21.1,10.4,2.9,1.2,0.5,34.9,81.0,16.0,8.8,2.6,0.0,0.0,8.8,0.0,16.0,0.547,0.738,2007-08
55,Chris Bosh,C,24,TOR,77,77,38.0,8.0,16.4,0.487,0.2,0.6,0.245,7.8,15.8,0.497,0.492,6.5,8.0,0.817,2.8,7.2,10.0,2.5,0.9,1.0,2.3,2.5,22.7,67.0,362,5,2007-08,22.3,8.7,2.6,0.9,1.0,36.2,67.0,15.3,7.6,2.3,0.1,0.4,7.4,0.4,15.0,0.496,0.844,2006-07
56,Bruce Bowen,SF,37,SAS,80,10,18.8,1.0,2.3,0.422,0.5,1.2,0.429,0.5,1.1,0.416,0.535,0.2,0.3,0.538,0.2,1.6,1.8,0.5,0.5,0.2,0.3,1.5,2.7,81.0,550,7,2007-08,6.0,2.9,1.1,0.7,0.3,30.2,81.0,5.3,2.1,0.6,1.1,2.7,1.0,0.419,2.6,0.394,0.652,2004-05
57,Ryan Bowen,SF,33,NOH,21,3,10.4,1.0,1.8,0.579,0.0,0.0,,1.0,1.8,0.579,0.579,0.1,0.2,0.6,0.5,0.7,1.1,0.4,0.7,0.2,0.2,1.8,2.2,53.0,376,6,2007-08,2.2,1.9,0.5,0.6,0.2,12.5,53.0,1.9,0.9,0.3,0.0,0.0,0.9,0.0,1.9,0.495,0.552,2001-02
58,Elton Brand,PF,29,PHI,29,23,31.7,5.6,12.6,0.447,0.0,0.0,,5.6,12.6,0.447,0.447,2.5,3.7,0.676,2.7,6.1,8.8,1.3,0.6,1.6,2.3,2.7,13.8,8.0,459,6,2006-07,20.5,9.3,2.9,1.0,2.2,38.5,80.0,15.1,8.1,2.5,0.0,0.0,8.1,1.0,15.1,0.532,0.761,2005-06
59,Corey Brewer,SF,22,MIN,15,8,20.5,2.5,6.0,0.411,0.3,0.8,0.417,2.1,5.2,0.41,0.439,0.9,1.3,0.737,1.2,2.1,3.3,1.7,1.0,0.2,0.9,2.5,6.2,79.0,79,1,2007-08,5.8,3.7,1.4,1.0,0.3,22.8,79.0,6.2,2.3,1.1,0.1,0.5,2.2,0.194,5.7,0.389,0.8,2007-08
60,Ronnie Brewer,SF,23,UTA,81,80,32.2,5.2,10.2,0.508,0.3,1.0,0.259,4.9,9.2,0.537,0.522,3.0,4.3,0.702,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,13.7,76.0,132,2,2007-08,12.0,2.9,1.8,1.7,0.3,27.5,76.0,8.3,4.7,0.9,0.1,0.7,4.5,0.22,7.7,0.587,0.759,2007-08
61,Aaron Brooks,PG,24,HOU,80,35,25.0,4.0,9.8,0.404,1.4,3.9,0.366,2.5,5.9,0.428,0.476,1.9,2.2,0.866,0.4,1.6,2.0,3.0,0.6,0.1,1.6,1.9,11.2,51.0,51,1,2007-08,5.2,1.1,1.7,0.3,0.1,11.9,51.0,4.4,1.8,0.9,0.7,2.1,1.1,0.33,2.3,0.491,0.857,2007-08
62,Andre Brown,PF,27,CHA,4,0,10.3,0.3,1.8,0.143,0.0,0.0,,0.3,1.8,0.143,0.143,0.5,0.5,1.0,1.8,1.3,3.0,0.3,0.3,0.0,1.3,2.3,1.0,33.0,71,1,2006-07,2.4,1.9,0.1,0.2,0.1,7.1,38.0,1.9,1.1,0.8,0.0,0.0,1.1,0.0,1.9,0.575,0.6,2006-07
63,Bobby Brown,SG-PG,24,TOT,68,2,13.7,2.1,5.3,0.392,0.7,1.9,0.346,1.4,3.4,0.417,0.454,0.5,0.6,0.791,0.2,0.6,0.8,1.7,0.3,0.0,0.9,1.4,5.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
63,Bobby Brown,SG,24,SAC,47,1,14.4,2.0,5.3,0.381,0.7,2.0,0.33,1.3,3.3,0.412,0.443,0.6,0.7,0.765,0.2,0.6,0.8,1.9,0.3,0.0,1.0,1.6,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
63,Bobby Brown,PG,24,MIN,21,1,12.2,2.2,5.4,0.416,0.7,1.7,0.389,1.6,3.7,0.429,0.478,0.4,0.4,0.889,0.3,0.5,0.8,1.4,0.3,0.1,0.8,1.0,5.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
64,Dee Brown,PG,24,TOT,19,11,13.7,0.9,2.6,0.367,0.4,1.3,0.292,0.6,1.3,0.44,0.439,0.2,0.3,0.6,0.4,1.2,1.5,1.9,0.5,0.0,0.9,1.5,2.4,0.0,56,1,2006-07,1.9,0.8,1.7,0.4,0.1,9.2,49.0,2.0,0.7,0.6,0.1,0.6,0.5,0.214,1.4,0.371,0.649,2006-07
64,Dee Brown,PG,24,WAS,17,11,13.7,1.0,2.6,0.386,0.4,1.2,0.3,0.6,1.4,0.458,0.455,0.1,0.2,0.333,0.4,1.2,1.6,1.9,0.6,0.0,0.8,1.3,2.4,0.0,56,1,2006-07,1.9,0.8,1.7,0.4,0.1,9.2,49.0,2.0,0.7,0.6,0.1,0.6,0.5,0.214,1.4,0.371,0.649,2006-07
64,Dee Brown,PG,24,PHO,2,0,14.0,0.5,2.5,0.2,0.5,2.0,0.25,0.0,0.5,0.0,0.3,1.0,1.0,1.0,0.0,0.5,0.5,1.5,0.0,0.0,1.5,3.0,2.5,0.0,56,1,2006-07,1.9,0.8,1.7,0.4,0.1,9.2,49.0,2.0,0.7,0.6,0.1,0.6,0.5,0.214,1.4,0.371,0.649,2006-07
65,Devin Brown,SG,30,NOH,63,5,13.8,1.8,5.0,0.355,0.4,1.5,0.289,1.3,3.4,0.384,0.399,1.2,1.6,0.78,0.5,1.4,1.9,0.9,0.5,0.1,0.9,1.3,5.2,78.0,352,5,2007-08,7.5,3.4,2.2,0.7,0.1,22.6,78.0,6.8,2.8,1.3,0.6,1.9,2.2,0.308,4.9,0.447,0.754,2006-07
66,Kwame Brown,C,26,DET,58,30,17.2,1.6,2.9,0.533,0.0,0.0,,1.6,2.9,0.533,0.533,1.1,2.1,0.516,1.6,3.4,5.0,0.6,0.4,0.4,0.9,2.4,4.2,38.0,404,7,2007-08,4.8,4.9,1.2,0.6,0.6,18.8,38.0,3.7,1.9,1.3,0.0,0.0,1.9,,3.7,0.507,0.408,2003-04
67,Shannon Brown,SG,23,TOT,48,0,9.9,1.6,3.4,0.473,0.3,0.8,0.378,1.3,2.7,0.5,0.515,0.7,0.8,0.821,0.2,0.7,0.9,0.8,0.5,0.1,0.8,0.9,4.2,21.0,44,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
67,Shannon Brown,SG,23,CHA,30,0,11.4,1.9,4.1,0.455,0.3,0.9,0.286,1.6,3.2,0.505,0.488,0.8,1.0,0.8,0.3,0.5,0.8,0.9,0.6,0.2,1.0,1.1,4.8,21.0,44,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
67,Shannon Brown,SG,23,LAL,18,0,7.6,1.2,2.3,0.524,0.3,0.5,0.667,0.9,1.8,0.485,0.595,0.4,0.5,0.889,0.2,0.9,1.1,0.6,0.2,0.1,0.5,0.5,3.2,21.0,44,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
68,Kobe Bryant,SG,30,LAL,82,82,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,82.0,532,7,2007-08,28.3,6.3,5.4,1.8,0.5,38.9,82.0,20.6,9.5,3.1,1.8,5.1,7.6,0.361,15.5,0.49,0.84,2005-06
69,Greg Buckner,SF,32,MEM,63,0,13.9,1.0,2.5,0.384,0.2,0.8,0.255,0.8,1.7,0.444,0.425,0.3,0.4,0.8,0.5,1.6,2.1,0.9,0.5,0.1,0.6,1.7,2.5,31.0,422,6,2006-07,4.0,2.1,0.9,0.6,0.1,18.1,76.0,3.9,1.6,0.5,0.4,1.4,1.2,0.311,2.6,0.464,0.794,2005-06
70,Caron Butler,SG,28,WAS,67,67,38.6,7.3,16.2,0.453,1.0,3.1,0.31,6.4,13.1,0.487,0.482,5.1,6.0,0.858,1.8,4.4,6.2,4.3,1.6,0.3,3.1,2.5,20.8,58.0,419,6,2007-08,20.3,6.7,4.9,2.2,0.3,39.9,58.0,16.3,7.6,2.6,1.1,3.2,6.4,0.357,13.1,0.492,0.901,2007-08
71,Rasual Butler,SF,29,NOH,82,74,31.9,4.2,9.8,0.433,1.7,4.4,0.39,2.5,5.4,0.468,0.521,1.0,1.3,0.782,0.6,2.7,3.3,0.9,0.6,0.7,0.7,1.9,11.2,51.0,393,6,2007-08,4.9,2.0,0.7,0.3,0.4,17.2,51.0,5.1,1.8,0.2,0.9,2.6,0.9,0.331,2.5,0.37,0.839,2006-07
72,Andrew Bynum,C,21,LAL,50,50,28.9,5.6,10.0,0.56,0.0,0.0,,5.6,10.0,0.56,0.56,3.0,4.3,0.707,2.7,5.2,8.0,1.4,0.4,1.8,1.7,3.1,14.3,35.0,163,2,2007-08,13.1,10.2,1.7,0.3,2.1,28.8,35.0,8.5,5.4,1.5,0.0,0.0,5.4,,8.5,0.636,0.695,2007-08
73,Will Bynum,PG,26,DET,57,1,14.1,2.7,6.0,0.456,0.1,0.3,0.158,2.7,5.7,0.474,0.461,1.7,2.1,0.798,0.3,1.0,1.3,2.8,0.6,0.0,1.3,1.5,7.2,0.0,15,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
74,José Calderón,PG,27,TOR,68,68,34.3,4.7,9.5,0.497,1.2,3.0,0.406,3.5,6.5,0.538,0.561,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8,82.0,223,3,2007-08,11.2,2.9,8.3,1.1,0.1,30.3,82.0,8.6,4.5,1.5,1.0,2.2,3.5,0.429,6.4,0.551,0.908,2007-08
75,Marcus Camby,C,34,LAC,62,55,31.0,4.1,8.0,0.512,0.0,0.1,0.25,4.1,7.9,0.514,0.513,2.1,2.9,0.725,2.6,8.5,11.1,2.0,0.8,2.1,1.5,2.1,10.3,79.0,401,5,2007-08,9.1,13.1,3.3,1.1,3.6,34.9,79.0,8.0,3.6,1.5,0.1,0.3,3.5,0.3,7.8,0.455,0.708,2005-06
76,Brian Cardinal,PF,31,MIN,64,4,14.2,1.0,2.6,0.385,0.5,1.4,0.326,0.5,1.2,0.455,0.473,0.5,0.5,0.857,0.6,1.6,2.2,1.2,0.6,0.2,0.8,2.1,3.0,37.0,248,4,2007-08,3.4,2.6,0.6,0.3,0.1,11.9,37.0,3.4,1.2,0.6,0.7,2.2,0.5,0.309,1.2,0.4,0.684,2003-04
77,Rodney Carney,SG,24,MIN,67,6,17.9,2.6,6.3,0.416,1.2,3.4,0.35,1.4,2.9,0.492,0.509,0.7,1.0,0.758,0.5,1.3,1.9,0.4,0.7,0.4,0.6,1.4,7.2,70.0,137,2,2007-08,5.8,2.1,0.5,0.6,0.3,14.8,70.0,5.6,2.3,0.5,0.5,1.7,1.7,0.317,3.9,0.441,0.679,2006-07
78,Matt Carroll,SG,28,TOT,55,10,11.2,1.2,3.1,0.38,0.2,1.0,0.245,0.9,2.1,0.441,0.418,0.4,0.5,0.84,0.1,1.1,1.3,0.5,0.4,0.1,0.6,1.2,3.0,80.0,271,3,2007-08,9.0,2.8,0.9,0.6,0.2,25.2,80.0,7.4,3.2,0.7,1.3,3.0,1.8,0.436,4.4,0.422,0.804,2006-07
78,Matt Carroll,SG,28,CHA,34,10,14.0,1.6,4.1,0.406,0.4,1.3,0.267,1.3,2.7,0.473,0.449,0.4,0.6,0.789,0.1,1.5,1.6,0.7,0.5,0.1,0.8,1.6,4.1,80.0,271,3,2007-08,9.0,2.8,0.9,0.6,0.2,25.2,80.0,7.4,3.2,0.7,1.3,3.0,1.8,0.436,4.4,0.422,0.804,2006-07
78,Matt Carroll,SG,28,DAL,21,0,6.7,0.4,1.6,0.273,0.0,0.4,0.125,0.4,1.2,0.32,0.288,0.3,0.3,1.0,0.1,0.6,0.7,0.1,0.1,0.0,0.3,0.7,1.2,80.0,271,3,2007-08,9.0,2.8,0.9,0.6,0.2,25.2,80.0,7.4,3.2,0.7,1.3,3.0,1.8,0.436,4.4,0.422,0.804,2006-07
79,Anthony Carter,PG,33,DEN,78,5,22.9,2.1,4.9,0.433,0.3,1.1,0.239,1.9,3.8,0.49,0.46,0.7,1.0,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2.0,1.8,5.3,70.0,283,5,2007-08,7.8,2.9,5.5,1.5,0.4,28.0,70.0,6.8,3.1,1.8,0.6,1.8,2.5,0.349,5.0,0.499,0.753,2007-08
80,Vince Carter,SG,32,NJN,80,80,36.8,7.4,16.8,0.437,1.9,4.9,0.385,5.5,11.9,0.459,0.493,4.2,5.1,0.817,0.9,4.2,5.1,4.7,1.0,0.5,2.1,2.9,20.8,76.0,490,7,2007-08,21.3,6.0,5.1,1.2,0.4,38.9,76.0,16.9,7.7,2.4,1.3,3.6,6.4,0.359,13.3,0.482,0.816,2006-07
81,Mario Chalmers,PG,22,MIA,82,82,32.0,3.4,8.1,0.42,1.4,3.8,0.367,2.0,4.3,0.467,0.506,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
82,Tyson Chandler,C,26,NOH,45,45,32.1,3.6,6.3,0.565,0.0,0.0,,3.6,6.3,0.565,0.565,1.7,3.0,0.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,3.2,8.8,79.0,492,6,2007-08,11.8,11.7,1.0,0.6,1.1,35.2,79.0,7.7,4.8,1.7,0.0,0.0,4.8,0.0,7.6,0.624,0.593,2007-08
83,Wilson Chandler,SF,21,NYK,82,70,33.4,5.5,12.9,0.432,1.3,3.8,0.328,4.3,9.0,0.476,0.481,2.1,2.6,0.795,1.1,4.3,5.4,2.1,0.9,0.9,1.7,3.0,14.4,35.0,35,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
84,Speedy Claxton,PG,30,ATL,2,0,7.5,1.0,3.5,0.286,0.0,0.0,,1.0,3.5,0.286,0.286,0.5,1.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.5,0.0,332,5,2006-07,5.3,1.9,4.4,1.7,0.1,25.1,42.0,6.6,2.2,1.8,0.1,0.7,2.0,0.214,6.0,0.34,0.55,2005-06
85,Jarron Collins,C,30,UTA,26,3,7.7,0.6,1.3,0.457,0.0,0.0,,0.6,1.3,0.457,0.457,0.3,0.4,0.727,0.8,0.7,1.4,0.3,0.1,0.0,0.3,1.3,1.5,70.0,454,6,2007-08,1.7,1.7,0.5,0.1,0.1,10.0,70.0,1.2,0.5,0.3,0.0,0.0,0.5,0.0,1.2,0.444,0.622,2001-02
86,Jason Collins,C,30,MIN,31,22,13.6,0.7,2.3,0.314,0.0,0.0,,0.7,2.3,0.314,0.314,0.4,0.9,0.464,0.9,1.4,2.3,0.4,0.3,0.4,0.4,2.4,1.8,74.0,541,7,2007-08,1.9,2.4,0.3,0.3,0.3,15.8,74.0,1.5,0.7,0.6,0.0,0.0,0.7,0.0,1.5,0.473,0.459,2004-05
87,Mardy Collins,PG-SG,24,TOT,48,14,18.5,2.2,5.1,0.425,0.3,0.6,0.419,1.9,4.5,0.426,0.451,0.6,1.0,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2,46.0,98,2,2007-08,3.2,1.6,1.9,0.5,0.2,13.8,46.0,3.8,1.2,1.2,0.2,0.7,1.1,0.25,3.1,0.343,0.605,2006-07
87,Mardy Collins,SG,24,NYK,9,0,8.3,0.9,2.6,0.348,0.0,0.3,0.0,0.9,2.2,0.4,0.348,0.4,1.0,0.444,0.2,0.7,0.9,1.1,0.2,0.0,0.6,0.8,2.2,46.0,98,2,2007-08,3.2,1.6,1.9,0.5,0.2,13.8,46.0,3.8,1.2,1.2,0.2,0.7,1.1,0.25,3.1,0.343,0.605,2006-07
87,Mardy Collins,PG,24,LAC,39,14,20.9,2.5,5.7,0.433,0.3,0.7,0.464,2.2,5.0,0.429,0.462,0.6,0.9,0.649,0.7,1.8,2.5,2.6,0.7,0.3,1.4,1.9,5.9,46.0,98,2,2007-08,3.2,1.6,1.9,0.5,0.2,13.8,46.0,3.8,1.2,1.2,0.2,0.7,1.1,0.25,3.1,0.343,0.605,2006-07
88,Nick Collison,C,28,OKC,71,40,25.8,3.4,6.0,0.568,0.0,0.0,0.0,3.4,6.0,0.57,0.568,1.4,1.9,0.721,2.5,4.3,6.9,0.9,0.7,0.7,1.0,3.4,8.2,78.0,308,4,2007-08,9.8,9.4,1.4,0.6,0.8,28.5,78.0,8.2,4.1,1.5,0.0,0.0,4.1,0.0,8.2,0.504,0.737,2007-08
89,Mike Conley,PG,21,MEM,82,61,30.6,3.9,8.9,0.442,1.1,2.6,0.406,2.9,6.3,0.458,0.503,2.0,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9,53.0,53,1,2007-08,9.4,2.6,4.2,0.8,0.0,26.1,53.0,8.3,3.6,1.7,0.6,1.7,3.0,0.33,6.6,0.453,0.732,2007-08
90,Brian Cook,PF,28,TOT,30,0,5.7,0.9,2.5,0.368,0.4,1.0,0.433,0.5,1.5,0.326,0.454,0.2,0.2,0.833,0.2,0.8,1.1,0.2,0.1,0.1,0.4,0.9,2.5,51.0,304,4,2007-08,4.7,2.1,0.5,0.3,0.2,12.3,51.0,4.6,1.7,0.8,0.8,2.3,0.9,0.374,2.3,0.378,0.905,2005-06
90,Brian Cook,PF,28,ORL,21,0,7.0,1.1,2.9,0.383,0.5,1.2,0.44,0.6,1.7,0.343,0.475,0.2,0.3,0.833,0.3,1.0,1.3,0.2,0.1,0.0,0.5,1.1,3.0,51.0,304,4,2007-08,4.7,2.1,0.5,0.3,0.2,12.3,51.0,4.6,1.7,0.8,0.8,2.3,0.9,0.374,2.3,0.378,0.905,2005-06
90,Brian Cook,PF,28,HOU,9,0,2.8,0.6,1.8,0.313,0.2,0.6,0.4,0.3,1.2,0.273,0.375,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.3,0.2,0.3,1.3,51.0,304,4,2007-08,4.7,2.1,0.5,0.3,0.2,12.3,51.0,4.6,1.7,0.8,0.8,2.3,0.9,0.374,2.3,0.378,0.905,2005-06
91,Daequan Cook,SF,21,MIA,75,4,24.4,3.2,8.6,0.375,2.0,5.3,0.387,1.2,3.3,0.356,0.494,0.7,0.7,0.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,1.7,9.1,59.0,59,1,2007-08,8.8,3.0,1.3,0.4,0.2,24.4,59.0,8.7,3.3,1.1,1.3,4.0,2.0,0.332,4.7,0.424,0.825,2007-08
92,Jamal Crawford,PG-SG,28,TOT,65,65,38.1,6.4,15.7,0.41,2.2,6.1,0.36,4.3,9.7,0.441,0.479,4.6,5.3,0.872,0.4,2.6,3.0,4.4,0.9,0.2,2.3,1.4,19.7,80.0,471,6,2007-08,20.6,2.6,5.0,1.0,0.2,39.9,80.0,17.4,7.1,2.4,2.2,6.2,4.9,0.356,11.2,0.439,0.864,2007-08
92,Jamal Crawford,SG,28,NYK,11,11,35.6,6.6,15.4,0.432,3.2,7.0,0.455,3.5,8.4,0.413,0.536,3.2,4.2,0.761,0.2,1.4,1.5,4.4,0.8,0.0,2.4,1.2,19.6,80.0,471,6,2007-08,20.6,2.6,5.0,1.0,0.2,39.9,80.0,17.4,7.1,2.4,2.2,6.2,4.9,0.356,11.2,0.439,0.864,2007-08
92,Jamal Crawford,PG,28,GSW,54,54,38.6,6.4,15.8,0.406,2.0,5.9,0.338,4.4,9.9,0.446,0.468,4.9,5.5,0.889,0.4,2.9,3.3,4.4,0.9,0.2,2.3,1.5,19.7,80.0,471,6,2007-08,20.6,2.6,5.0,1.0,0.2,39.9,80.0,17.4,7.1,2.4,2.2,6.2,4.9,0.356,11.2,0.439,0.864,2007-08
93,Joe Crawford,SF,22,NYK,2,0,11.5,1.5,5.0,0.3,0.5,2.0,0.25,1.0,3.0,0.333,0.35,1.0,1.0,1.0,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,4.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
94,Javaris Crittenton,PG-SG,21,TOT,63,10,18.6,2.1,4.5,0.46,0.0,0.2,0.133,2.0,4.3,0.478,0.463,0.8,1.5,0.576,0.9,1.7,2.6,2.4,0.6,0.1,1.3,1.6,5.0,50.0,50,1,2007-08,5.6,2.2,1.0,0.4,0.0,13.6,50.0,4.7,2.0,1.1,0.2,0.7,1.8,0.27,3.9,0.449,0.692,2007-08
94,Javaris Crittenton,SG,21,MEM,7,0,6.3,1.0,2.1,0.467,0.0,0.1,0.0,1.0,2.0,0.5,0.467,0.7,1.6,0.455,0.6,0.3,0.9,0.7,0.1,0.0,0.4,0.7,2.7,50.0,50,1,2007-08,5.6,2.2,1.0,0.4,0.0,13.6,50.0,4.7,2.0,1.1,0.2,0.7,1.8,0.27,3.9,0.449,0.692,2007-08
94,Javaris Crittenton,PG,21,WAS,56,10,20.2,2.2,4.8,0.459,0.0,0.3,0.143,2.2,4.6,0.477,0.463,0.9,1.4,0.593,0.9,1.9,2.9,2.6,0.7,0.1,1.4,1.7,5.3,50.0,50,1,2007-08,5.6,2.2,1.0,0.4,0.0,13.6,50.0,4.7,2.0,1.1,0.2,0.7,1.8,0.27,3.9,0.449,0.692,2007-08
95,Austin Croshere,PF,33,TOT,14,0,7.1,1.0,2.8,0.359,0.4,1.1,0.333,0.6,1.7,0.375,0.423,0.5,0.9,0.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,0.4,2.9,44.0,430,7,2007-08,3.9,2.4,0.7,0.2,0.1,10.4,44.0,3.1,1.4,0.5,0.5,1.4,0.9,0.361,1.7,0.513,0.906,2004-05
95,Austin Croshere,PF,33,MIL,11,0,7.0,1.1,2.7,0.4,0.5,1.0,0.455,0.6,1.7,0.368,0.483,0.6,1.0,0.636,0.6,1.5,2.2,0.5,0.1,0.1,0.4,0.4,3.3,44.0,430,7,2007-08,3.9,2.4,0.7,0.2,0.1,10.4,44.0,3.1,1.4,0.5,0.5,1.4,0.9,0.361,1.7,0.513,0.906,2004-05
95,Austin Croshere,PF,33,SAS,3,0,7.7,0.7,3.0,0.222,0.0,1.3,0.0,0.7,1.7,0.4,0.222,0.0,0.3,0.0,1.3,2.0,3.3,1.0,0.0,0.0,0.7,0.3,1.3,44.0,430,7,2007-08,3.9,2.4,0.7,0.2,0.1,10.4,44.0,3.1,1.4,0.5,0.5,1.4,0.9,0.361,1.7,0.513,0.906,2004-05
96,Eddy Curry,C,26,NYK,3,0,4.0,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.3,1.0,0.333,0.0,1.3,1.3,0.0,0.0,0.0,0.7,1.7,1.7,59.0,501,7,2007-08,13.2,4.7,0.5,0.2,0.5,25.9,59.0,9.2,5.0,2.1,0.0,0.0,5.0,,9.2,0.546,0.623,2006-07
97,Samuel Dalembert,C,27,PHI,82,82,24.8,2.6,5.3,0.498,0.0,0.0,0.0,2.6,5.3,0.5,0.498,1.1,1.5,0.734,2.6,5.9,8.5,0.2,0.4,1.8,1.4,3.0,6.4,82.0,418,5,2007-08,10.5,10.4,0.5,0.5,2.3,33.2,82.0,8.1,4.1,1.9,0.0,0.0,4.1,0.0,8.0,0.514,0.707,2006-07
98,Erick Dampier,C,33,DAL,80,80,23.0,2.3,3.5,0.65,0.0,0.0,,2.3,3.5,0.65,0.65,1.1,1.8,0.638,2.7,4.4,7.1,1.0,0.3,1.2,0.9,2.4,5.7,72.0,518,7,2007-08,6.1,7.5,0.9,0.3,1.5,24.4,72.0,3.8,2.5,1.1,0.0,0.0,2.5,,3.8,0.643,0.575,2003-04
99,Antonio Daniels,PG,33,TOT,74,9,13.8,1.3,3.2,0.419,0.3,0.8,0.367,1.0,2.4,0.438,0.466,1.1,1.4,0.8,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1,71.0,526,7,2007-08,8.4,2.9,4.8,1.0,0.0,30.4,71.0,6.3,2.9,1.3,0.2,1.0,2.6,0.23,5.3,0.504,0.776,2004-05
99,Antonio Daniels,PG,33,WAS,13,5,22.2,1.4,3.5,0.4,0.4,0.8,0.455,1.0,2.6,0.382,0.456,1.9,2.5,0.758,0.0,1.7,1.7,3.6,0.5,0.0,1.0,1.1,5.1,71.0,526,7,2007-08,8.4,2.9,4.8,1.0,0.0,30.4,71.0,6.3,2.9,1.3,0.2,1.0,2.6,0.23,5.3,0.504,0.776,2004-05
99,Antonio Daniels,PG,33,NOH,61,4,12.0,1.3,3.1,0.424,0.3,0.8,0.347,1.0,2.3,0.451,0.469,0.9,1.1,0.821,0.1,0.8,0.9,2.1,0.3,0.0,0.8,0.7,3.8,71.0,526,7,2007-08,8.4,2.9,4.8,1.0,0.0,30.4,71.0,6.3,2.9,1.3,0.2,1.0,2.6,0.23,5.3,0.504,0.776,2004-05
100,Marquis Daniels,SF,28,IND,54,43,31.5,5.8,12.8,0.451,0.3,1.7,0.2,5.4,11.1,0.489,0.464,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6,74.0,297,5,2007-08,8.2,2.9,1.9,1.1,0.2,20.9,74.0,7.6,3.3,1.5,0.4,1.4,2.9,0.265,6.2,0.466,0.698,2005-06
