Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
112,Toney Douglas,PG,26,HOU,49,0,18.6,2.8,7.2,0.395,1.2,3.3,0.377,1.6,3.9,0.411,0.482,1.2,1.4,0.882,0.5,1.4,1.8,1.9,0.8,0.0,1.1,2.1,8.1,38.0,175,3,2011-12,6.2,1.9,2.0,0.8,0.0,17.3,38.0,7.6,2.5,1.5,0.7,3.1,1.8,0.231,4.6,0.387,0.846
112,Toney Douglas,PG,26,SAC,22,0,17.1,2.2,5.2,0.43,1.0,2.5,0.389,1.3,2.7,0.467,0.522,0.7,0.7,1.0,0.5,1.7,2.2,2.6,1.4,0.0,1.1,1.9,6.1,38.0,175,3,2011-12,6.2,1.9,2.0,0.8,0.0,17.3,38.0,7.6,2.5,1.5,0.7,3.1,1.8,0.231,4.6,0.387,0.846
113,Chris Douglas-Roberts,SG,26,DAL,6,0,10.5,0.8,2.3,0.357,0.0,0.7,0.0,0.8,1.7,0.5,0.357,1.2,1.7,0.7,0.0,0.8,0.8,0.7,0.3,0.0,0.2,0.7,2.8,0.0,155,3,2010-11,7.3,2.0,1.1,0.7,0.3,20.1,44.0,6.2,2.7,0.8,0.3,1.0,2.3,0.326,5.2,0.449,0.831
114,Goran Dragić,PG,26,PHO,77,77,33.5,5.2,11.8,0.443,1.1,3.6,0.319,4.1,8.2,0.497,0.491,3.2,4.2,0.748,0.8,2.3,3.1,7.4,1.6,0.3,2.8,2.8,14.7,66.0,271,4,2011-12,11.7,2.5,5.3,1.3,0.2,26.5,66.0,9.1,4.2,2.4,1.0,3.1,3.2,0.337,6.0,0.525,0.805
115,Andre Drummond,C,19,DET,60,10,20.7,3.5,5.7,0.608,0.0,0.0,0.5,3.5,5.7,0.609,0.61,1.0,2.7,0.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Jared Dudley,SF,27,PHO,79,50,27.5,4.0,8.5,0.468,1.3,3.4,0.391,2.6,5.0,0.52,0.547,1.6,2.1,0.796,1.0,2.1,3.1,2.6,0.9,0.1,1.3,1.6,10.9,65.0,370,5,2011-12,12.7,4.6,1.7,0.8,0.3,31.1,65.0,9.9,4.8,1.1,1.2,3.2,3.6,0.383,6.7,0.535,0.726
117,Chris Duhon,PG,30,LAL,46,9,17.8,1.0,2.7,0.382,0.7,2.0,0.363,0.3,0.7,0.438,0.516,0.1,0.3,0.462,0.2,1.2,1.5,2.9,0.4,0.0,0.9,1.2,2.9,63.0,560,8,2011-12,3.8,1.6,2.4,0.6,0.1,19.5,63.0,3.2,1.3,1.3,0.8,1.9,0.6,0.42,1.3,0.417,0.81
118,Tim Duncan,C,36,SAS,69,69,30.1,7.1,14.1,0.502,0.0,0.1,0.286,7.1,14.0,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,58.0,823,11,2011-12,15.4,9.0,2.3,0.7,1.5,28.2,58.0,12.6,6.2,1.7,0.0,0.1,6.2,0.0,12.6,0.495,0.695
119,Mike Dunleavy,SF,32,MIL,75,3,25.9,3.7,8.3,0.442,1.7,4.0,0.428,2.0,4.3,0.455,0.545,1.4,1.7,0.82,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8,10.5,55.0,682,9,2011-12,12.3,3.7,2.1,0.5,0.1,26.3,55.0,9.2,4.3,1.1,1.5,3.8,2.8,0.399,5.4,0.527,0.811
120,Kevin Durant,SF,24,OKC,81,81,38.5,9.0,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,66.0,380,5,2011-12,28.0,8.0,3.5,1.3,1.2,38.6,66.0,19.7,9.7,3.8,2.0,5.2,7.7,0.387,14.4,0.535,0.86
121,Devin Ebanks,SF,23,LAL,19,3,10.4,1.3,3.8,0.329,0.3,1.2,0.273,0.9,2.7,0.353,0.37,0.6,0.7,0.786,0.5,1.6,2.2,0.5,0.2,0.1,0.6,1.2,3.4,24.0,44,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Wayne Ellington,SG,25,TOT,78,21,21.3,2.9,6.8,0.427,1.2,3.1,0.392,1.7,3.7,0.457,0.516,0.9,1.0,0.907,0.3,1.8,2.1,1.3,0.6,0.0,0.7,1.0,7.9,51.0,189,3,2011-12,6.1,1.9,0.6,0.5,0.2,19.1,51.0,5.9,2.4,0.5,0.7,2.1,1.7,0.324,3.8,0.448,0.8
122,Wayne Ellington,SG,25,MEM,40,4,16.9,2.0,5.0,0.407,1.0,2.4,0.423,1.0,2.6,0.392,0.51,0.4,0.4,0.938,0.1,1.2,1.3,1.1,0.4,0.0,0.6,1.0,5.5,51.0,189,3,2011-12,6.1,1.9,0.6,0.5,0.2,19.1,51.0,5.9,2.4,0.5,0.7,2.1,1.7,0.324,3.8,0.448,0.8
122,Wayne Ellington,SG,25,CLE,38,17,25.9,3.8,8.7,0.439,1.4,3.8,0.371,2.4,4.9,0.492,0.52,1.4,1.6,0.898,0.5,2.5,3.0,1.6,0.8,0.1,0.9,1.1,10.4,51.0,189,3,2011-12,6.1,1.9,0.6,0.5,0.2,19.1,51.0,5.9,2.4,0.5,0.7,2.1,1.7,0.324,3.8,0.448,0.8
123,Monta Ellis,SG,27,MIL,82,82,37.5,7.3,17.5,0.416,1.1,4.0,0.287,6.1,13.5,0.454,0.448,3.5,4.6,0.773,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2,58.0,434,6,2011-12,20.4,3.4,6.0,1.5,0.3,36.6,58.0,17.9,7.8,3.1,1.1,3.5,6.7,0.308,14.5,0.462,0.796
124,Kim English,SG,24,DET,41,0,9.9,1.0,2.7,0.375,0.3,1.2,0.28,0.7,1.5,0.452,0.438,0.5,0.7,0.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Jeremy Evans,PF,25,UTA,37,0,5.8,0.7,1.2,0.614,0.0,0.0,0.0,0.7,1.2,0.628,0.614,0.6,0.9,0.636,0.7,0.9,1.6,0.3,0.2,0.4,0.2,0.8,2.0,29.0,78,1,2010-11,3.6,2.0,0.5,0.3,0.3,9.4,49.0,2.3,1.6,0.4,0.0,0.0,1.6,0.0,2.3,0.667,0.703
126,Reggie Evans,PF,32,BRK,80,56,24.6,1.6,3.3,0.479,0.0,0.0,,1.6,3.3,0.479,0.479,1.4,2.8,0.509,3.3,7.9,11.1,0.5,0.9,0.2,1.4,2.5,4.5,56.0,628,8,2011-12,1.9,4.8,0.3,0.6,0.1,13.8,56.0,1.3,0.6,0.8,0.0,0.0,0.6,,1.3,0.472,0.507
127,Tyreke Evans,SG,23,SAC,65,61,31.0,5.6,11.8,0.478,0.7,2.0,0.338,4.9,9.7,0.508,0.508,3.2,4.2,0.775,0.9,3.6,4.4,3.5,1.4,0.4,2.0,2.0,15.2,63.0,192,3,2011-12,16.5,4.6,4.5,1.3,0.5,34.3,63.0,14.3,6.5,2.7,0.3,1.6,6.2,0.202,12.7,0.484,0.779
128,Festus Ezeli,C,23,GSW,78,41,14.4,0.9,2.2,0.438,0.0,0.0,,0.9,2.2,0.438,0.438,0.6,1.0,0.531,1.8,2.2,4.0,0.3,0.3,0.9,0.8,2.0,2.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Kenneth Faried,PF,23,DEN,80,80,28.1,4.8,8.6,0.552,0.0,0.0,,4.8,8.6,0.552,0.552,2.0,3.3,0.613,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9,11.5,46.0,46,1,2011-12,10.2,7.7,0.8,0.7,1.0,22.5,46.0,6.7,3.9,1.2,0.0,0.0,3.9,,6.7,0.586,0.665
130,Derrick Favors,PF,21,UTA,77,8,23.2,3.6,7.4,0.482,0.0,0.1,0.0,3.6,7.3,0.487,0.482,2.3,3.4,0.688,2.4,4.7,7.1,1.0,0.9,1.7,1.7,3.2,9.4,65.0,143,2,2011-12,8.8,6.5,0.7,0.6,1.0,21.2,65.0,6.8,3.4,1.6,0.0,0.0,3.4,,6.8,0.499,0.649
131,Raymond Felton,PG,28,NYK,68,68,34.0,5.5,13.0,0.427,1.4,3.8,0.36,4.2,9.2,0.455,0.48,1.5,1.9,0.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9,60.0,534,7,2011-12,11.4,2.5,6.5,1.3,0.2,31.8,60.0,10.7,4.4,2.8,1.0,3.4,3.3,0.305,7.3,0.453,0.806
132,Landry Fields,SF,24,TOR,51,22,20.3,2.0,4.4,0.457,0.0,0.3,0.143,2.0,4.1,0.478,0.462,0.7,1.0,0.642,1.2,2.9,4.1,1.2,0.6,0.2,0.8,1.2,4.7,66.0,148,2,2011-12,8.8,4.2,2.6,1.2,0.3,28.7,66.0,7.8,3.6,1.5,0.5,1.8,3.1,0.256,5.9,0.523,0.562
133,Derek Fisher,SG-PG,38,TOT,33,9,17.4,1.7,4.9,0.342,0.9,2.4,0.375,0.8,2.5,0.309,0.435,1.1,1.2,0.921,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,63.0,863,11,2011-12,5.6,1.9,2.7,0.8,0.1,23.9,63.0,5.5,2.0,1.2,0.6,1.7,1.5,0.321,3.8,0.393,0.851
133,Derek Fisher,PG,38,DAL,9,9,25.4,2.6,7.2,0.354,1.1,2.6,0.435,1.4,4.7,0.31,0.431,2.3,2.6,0.913,0.0,1.7,1.7,3.4,0.6,0.2,2.0,2.7,8.6,63.0,863,11,2011-12,5.6,1.9,2.7,0.8,0.1,23.9,63.0,5.5,2.0,1.2,0.6,1.7,1.5,0.321,3.8,0.393,0.851
133,Derek Fisher,SG,38,OKC,24,0,14.4,1.3,4.0,0.333,0.8,2.4,0.351,0.5,1.6,0.308,0.438,0.6,0.6,0.933,0.1,0.8,0.9,0.7,0.6,0.0,0.5,1.3,4.1,63.0,863,11,2011-12,5.6,1.9,2.7,0.8,0.1,23.9,63.0,5.5,2.0,1.2,0.6,1.7,1.5,0.321,3.8,0.393,0.851
134,Evan Fournier,SG,20,DEN,38,4,11.3,2.0,4.0,0.493,0.6,1.4,0.407,1.4,2.6,0.541,0.566,0.8,1.0,0.769,0.2,0.8,0.9,1.2,0.5,0.0,0.8,1.7,5.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Randy Foye,SG,29,UTA,82,72,27.4,3.6,9.0,0.397,2.2,5.3,0.41,1.4,3.7,0.378,0.518,1.4,1.8,0.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8,65.0,389,6,2011-12,11.0,2.1,2.2,0.7,0.4,25.9,65.0,9.9,3.9,1.1,2.0,5.1,2.0,0.386,4.8,0.41,0.859
136,Jimmer Fredette,SG,23,SAC,69,0,14.0,2.5,5.9,0.421,0.9,2.3,0.417,1.6,3.7,0.423,0.5,1.2,1.4,0.859,0.3,0.8,1.0,1.3,0.4,0.0,1.0,0.9,7.2,61.0,61,1,2011-12,7.6,1.2,1.8,0.5,0.0,18.6,61.0,7.3,2.8,1.1,1.3,3.5,1.5,0.361,3.8,0.409,0.833
137,Enes Freedom,C,20,UTA,70,2,15.4,2.9,5.4,0.544,0.0,0.0,1.0,2.9,5.4,0.542,0.545,1.3,1.7,0.795,1.9,2.4,4.3,0.4,0.4,0.5,1.4,1.7,7.2,66.0,66,1,2011-12,4.6,4.2,0.1,0.3,0.3,13.2,66.0,3.6,1.8,0.8,0.0,0.0,1.8,0.0,3.6,0.498,0.667
138,Joel Freeland,PF,25,POR,51,1,9.4,1.1,2.8,0.408,0.0,0.0,,1.1,2.8,0.408,0.408,0.4,0.5,0.667,0.8,1.5,2.3,0.3,0.3,0.2,0.4,1.3,2.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Danilo Gallinari,SF,24,DEN,71,71,32.5,5.1,12.3,0.418,1.9,5.1,0.373,3.2,7.2,0.45,0.495,4.0,4.9,0.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2,43.0,214,3,2011-12,14.6,4.7,2.7,1.0,0.5,31.4,43.0,10.8,4.5,1.6,1.4,4.3,3.1,0.328,6.6,0.47,0.871
140,Francisco García,SG-SF,31,TOT,58,20,17.7,2.0,5.2,0.393,1.2,3.1,0.374,0.9,2.1,0.421,0.505,0.3,0.4,0.857,0.1,1.4,1.6,1.1,0.8,0.7,0.6,1.5,5.5,49.0,422,6,2011-12,4.8,2.0,0.6,0.7,0.8,16.3,49.0,4.7,1.8,0.4,0.8,2.7,1.0,0.29,2.0,0.49,0.8
140,Francisco García,SG,31,SAC,40,15,17.8,1.9,5.1,0.376,1.0,2.7,0.367,0.9,2.4,0.385,0.473,0.3,0.4,0.857,0.2,1.5,1.7,1.1,0.8,0.8,0.5,1.7,5.2,49.0,422,6,2011-12,4.8,2.0,0.6,0.7,0.8,16.3,49.0,4.7,1.8,0.4,0.8,2.7,1.0,0.29,2.0,0.49,0.8
140,Francisco García,SF,31,HOU,18,5,17.7,2.3,5.3,0.432,1.5,3.9,0.386,0.8,1.4,0.56,0.574,0.3,0.4,0.857,0.1,1.2,1.3,1.1,0.8,0.4,0.7,1.2,6.4,49.0,422,6,2011-12,4.8,2.0,0.6,0.7,0.8,16.3,49.0,4.7,1.8,0.4,0.8,2.7,1.0,0.29,2.0,0.49,0.8
141,Kevin Garnett,C,36,BOS,68,68,29.7,6.2,12.5,0.496,0.0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3.0,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,60.0,807,11,2011-12,15.8,8.2,2.9,0.9,1.0,31.1,60.0,13.0,6.5,1.8,0.1,0.2,6.5,0.333,12.8,0.505,0.857
142,Diante Garrett,PG,24,PHO,19,0,7.8,0.8,2.6,0.327,0.2,0.8,0.2,0.7,1.8,0.382,0.357,0.3,0.5,0.5,0.3,0.5,0.8,1.6,0.5,0.0,0.8,0.3,2.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Marc Gasol,C,28,MEM,80,80,35.0,5.4,10.9,0.494,0.0,0.2,0.071,5.4,10.7,0.501,0.494,3.4,4.0,0.848,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,65.0,297,4,2011-12,14.6,8.9,3.1,1.0,1.9,36.5,65.0,11.4,5.5,1.9,0.0,0.2,5.5,0.083,11.2,0.489,0.748
144,Pau Gasol,PF,32,LAL,49,42,33.8,5.5,11.8,0.466,0.2,0.6,0.286,5.3,11.2,0.475,0.473,2.6,3.6,0.702,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9,13.7,65.0,796,11,2011-12,17.4,10.4,3.6,0.6,1.4,37.4,65.0,14.1,7.1,2.2,0.1,0.4,7.0,0.259,13.7,0.508,0.782
145,Rudy Gay,SF,26,TOT,75,74,35.8,6.9,16.7,0.416,1.1,3.5,0.323,5.8,13.2,0.44,0.449,3.2,3.9,0.814,1.3,4.8,6.1,2.7,1.5,0.7,2.6,2.4,18.2,65.0,437,6,2011-12,19.0,6.4,2.3,1.5,0.8,37.3,65.0,16.4,7.5,2.5,0.8,2.7,6.6,0.312,13.8,0.482,0.791
145,Rudy Gay,SF,26,MEM,42,42,36.7,6.7,16.4,0.408,1.0,3.1,0.31,5.7,13.3,0.431,0.438,2.9,3.7,0.776,1.3,4.6,5.9,2.6,1.3,0.7,2.5,2.1,17.2,65.0,437,6,2011-12,19.0,6.4,2.3,1.5,0.8,37.3,65.0,16.4,7.5,2.5,0.8,2.7,6.6,0.312,13.8,0.482,0.791
145,Rudy Gay,SF,26,TOR,33,32,34.7,7.3,17.1,0.425,1.3,4.0,0.336,5.9,13.2,0.452,0.464,3.6,4.2,0.856,1.3,5.1,6.4,2.8,1.7,0.7,2.8,2.9,19.5,65.0,437,6,2011-12,19.0,6.4,2.3,1.5,0.8,37.3,65.0,16.4,7.5,2.5,0.8,2.7,6.6,0.312,13.8,0.482,0.791
146,Alonzo Gee,SF,25,CLE,82,82,31.0,3.7,9.1,0.41,0.8,2.7,0.315,2.9,6.4,0.45,0.456,2.0,2.5,0.795,0.9,3.0,3.9,1.6,1.3,0.4,1.6,2.4,10.3,63.0,130,2,2011-12,10.6,5.1,1.8,1.3,0.3,29.0,63.0,8.7,3.6,1.8,0.7,2.2,2.9,0.321,6.6,0.442,0.788
147,Mickaël Gelabale,SF,29,MIN,36,13,17.9,2.0,3.9,0.518,0.4,1.4,0.308,1.6,2.4,0.644,0.576,0.6,0.7,0.875,0.9,1.9,2.8,0.7,0.4,0.1,0.4,1.3,5.0,0.0,109,2,2007-08,4.3,1.5,0.8,0.3,0.2,11.9,39.0,4.0,1.8,0.7,0.4,0.9,1.4,0.432,3.1,0.442,0.778
148,Paul George,SF,22,IND,79,79,37.6,6.2,14.9,0.419,2.2,5.9,0.362,4.1,8.9,0.457,0.491,2.8,3.5,0.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,66.0,127,2,2011-12,12.1,5.6,2.4,1.6,0.6,29.7,66.0,9.7,4.3,1.8,1.4,3.5,2.9,0.385,6.1,0.472,0.802
149,Daniel Gibson,PG,26,CLE,46,3,20.0,1.8,5.4,0.34,1.2,3.5,0.344,0.6,1.8,0.333,0.453,0.6,0.8,0.703,0.1,1.2,1.3,1.8,0.7,0.1,0.7,1.9,5.4,35.0,351,5,2011-12,7.5,2.9,2.2,0.7,0.5,26.2,35.0,7.1,2.5,1.3,1.6,4.0,0.9,0.396,3.1,0.294,0.791
150,Taj Gibson,PF,27,CHI,65,5,22.4,3.3,6.8,0.485,0.0,0.1,0.0,3.3,6.7,0.49,0.485,1.4,2.0,0.679,1.9,3.4,5.3,0.9,0.4,1.4,1.2,2.6,8.0,63.0,225,3,2011-12,7.7,5.3,0.7,0.4,1.3,20.4,63.0,6.4,3.2,1.0,0.0,0.0,3.2,,6.4,0.495,0.622
151,Manu Ginóbili,SG,35,SAS,60,0,23.2,3.8,9.0,0.425,1.4,3.9,0.353,2.4,5.1,0.48,0.502,2.7,3.4,0.796,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,34.0,667,9,2010-11,17.4,3.7,4.9,1.5,0.4,30.3,80.0,12.7,5.5,2.2,1.9,5.5,3.6,0.349,7.2,0.497,0.871
152,Drew Gooden,C,31,MIL,16,0,9.4,1.3,3.8,0.328,0.1,0.3,0.2,1.2,3.5,0.339,0.336,0.7,1.0,0.688,0.8,1.1,1.9,0.4,0.3,0.4,0.6,1.3,3.3,56.0,671,9,2011-12,13.7,6.5,2.6,0.8,0.6,26.2,56.0,11.7,5.1,1.9,0.3,1.0,4.8,0.291,10.8,0.45,0.846
153,Ben Gordon,SG,29,CHA,75,0,20.8,4.1,10.1,0.408,1.5,3.9,0.387,2.6,6.2,0.421,0.482,1.4,1.7,0.843,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,52.0,594,8,2011-12,12.5,2.3,2.4,0.7,0.2,26.9,52.0,10.2,4.5,2.2,1.2,2.8,3.3,0.429,7.4,0.446,0.86
154,Eric Gordon,SG,24,NOH,42,40,30.1,5.6,13.9,0.402,1.3,4.1,0.324,4.3,9.8,0.436,0.45,4.5,5.3,0.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17.0,9.0,205,3,2010-11,22.3,2.9,4.4,1.3,0.3,37.7,56.0,16.9,7.6,2.7,1.9,5.2,5.7,0.364,11.8,0.488,0.825
155,Marcin Gortat,C,28,PHO,61,61,30.8,4.8,9.3,0.521,0.0,0.0,0.0,4.8,9.2,0.524,0.521,1.5,2.3,0.652,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,66.0,296,4,2011-12,15.4,10.0,0.9,0.7,1.5,32.0,66.0,11.7,6.5,1.4,0.0,0.0,6.5,0.0,11.6,0.557,0.649
156,Andrew Goudelock,SG,24,LAL,1,0,6.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40,1,2011-12,4.4,0.8,0.5,0.1,0.0,10.5,40.0,4.4,1.7,0.5,0.7,1.9,1.0,0.373,2.5,0.404,0.917
157,Danny Granger,SF,29,IND,5,0,14.8,2.0,7.0,0.286,0.4,2.0,0.2,1.6,5.0,0.32,0.314,1.0,1.6,0.625,0.6,1.2,1.8,0.6,0.4,0.2,0.8,1.2,5.4,62.0,510,7,2011-12,18.7,5.0,1.8,1.0,0.6,33.3,62.0,15.2,6.3,1.8,2.0,5.2,4.3,0.381,10.0,0.434,0.873
158,Aaron Gray,C,28,TOR,42,16,12.2,1.1,2.1,0.533,0.0,0.0,,1.1,2.1,0.533,0.533,0.5,1.0,0.523,1.1,2.0,3.2,0.8,0.2,0.1,0.9,2.0,2.8,49.0,239,4,2011-12,3.9,5.7,0.6,0.4,0.3,16.6,49.0,3.3,1.7,1.0,0.0,0.0,1.7,,3.3,0.516,0.532
159,Danny Green,SG,25,SAS,80,80,27.5,3.7,8.3,0.448,2.2,5.2,0.429,1.5,3.1,0.48,0.581,0.8,1.0,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,66.0,94,1,2011-12,9.1,3.5,1.3,0.9,0.7,23.1,66.0,7.2,3.2,1.0,1.5,3.5,1.7,0.436,3.7,0.449,0.79
160,Draymond Green,SF,22,GSW,79,1,13.4,1.1,3.3,0.327,0.2,0.8,0.209,0.9,2.4,0.368,0.354,0.6,0.7,0.818,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2.0,2.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Gerald Green,SF,27,IND,60,7,18.0,2.6,7.1,0.366,1.0,3.1,0.314,1.6,3.9,0.407,0.435,0.9,1.1,0.8,0.5,1.8,2.4,0.8,0.3,0.4,0.9,1.1,7.0,31.0,212,2,2008-09,5.2,1.4,0.4,0.3,0.1,9.9,38.0,4.7,2.1,0.9,0.4,1.2,1.7,0.304,3.5,0.485,0.844
162,Jeff Green,PF,26,BOS,81,17,27.8,4.6,10.0,0.467,0.9,2.2,0.385,3.8,7.7,0.49,0.51,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,0.0,315,4,2010-11,13.3,4.8,1.4,0.7,0.5,32.4,75.0,10.9,4.9,1.3,0.9,2.8,4.1,0.303,8.1,0.499,0.811
163,Willie Green,SG,31,LAC,72,60,16.5,2.5,5.4,0.461,1.0,2.3,0.428,1.5,3.1,0.486,0.553,0.3,0.4,0.719,0.2,1.1,1.3,0.8,0.4,0.2,0.4,1.3,6.3,53.0,552,8,2011-12,7.6,1.5,0.8,0.4,0.1,17.4,53.0,6.1,2.9,0.6,0.9,2.1,1.9,0.442,4.0,0.486,0.857
164,Blake Griffin,PF,23,LAC,80,80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,66.0,148,2,2011-12,20.7,10.9,3.2,0.8,0.7,36.2,66.0,15.5,8.5,2.3,0.0,0.2,8.5,0.125,15.2,0.556,0.521
165,Hamed Haddadi,C,27,TOT,30,0,10.7,1.2,2.7,0.427,0.0,0.0,,1.2,2.7,0.427,0.427,0.5,0.9,0.519,1.4,2.3,3.7,0.4,0.2,0.9,1.0,2.0,2.8,35.0,121,1,2011-12,2.0,2.0,0.2,0.0,0.7,5.9,35.0,1.4,0.7,0.6,0.0,0.0,0.7,0.0,1.3,0.553,0.692
165,Hamed Haddadi,C,27,MEM,13,0,6.7,0.5,1.6,0.333,0.0,0.0,,0.5,1.6,0.333,0.333,0.1,0.2,0.5,0.8,1.1,1.8,0.3,0.1,0.5,0.3,1.2,1.2,35.0,121,1,2011-12,2.0,2.0,0.2,0.0,0.7,5.9,35.0,1.4,0.7,0.6,0.0,0.0,0.7,0.0,1.3,0.553,0.692
165,Hamed Haddadi,C,27,PHO,17,0,13.8,1.6,3.6,0.459,0.0,0.0,,1.6,3.6,0.459,0.459,0.8,1.5,0.52,1.9,3.2,5.1,0.5,0.3,1.2,1.6,2.6,4.1,35.0,121,1,2011-12,2.0,2.0,0.2,0.0,0.7,5.9,35.0,1.4,0.7,0.6,0.0,0.0,0.7,0.0,1.3,0.553,0.692
166,Jordan Hamilton,SF,22,DEN,40,1,9.9,2.1,5.0,0.418,0.7,1.8,0.37,1.4,3.2,0.445,0.485,0.3,0.7,0.5,0.8,1.6,2.4,0.6,0.4,0.2,0.5,0.6,5.2,26.0,26,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Richard Hamilton,SG,34,CHI,50,45,21.8,4.1,9.5,0.429,0.3,1.0,0.308,3.8,8.5,0.444,0.446,1.3,1.5,0.857,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,28.0,722,10,2010-11,14.1,2.3,3.1,0.7,0.1,27.2,55.0,12.2,5.2,1.6,1.0,2.6,4.2,0.382,9.6,0.442,0.849
168,Ben Hansbrough,PG,25,IND,28,0,7.1,0.5,1.6,0.333,0.2,0.8,0.261,0.3,0.8,0.409,0.4,0.8,1.0,0.778,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,2.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Tyler Hansbrough,PF,27,IND,81,8,16.9,2.2,5.0,0.432,0.0,0.0,0.0,2.2,5.0,0.436,0.432,2.7,3.7,0.72,2.0,2.6,4.6,0.4,0.4,0.2,1.0,1.9,7.0,66.0,165,2,2011-12,9.3,4.4,0.5,0.8,0.1,21.8,66.0,7.3,2.9,1.0,0.0,0.0,2.9,0.0,7.2,0.406,0.813
170,James Harden,SG,23,HOU,78,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,62.0,220,3,2011-12,16.8,4.1,3.7,1.0,0.2,31.4,62.0,10.1,5.0,2.2,1.8,4.7,3.1,0.39,5.4,0.579,0.846
