Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played
195,J.J. Hickson,C,27,TOT,35,9,12.5,2.3,4.4,0.516,0.0,0.0,0.0,2.3,4.4,0.519,0.516,1.3,2.9,0.447,1.1,2.7,3.8,0.7,0.4,0.4,0.7,1.3,5.9,73.0,499,7
195,J.J. Hickson,C,27,DEN,20,9,15.3,2.8,5.5,0.505,0.0,0.0,,2.8,5.5,0.505,0.505,1.4,3.0,0.458,1.1,3.3,4.4,0.8,0.5,0.6,0.8,1.8,6.9,73.0,499,7
195,J.J. Hickson,C,27,WAS,15,0,8.7,1.7,3.1,0.543,0.0,0.1,0.0,1.7,3.0,0.556,0.543,1.3,2.9,0.432,1.1,1.9,3.0,0.5,0.3,0.1,0.6,0.8,4.6,73.0,499,7
196,Nenê,PF,33,WAS,57,11,19.2,3.7,6.7,0.544,0.0,0.1,0.0,3.7,6.7,0.549,0.544,1.9,3.2,0.578,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2,67.0,747,11
197,George Hill,PG,29,IND,74,73,34.1,4.4,10.0,0.441,1.7,4.2,0.408,2.7,5.7,0.466,0.528,1.5,2.0,0.76,0.8,3.2,4.0,3.5,1.1,0.2,1.4,2.0,12.1,43.0,476,7
198,Jordan Hill,C,28,IND,73,11,20.7,3.8,7.5,0.506,0.0,0.0,0.0,3.8,7.5,0.507,0.506,1.2,1.7,0.712,2.1,4.0,6.2,1.2,0.5,0.5,1.3,2.1,8.8,70.0,329,5
199,Solomon Hill,SF,24,IND,59,3,14.7,1.6,3.5,0.447,0.4,1.3,0.324,1.2,2.3,0.515,0.505,0.6,0.7,0.857,0.7,2.2,2.8,1.0,0.6,0.2,0.6,1.2,4.2,82.0,110,1
200,Darrun Hilliard,SG,22,DET,38,2,10.1,1.4,3.4,0.397,0.5,1.3,0.38,0.9,2.1,0.407,0.469,0.8,1.1,0.725,0.1,1.1,1.2,0.7,0.2,0.0,0.5,0.7,4.0,0.0,0,0
201,Kirk Hinrich,PG,35,TOT,46,7,13.7,1.1,2.8,0.38,0.5,1.3,0.387,0.5,1.5,0.373,0.473,0.3,0.3,0.938,0.2,1.3,1.5,1.6,0.3,0.0,0.7,1.4,3.0,66.0,833,12
201,Kirk Hinrich,PG,35,CHI,35,7,15.9,1.3,3.4,0.398,0.7,1.6,0.411,0.7,1.8,0.387,0.496,0.4,0.5,0.938,0.2,1.5,1.7,1.7,0.4,0.0,0.8,1.8,3.8,66.0,833,12
201,Kirk Hinrich,PG,35,ATL,11,0,6.9,0.2,1.0,0.182,0.1,0.5,0.167,0.1,0.5,0.2,0.227,0.0,0.0,,0.1,1.0,1.1,1.3,0.2,0.1,0.3,0.1,0.5,66.0,833,12
202,Jrue Holiday,PG,25,NOP,65,23,28.2,6.3,14.4,0.439,1.3,4.0,0.336,5.0,10.4,0.478,0.485,2.8,3.3,0.843,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,40.0,372,5
203,Justin Holiday,SG,26,TOT,53,5,14.6,1.7,4.3,0.386,0.7,2.0,0.343,1.0,2.3,0.423,0.465,0.5,0.7,0.73,0.2,1.5,1.7,1.1,0.6,0.4,0.7,1.2,4.5,59.0,68,1
203,Justin Holiday,SG,26,ATL,26,1,10.1,0.9,2.8,0.329,0.4,1.7,0.222,0.5,1.1,0.5,0.397,0.2,0.4,0.5,0.2,0.9,1.0,0.4,0.5,0.2,0.5,0.8,2.4,59.0,68,1
203,Justin Holiday,SG,26,CHI,27,4,18.9,2.4,5.7,0.413,1.0,2.2,0.433,1.4,3.5,0.4,0.497,0.8,1.0,0.815,0.3,2.0,2.3,1.7,0.7,0.6,1.0,1.5,6.5,59.0,68,1
204,Ryan Hollins,C,31,TOT,37,12,12.4,1.3,2.1,0.62,0.0,0.0,,1.3,2.1,0.62,0.62,0.7,1.1,0.619,1.3,1.4,2.6,0.3,0.2,0.6,0.6,1.7,3.4,46.0,481,8
204,Ryan Hollins,C,31,WAS,5,3,9.6,0.8,1.4,0.571,0.0,0.0,,0.8,1.4,0.571,0.571,0.0,0.0,,1.4,0.8,2.2,0.0,0.0,0.2,0.6,0.8,1.6,46.0,481,8
204,Ryan Hollins,C,31,MEM,32,9,12.9,1.4,2.3,0.625,0.0,0.0,,1.4,2.3,0.625,0.625,0.8,1.3,0.619,1.3,1.5,2.7,0.3,0.2,0.6,0.7,1.8,3.6,46.0,481,8
205,Rondae Hollis-Jefferson,SF,21,BRK,29,17,21.2,2.2,4.8,0.457,0.1,0.5,0.286,2.0,4.3,0.476,0.471,1.3,1.8,0.712,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,5.8,0.0,0,0
206,Richaun Holmes,PF,22,PHI,51,1,13.8,2.2,4.4,0.514,0.2,0.9,0.182,2.1,3.5,0.596,0.532,1.0,1.5,0.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,0.0,0,0
207,Rodney Hood,SG,23,UTA,79,79,32.2,5.2,12.3,0.42,2.0,5.7,0.359,3.1,6.6,0.472,0.503,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5,50.0,50,1
208,Al Horford,C,29,ATL,82,82,32.1,6.5,12.8,0.505,1.1,3.1,0.344,5.4,9.7,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,15.2,76.0,496,6
209,Dwight Howard,C,30,HOU,71,71,32.1,5.2,8.5,0.62,0.0,0.1,0.0,5.2,8.4,0.626,0.62,3.3,6.7,0.489,3.4,8.4,11.8,1.4,1.0,1.6,2.3,3.1,13.7,41.0,809,11
210,Marcelo Huertas,PG,32,LAL,53,0,16.4,1.8,4.3,0.422,0.3,1.2,0.262,1.5,3.2,0.479,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,0.0,0,0
211,Josh Huestis,PF,24,OKC,5,0,11.0,1.0,2.4,0.417,0.8,1.2,0.667,0.2,1.2,0.167,0.583,0.0,0.8,0.0,0.4,1.6,2.0,0.0,0.2,0.4,0.6,0.6,2.8,0.0,0,0
212,Kris Humphries,PF,30,TOT,53,17,15.8,2.3,5.6,0.41,0.6,2.0,0.315,1.6,3.5,0.465,0.468,1.3,1.6,0.798,1.1,3.0,4.1,0.7,0.3,0.4,0.7,1.8,6.5,64.0,691,10
212,Kris Humphries,PF,30,WAS,28,14,16.6,2.3,5.6,0.405,0.8,2.4,0.343,1.5,3.3,0.451,0.478,1.0,1.1,0.935,0.9,3.2,4.1,0.6,0.1,0.5,0.7,1.5,6.4,64.0,691,10
212,Kris Humphries,PF,30,PHO,4,3,18.5,2.5,9.0,0.278,0.8,2.5,0.3,1.8,6.5,0.269,0.319,1.5,2.0,0.75,2.8,5.3,8.0,1.8,0.8,0.5,1.0,2.0,7.3,64.0,691,10
212,Kris Humphries,PF,30,ATL,21,0,14.0,2.2,4.8,0.465,0.4,1.5,0.258,1.9,3.3,0.557,0.505,1.5,2.1,0.711,1.0,2.4,3.4,0.6,0.5,0.3,0.7,2.1,6.4,64.0,691,10
213,R.J. Hunter,SG,22,BOS,36,0,8.8,1.0,2.7,0.367,0.5,1.8,0.302,0.5,1.0,0.486,0.464,0.2,0.2,0.857,0.1,1.0,1.0,0.4,0.4,0.1,0.3,0.8,2.7,0.0,0,0
214,Serge Ibaka,PF,26,OKC,78,78,32.1,5.3,11.1,0.479,0.8,2.4,0.326,4.6,8.8,0.52,0.513,1.2,1.6,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,12.6,64.0,446,6
215,Andre Iguodala,SF,32,GSW,65,1,26.6,2.7,5.7,0.478,0.8,2.4,0.351,1.9,3.3,0.57,0.552,0.8,1.3,0.614,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0,77.0,835,11
216,Ersan İlyasova,PF,28,TOT,74,56,25.4,3.8,8.9,0.424,1.3,3.5,0.371,2.5,5.4,0.458,0.496,1.5,2.1,0.721,1.9,3.5,5.4,0.9,0.7,0.4,1.0,2.3,10.4,58.0,453,7
216,Ersan İlyasova,PF,28,DET,52,52,27.6,4.2,9.8,0.425,1.5,4.1,0.363,2.7,5.6,0.471,0.502,1.5,2.1,0.725,1.9,3.5,5.4,1.1,0.7,0.5,1.1,2.3,11.3,58.0,453,7
216,Ersan İlyasova,PF,28,ORL,22,4,20.3,2.9,7.0,0.418,0.8,2.0,0.409,2.1,5.0,0.422,0.477,1.5,2.0,0.711,2.0,3.5,5.5,0.5,0.6,0.3,0.5,2.3,8.1,58.0,453,7
217,Joe Ingles,SF,28,UTA,81,2,15.3,1.5,3.6,0.426,1.0,2.6,0.386,0.5,1.0,0.531,0.565,0.2,0.2,0.722,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2,79.0,79,1
218,Damien Inglis,SF,20,MIL,20,1,7.8,0.7,1.9,0.351,0.2,0.7,0.231,0.5,1.2,0.417,0.392,0.4,0.4,0.875,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8,0.0,0,0
219,Kyrie Irving,PG,23,CLE,53,53,31.5,7.4,16.6,0.448,1.6,4.9,0.321,5.8,11.6,0.502,0.496,3.2,3.6,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,19.6,75.0,256,4
220,Jarrett Jack,PG,32,BRK,32,32,32.1,4.4,11.2,0.391,1.0,3.2,0.304,3.4,8.0,0.426,0.434,3.1,3.5,0.893,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,12.8,80.0,771,10
221,Reggie Jackson,PG,25,DET,79,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,5.3,11.5,0.464,0.482,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8,77.0,272,4
222,LeBron James,SF,31,CLE,76,76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,69.0,911,12
223,Al Jefferson,C,31,CHO,47,18,23.3,5.2,10.7,0.485,0.0,0.0,,5.2,10.7,0.485,0.485,1.5,2.4,0.649,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,12.0,65.0,766,11
224,Cory Jefferson,PF,25,PHO,8,0,6.3,1.1,2.8,0.409,0.0,0.1,0.0,1.1,2.6,0.429,0.409,0.5,0.8,0.667,0.8,1.3,2.0,0.0,0.0,0.1,0.0,1.0,2.8,50.0,50,1
225,Richard Jefferson,SF,35,CLE,74,5,17.9,1.9,4.2,0.458,0.9,2.3,0.382,1.0,1.9,0.554,0.564,0.8,1.2,0.667,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5,74.0,1008,13
226,John Jenkins,SG,24,TOT,43,3,11.2,1.7,3.7,0.444,0.4,1.2,0.314,1.3,2.5,0.505,0.494,0.5,0.6,0.833,0.2,1.1,1.3,0.8,0.2,0.0,0.6,0.5,4.1,24.0,98,1
226,John Jenkins,SG,24,DAL,21,1,9.2,1.4,3.3,0.414,0.1,0.9,0.158,1.2,2.4,0.51,0.436,0.4,0.4,0.889,0.2,0.9,1.0,0.4,0.1,0.0,0.5,0.5,3.3,24.0,98,1
226,John Jenkins,SG,24,PHO,22,2,13.0,1.9,4.1,0.467,0.6,1.5,0.406,1.3,2.6,0.5,0.539,0.5,0.7,0.8,0.2,1.4,1.6,1.2,0.2,0.0,0.7,0.5,5.0,24.0,98,1
227,Brandon Jennings,PG,26,TOT,48,7,18.1,2.3,6.3,0.368,1.1,3.2,0.329,1.3,3.1,0.409,0.452,1.2,1.6,0.731,0.3,1.7,2.0,3.5,0.6,0.1,1.2,1.2,6.9,41.0,412,6
227,Brandon Jennings,PG,26,DET,23,1,18.1,2.3,6.2,0.371,1.0,3.3,0.312,1.3,2.9,0.439,0.455,1.2,1.7,0.711,0.2,1.8,2.0,3.0,0.5,0.1,1.0,1.0,6.8,41.0,412,6
227,Brandon Jennings,PG,26,ORL,25,6,18.1,2.4,6.4,0.366,1.1,3.1,0.346,1.3,3.3,0.386,0.45,1.2,1.6,0.75,0.4,1.6,2.0,4.0,0.7,0.2,1.4,1.3,7.0,41.0,412,6
228,Jonas Jerebko,PF,28,BOS,78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1.0,2.3,0.421,0.488,0.8,1.0,0.782,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,75.0,332,5
229,Amir Johnson,PF,28,BOS,79,76,22.8,3.2,5.4,0.585,0.1,0.5,0.233,3.0,4.8,0.624,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3,75.0,586,8
230,Chris Johnson,SF,25,UTA,70,2,12.2,1.0,2.8,0.371,0.4,1.4,0.273,0.6,1.4,0.474,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,29.0,140,1
231,James Johnson,PF,28,TOR,57,32,16.2,2.0,4.2,0.475,0.4,1.2,0.303,1.6,3.1,0.54,0.517,0.7,1.2,0.574,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5.0,70.0,341,6
232,Joe Johnson,SF,34,TOT,81,81,33.4,4.7,10.6,0.439,1.5,3.9,0.383,3.2,6.7,0.471,0.509,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2,80.0,1062,14
232,Joe Johnson,SF,34,BRK,57,57,33.9,4.3,10.7,0.406,1.5,4.0,0.371,2.8,6.6,0.427,0.476,1.6,1.9,0.852,0.6,3.3,3.9,4.1,0.7,0.0,2.0,1.8,11.8,80.0,1062,14
232,Joe Johnson,SF,34,MIA,24,24,32.0,5.4,10.5,0.518,1.5,3.5,0.417,4.0,7.0,0.569,0.588,1.1,1.4,0.765,0.6,2.2,2.8,3.6,0.9,0.1,1.8,1.9,13.4,80.0,1062,14
233,Orlando Johnson,SG,26,TOT,7,1,14.4,1.3,4.9,0.265,0.3,1.4,0.2,1.0,3.4,0.292,0.294,0.9,1.1,0.75,0.6,1.6,2.1,0.3,0.4,0.4,0.6,1.3,3.7,0.0,96,2
233,Orlando Johnson,SG,26,PHO,2,0,23.5,2.5,8.5,0.294,0.5,2.5,0.2,2.0,6.0,0.333,0.324,2.5,3.0,0.833,1.5,3.0,4.5,0.0,1.0,1.5,0.5,2.5,8.0,0.0,96,2
233,Orlando Johnson,SG,26,NOP,5,1,10.8,0.8,3.4,0.235,0.2,1.0,0.2,0.6,2.4,0.25,0.265,0.2,0.4,0.5,0.2,1.0,1.2,0.4,0.2,0.0,0.6,0.8,2.0,0.0,96,2
234,Stanley Johnson,SF,19,DET,73,6,23.1,3.1,8.2,0.375,0.9,2.8,0.307,2.2,5.4,0.41,0.428,1.1,1.4,0.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,0.0,0,0
235,Tyler Johnson,SG,23,MIA,36,5,24.0,3.3,6.8,0.486,0.8,2.0,0.38,2.5,4.8,0.529,0.541,1.4,1.8,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7,32.0,32,0
236,Wesley Johnson,SF,28,LAC,80,9,20.8,2.6,6.4,0.404,1.3,3.9,0.333,1.3,2.6,0.51,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9,76.0,349,5
237,Nikola Jokić,C,20,DEN,80,55,21.7,3.8,7.5,0.512,0.4,1.1,0.333,3.5,6.5,0.541,0.535,1.9,2.4,0.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,0.0,0,0
238,Dahntay Jones,SF,35,CLE,1,0,42.0,6.0,14.0,0.429,1.0,2.0,0.5,5.0,12.0,0.417,0.464,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0,33.0,622,8
239,James Jones,SF,35,CLE,48,0,9.6,1.2,3.0,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,57.0,613,10
240,Terrence Jones,PF,24,HOU,50,11,20.9,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,8.7,33.0,128,1
241,Tyus Jones,PG,19,MIN,37,0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,1.1,2.8,0.388,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,0.0,0,0
242,DeAndre Jordan,C,27,LAC,77,77,33.7,4.6,6.6,0.703,0.0,0.0,0.0,4.6,6.6,0.704,0.703,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,82.0,515,7
243,Cory Joseph,SG,24,TOR,80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,2.8,5.9,0.478,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,79.0,204,2
244,Chris Kaman,C,33,POR,16,2,7.0,1.3,2.7,0.465,0.1,0.3,0.25,1.2,2.4,0.487,0.477,0.2,0.2,1.0,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8,74.0,719,10
245,Frank Kaminsky,C,22,CHO,81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4.0,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,0.0,0,0
246,Sergey Karasev,SF,22,BRK,40,5,10.0,0.8,1.9,0.405,0.3,0.9,0.297,0.5,0.9,0.514,0.48,0.7,0.7,0.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4,33.0,55,0
247,Sasha Kaun,C,30,CLE,25,0,3.8,0.4,0.7,0.529,0.0,0.0,,0.4,0.7,0.529,0.529,0.2,0.4,0.455,0.5,0.6,1.0,0.1,0.2,0.2,0.3,0.4,0.9,0.0,0,0
248,Ryan Kelly,PF,24,LAL,36,0,13.1,1.5,4.1,0.369,0.1,1.0,0.135,1.4,3.1,0.446,0.386,1.0,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2,52.0,111,2
249,Michael Kidd-Gilchrist,SF,22,CHO,7,7,29.3,4.7,8.7,0.541,0.4,1.0,0.429,4.3,7.7,0.556,0.566,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7,55.0,195,3
250,Sean Kilpatrick,SG,26,TOT,31,0,19.9,4.0,8.7,0.456,1.3,3.7,0.342,2.7,5.0,0.538,0.528,1.9,2.2,0.896,0.4,1.4,1.8,0.9,0.4,0.1,1.0,1.2,11.1,4.0,4,0
250,Sean Kilpatrick,SG,26,DEN,8,0,10.3,1.0,2.6,0.381,0.5,2.1,0.235,0.5,0.5,1.0,0.476,0.9,1.0,0.875,0.3,0.5,0.8,0.4,0.3,0.0,0.5,0.9,3.4,4.0,4,0
250,Sean Kilpatrick,SG,26,BRK,23,0,23.2,5.0,10.8,0.462,1.5,4.2,0.361,3.5,6.6,0.526,0.532,2.3,2.6,0.898,0.4,1.7,2.2,1.1,0.4,0.1,1.2,1.3,13.8,4.0,4,0
251,Brandon Knight,SG,24,PHO,52,50,36.0,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3.0,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,63.0,276,4
252,Kyle Korver,SG,34,ATL,80,80,30.0,3.4,7.7,0.435,2.0,5.0,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2,75.0,884,12
253,Kosta Koufos,C,26,SAC,78,14,19.0,3.0,5.7,0.532,0.0,0.0,,3.0,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,81.0,424,7
254,Jeremy Lamb,SG,23,CHO,66,0,18.6,3.5,7.7,0.451,0.8,2.7,0.309,2.6,5.0,0.529,0.506,1.0,1.3,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8,47.0,148,2
255,Carl Landry,PF,32,PHI,36,12,15.8,3.9,6.9,0.556,0.2,0.4,0.462,3.7,6.6,0.561,0.568,1.9,2.5,0.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8,70.0,477,7
256,Shane Larkin,PG,23,BRK,78,17,22.4,2.8,6.4,0.442,0.5,1.4,0.361,2.3,5.1,0.464,0.481,1.1,1.4,0.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3,76.0,124,2
257,Joffrey Lauvergne,C,24,DEN,59,15,17.6,3.3,6.4,0.513,0.2,0.9,0.245,3.1,5.5,0.557,0.53,1.1,1.2,0.899,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9,24.0,24,0
258,Zach LaVine,SG,20,MIN,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,77.0,77,1
259,Ty Lawson,PG,28,TOT,66,13,21.4,2.1,5.4,0.393,0.5,1.6,0.333,1.6,3.7,0.419,0.444,0.9,1.3,0.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7,75.0,416,6
259,Ty Lawson,PG,28,HOU,53,12,22.2,2.1,5.4,0.387,0.6,1.8,0.33,1.5,3.6,0.415,0.441,1.1,1.5,0.7,0.4,1.3,1.7,3.4,0.8,0.1,1.5,1.3,5.8,75.0,416,6
259,Ty Lawson,PG,28,IND,13,1,18.1,2.2,5.2,0.418,0.4,1.1,0.357,1.8,4.1,0.434,0.455,0.2,0.5,0.5,0.5,1.9,2.4,4.4,0.8,0.1,1.0,1.2,4.9,75.0,416,6
260,Courtney Lee,SG,30,TOT,79,65,29.5,3.7,8.1,0.454,1.0,2.7,0.378,2.6,5.3,0.493,0.518,1.3,1.5,0.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6,77.0,521,7
260,Courtney Lee,SG,30,MEM,51,37,29.2,3.8,8.2,0.458,1.0,2.7,0.37,2.8,5.5,0.502,0.519,1.5,1.8,0.826,0.4,1.9,2.3,1.5,1.0,0.3,1.0,1.5,10.0,77.0,521,7
260,Courtney Lee,SG,30,CHO,28,28,30.2,3.5,7.9,0.445,1.1,2.8,0.392,2.4,5.0,0.475,0.516,0.8,0.9,0.885,0.4,2.8,3.1,2.1,1.2,0.4,0.8,2.0,8.9,77.0,521,7
261,David Lee,PF,32,TOT,55,5,16.4,3.2,6.1,0.531,0.0,0.0,0.0,3.2,6.1,0.533,0.531,1.3,1.7,0.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8,49.0,695,10
261,David Lee,PF,32,BOS,30,4,15.7,2.9,6.4,0.453,0.0,0.0,0.0,2.9,6.4,0.455,0.453,1.3,1.7,0.784,1.4,3.0,4.3,1.8,0.4,0.4,1.3,1.7,7.1,49.0,695,10
261,David Lee,PF,32,DAL,25,1,17.3,3.6,5.7,0.636,0.0,0.0,,3.6,5.7,0.636,0.636,1.2,1.7,0.738,2.4,4.6,7.0,1.2,0.4,0.6,1.1,2.5,8.5,49.0,695,10
262,Alex Len,C,22,PHO,78,46,23.3,3.4,8.0,0.423,0.0,0.1,0.143,3.4,7.9,0.426,0.424,2.2,3.1,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9.0,69.0,111,2
263,Kawhi Leonard,SF,24,SAS,72,72,33.1,7.7,15.1,0.506,1.8,4.0,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,64.0,252,4
264,Meyers Leonard,PF,23,POR,61,10,21.9,3.2,7.1,0.448,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4,55.0,164,3
265,Jon Leuer,PF,26,PHO,67,27,18.7,3.3,7.0,0.481,0.6,1.6,0.382,2.7,5.3,0.511,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,63.0,186,3
266,Damian Lillard,PG,25,POR,75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1,82.0,246,3
267,Jeremy Lin,SG,27,CHO,78,13,26.3,3.8,9.3,0.412,1.0,2.9,0.336,2.9,6.4,0.446,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7,74.0,291,3
268,Shaun Livingston,PG,30,GSW,78,3,19.5,2.6,4.9,0.536,0.0,0.2,0.167,2.6,4.7,0.548,0.538,1.0,1.2,0.86,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,78.0,544,8
269,Kevon Looney,PF,19,GSW,5,0,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.6,1.0,0.6,0.643,0.0,0.0,,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,0.0,0,0
270,Brook Lopez,C,27,BRK,73,73,33.7,8.1,15.8,0.511,0.0,0.2,0.143,8.1,15.7,0.515,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,20.6,72.0,414,5
271,Robin Lopez,C,27,NYK,82,82,27.1,4.4,8.1,0.539,0.0,0.0,0.0,4.4,8.1,0.54,0.539,1.6,2.0,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,59.0,465,7
272,Kevin Love,PF,27,CLE,77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7.0,0.467,0.499,3.4,4.1,0.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0,75.0,439,6
273,Kyle Lowry,PG,29,TOR,77,77,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,70.0,576,8
274,Trey Lyles,PF,20,UTA,80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1.0,0.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0.0,0,0
275,Shelvin Mack,PG,25,TOT,52,27,20.3,3.5,8.0,0.439,0.8,2.4,0.312,2.8,5.6,0.493,0.486,0.9,1.2,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6,55.0,223,3
275,Shelvin Mack,PG,25,ATL,24,0,7.5,1.7,4.0,0.421,0.2,1.1,0.148,1.5,2.8,0.529,0.442,0.4,0.5,0.75,0.1,0.8,0.9,1.6,0.3,0.0,0.6,0.3,3.9,55.0,223,3
275,Shelvin Mack,PG,25,UTA,28,27,31.4,5.1,11.4,0.444,1.3,3.5,0.357,3.8,7.9,0.482,0.498,1.3,1.8,0.735,0.4,3.4,3.8,5.3,0.9,0.1,2.9,2.3,12.7,55.0,223,3
