Player,Age,G,MP_PERGAME,FG_PERGAME,FGA_PERGAME,FG%_PERGAME,3P_PERGAME,3PA_PERGAME,3P%_PERGAME,2P_PERGAME,2PA_PERGAME,2P%_PERGAME,FT_PERGAME,FT%_PERGAME,ORB_PERGAME,DRB_PERGAME,TRB_PERGAME,AST_PERGAME,BLK_PERGAME,TOV_PERGAME,PTS_PERGAME,G_prev,Seasons Played,Season,PER_ADVANCED,AST%_ADVANCED,USG%_ADVANCED,OWS_ADVANCED,WS_ADVANCED,WS/48_ADVANCED,BPM_ADVANCED,VORP_ADVANCED,G_diff,GS_diff,MP_diff,FG_diff,FGA_diff,3P_diff,3PA_diff,2P_diff,2PA_diff,FT_diff,FTA_diff,DRB_diff,TRB_diff,AST_diff,BLK_diff,TOV_diff,PTS_diff,PTS_diff_BS,PER_diff,AST%_diff,USG%_diff,OWS_diff,STL%_diff,BLK%_diff,3PAr_diff,ORB%_diff,OBPM_diff,DBPM_diff,DWS_diff,WS_diff,WS/48_diff,BPM_diff,VORP_diff,Seed,Previous Seed,Seed Difference,PCT,MIP Rank,MIP Share
Rudy Gobert,24,81,33.9,5.1,7.7,0.661,0.0,0.0,0.0,5.1,7.7,0.662,3.8,0.653,3.9,8.9,12.8,1.2,2.6,1.8,14.0,61.0,3,2016-17,23.3,5.7,16.7,8.3,14.3,0.25,4.4,4.4,20.0,21.0,2.1999999999999993,1.8999999999999995,1.9000000000000004,0.0,0.0,1.8999999999999995,1.9000000000000004,1.1999999999999997,1.3000000000000007,1.4000000000000004,1.8000000000000007,-0.30000000000000004,0.3999999999999999,-0.09999999999999987,4.9,4.9,5.800000000000001,-1.7000000000000002,2.5,5.700000000000001,-0.29999999999999993,0.5,0.002,1.0,2.2,0.0,2.2,7.9,0.09,2.2,2.4000000000000004,8.0,19.0,11.0,0.6219512195121951,3,0.226
Tim Hardaway Jr.,24,79,27.3,5.3,11.5,0.455,1.9,5.3,0.357,3.4,6.3,0.537,2.1,0.766,0.4,2.4,2.8,2.3,0.2,1.3,14.5,51.0,3,2016-17,15.2,14.3,22.5,2.7,4.8,0.107,0.5,1.4,28.0,29.0,10.400000000000002,3.0999999999999996,6.3,0.9999999999999999,2.5,2.0999999999999996,3.9,1.1,1.6,0.8999999999999999,1.0999999999999999,1.2999999999999998,0.1,0.8,8.1,3.0,3.5,5.4,6.300000000000001,1.8000000000000003,0.10000000000000009,0.0,-0.07900000000000001,0.9,2.1,-0.6000000000000001,1.1,2.9,0.0020000000000000018,1.4,1.2,11.0,7.0,-4.0,0.524390243902439,9,0.028
Gary Harris,22,57,31.3,5.6,11.2,0.502,1.9,4.5,0.42,3.7,6.7,0.558,1.8,0.776,0.8,2.3,3.1,2.9,0.1,1.3,14.9,76.0,2,2016-17,16.5,13.6,18.4,3.9,4.6,0.124,0.7,1.2,-19.0,-20.0,-0.8000000000000007,0.8999999999999995,1.0999999999999996,0.5,0.6000000000000001,0.40000000000000036,0.5,0.40000000000000013,0.5999999999999999,0.09999999999999964,0.20000000000000018,1.0,-0.1,0.0,2.5999999999999996,2.5999999999999996,3.8000000000000007,4.1,1.8999999999999986,1.1,-0.10000000000000009,-0.3,0.01200000000000001,0.6000000000000001,2.1,-0.7,-0.5,0.5999999999999996,0.045,1.6,0.5,18.0,21.0,3.0,0.4878048780487805,16T,0.004
Gordon Hayward,26,73,34.5,7.5,15.8,0.471,2.0,5.1,0.398,5.4,10.7,0.506,5.0,0.844,0.7,4.7,5.4,3.5,0.3,1.9,21.9,80.0,6,2016-17,22.2,18.2,27.6,7.1,10.4,0.199,5.0,4.5,-7.0,-7.0,-1.7000000000000028,1.0,0.8000000000000007,0.19999999999999996,0.0,0.7000000000000002,0.7999999999999989,0.09999999999999964,-0.09999999999999964,0.5,0.40000000000000036,-0.20000000000000018,0.0,-0.6000000000000001,2.1999999999999993,2.1999999999999993,3.8999999999999986,0.0,1.9000000000000021,1.5999999999999996,-0.19999999999999996,-0.20000000000000007,-0.017000000000000015,-0.20000000000000018,2.1999999999999997,0.3,-0.10000000000000009,1.5,0.05200000000000002,2.4,1.2000000000000002,8.0,19.0,11.0,0.6219512195121951,12T,0.006
Serge Ibaka,27,79,30.7,6.0,12.4,0.48,1.6,4.0,0.391,4.4,8.4,0.522,1.4,0.856,1.6,5.2,6.8,0.9,1.6,1.3,14.8,78.0,7,2016-17,16.4,5.2,20.9,2.5,5.1,0.101,0.1,1.2,1.0,1.0,-1.4000000000000021,0.7000000000000002,1.3000000000000007,0.8,1.6,-0.1999999999999993,-0.40000000000000036,0.19999999999999996,0.0,0.20000000000000018,0.0,0.09999999999999998,-0.2999999999999998,-0.09999999999999987,2.200000000000001,-0.29999999999999893,2.4999999999999982,1.3000000000000003,3.299999999999997,0.0,0.0,-0.2999999999999998,0.11100000000000002,-0.7999999999999998,1.0,-0.3,-0.3999999999999999,-0.40000000000000036,-0.00399999999999999,0.7,0.3999999999999999,0.0,0.0,0.0,0.0,0,0.0
Ersan İlyasova,29,82,26.1,4.7,10.9,0.431,1.7,4.9,0.353,3.0,6.0,0.496,2.0,0.778,1.4,4.5,5.9,1.7,0.3,1.4,13.1,74.0,8,2016-17,14.6,11.0,22.2,1.8,4.1,0.091,0.1,1.1,8.0,-4.0,0.7000000000000028,0.9000000000000004,2.0,0.3999999999999999,1.4000000000000004,0.5,0.5999999999999996,0.5,0.3999999999999999,1.0,0.5,0.7999999999999999,-0.10000000000000003,0.3999999999999999,2.6999999999999993,-0.09999999999999964,0.40000000000000036,5.4,3.599999999999998,-0.5999999999999999,-0.09999999999999987,-0.4999999999999999,0.06,-2.1999999999999993,0.2,0.10000000000000003,0.2999999999999998,-0.3000000000000007,-0.022000000000000006,0.30000000000000004,0.20000000000000007,0.0,0.0,0.0,0.0,0,0.0
Kyrie Irving,24,72,35.1,9.3,19.7,0.473,2.5,6.1,0.401,6.9,13.6,0.505,4.1,0.905,0.7,2.5,3.2,5.8,0.3,2.5,25.2,53.0,5,2016-17,23.0,29.7,30.8,7.4,8.9,0.17,3.4,3.4,19.0,19.0,3.6000000000000014,1.9000000000000004,3.099999999999998,0.8999999999999999,1.1999999999999993,1.1000000000000005,2.0,0.8999999999999995,0.9999999999999996,0.3999999999999999,0.20000000000000018,1.0999999999999996,0.0,0.20000000000000018,5.599999999999998,2.6999999999999993,3.1000000000000014,3.099999999999998,1.3000000000000007,4.2,-0.09999999999999987,-0.09999999999999998,0.013000000000000012,-0.7000000000000002,1.5,-0.5,-0.19999999999999996,3.9000000000000004,0.027000000000000024,1.1,1.5999999999999999,5.0,3.0,-2.0,0.6219512195121951,0,0.0
James Johnson,29,76,27.4,4.8,10.1,0.479,1.1,3.4,0.34,3.7,6.8,0.548,2.0,0.707,0.9,4.1,4.9,3.6,1.1,2.3,12.8,57.0,7,2016-17,17.0,20.9,22.0,1.9,5.1,0.117,2.8,2.5,19.0,-27.0,11.2,2.8,5.8999999999999995,0.7000000000000001,2.2,2.1,3.6999999999999997,1.3,1.5999999999999999,2.3999999999999995,2.7,2.4000000000000004,0.5000000000000001,1.4,7.800000000000001,3.700000000000001,5.6,9.499999999999998,6.1,1.5999999999999999,0.19999999999999996,0.30000000000000027,0.057999999999999996,0.0,2.6,1.2,2.2,3.8,0.049,3.8,2.3,17.0,10.0,-7.0,0.5,6,0.068
Nikola Jokić,21,73,27.9,6.8,11.7,0.578,0.6,1.9,0.324,6.2,9.8,0.628,2.6,0.825,2.9,6.9,9.8,4.9,0.8,2.3,16.7,80.0,1,2016-17,26.3,28.8,23.5,7.7,9.7,0.228,7.3,4.8,-7.0,4.0,6.199999999999999,3.0,4.199999999999999,0.19999999999999996,0.7999999999999998,2.7,3.3000000000000007,0.7000000000000002,0.7000000000000002,2.2,2.8000000000000007,2.5000000000000004,0.20000000000000007,0.9999999999999998,6.699999999999999,6.699999999999999,4.800000000000001,10.7,3.6000000000000014,3.2,-0.7999999999999998,-0.19999999999999973,0.022999999999999993,0.1999999999999993,3.3000000000000003,0.09999999999999987,-0.20000000000000018,2.999999999999999,0.04300000000000001,3.4,2.1999999999999997,18.0,21.0,3.0,0.4878048780487805,2,0.322
Terrence Jones,25,54,23.5,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.508,1.9,0.606,1.2,4.5,5.7,1.1,1.0,0.9,10.8,50.0,2,2016-17,16.1,7.5,21.4,0.4,2.3,0.086,-0.6,0.5,4.0,1.0,2.6000000000000014,1.0,1.7999999999999998,-0.09999999999999998,-0.20000000000000018,1.1,1.9000000000000004,0.3999999999999999,0.8000000000000003,1.5,1.5,0.30000000000000004,0.19999999999999996,-0.09999999999999998,2.1000000000000014,-1.299999999999999,2.6000000000000014,1.2000000000000002,2.099999999999998,-0.4,0.3999999999999999,0.3999999999999999,-0.063,-1.0999999999999996,-0.09999999999999998,1.6,1.2,0.7999999999999998,0.017999999999999988,1.5,0.5,0.0,0.0,0.0,0.0,0,0.0
Kawhi Leonard,25,74,33.4,8.6,17.7,0.485,2.0,5.2,0.38,6.6,12.5,0.529,6.3,0.88,1.1,4.7,5.8,3.5,0.7,2.1,25.5,72.0,5,2016-17,27.6,18.9,31.1,8.9,13.6,0.264,9.4,7.1,2.0,2.0,0.29999999999999716,0.8999999999999995,2.5999999999999996,0.19999999999999996,1.2000000000000002,0.6999999999999993,1.4000000000000004,2.2,2.6000000000000005,-0.7999999999999998,-1.0,0.8999999999999999,-0.30000000000000004,0.6000000000000001,4.300000000000001,4.300000000000001,1.6000000000000014,5.899999999999999,5.300000000000001,0.5999999999999996,-0.09999999999999964,-0.4999999999999998,0.02799999999999997,-1.0,1.0,-0.7999999999999998,-0.7999999999999998,-0.09999999999999964,-0.013000000000000012,0.3000000000000007,0.39999999999999947,2.0,2.0,0.0,0.7439024390243902,0,0.0
Jon Leuer,27,75,25.9,4.1,8.6,0.48,0.7,2.2,0.293,3.5,6.4,0.545,1.3,0.867,1.4,4.0,5.4,1.5,0.3,0.9,10.2,67.0,4,2016-17,14.2,8.6,17.3,2.5,4.5,0.112,-0.1,1.0,8.0,7.0,7.199999999999999,0.7999999999999998,1.5999999999999996,0.09999999999999998,0.6000000000000001,0.7999999999999998,1.1000000000000005,0.19999999999999996,0.0,-0.40000000000000036,-0.1999999999999993,0.3999999999999999,-0.10000000000000003,-0.20000000000000007,1.6999999999999993,1.6999999999999993,-2.0,-1.0,-2.5,1.1,-0.7,-0.8999999999999999,0.02300000000000002,-0.9000000000000004,-0.5,0.3,0.7,1.7999999999999998,0.009000000000000008,-0.1,0.4,19.0,12.0,-7.0,0.45121951219512196,0,0.0
Damian Lillard,26,75,35.9,8.8,19.8,0.444,2.9,7.7,0.37,6.0,12.1,0.492,6.5,0.895,0.6,4.3,4.9,5.9,0.3,2.6,27.0,75.0,4,2016-17,24.1,28.7,31.5,8.8,10.4,0.185,5.0,4.8,0.0,0.0,0.19999999999999574,0.6000000000000014,0.10000000000000142,-0.20000000000000018,-0.39999999999999947,0.7999999999999998,0.5999999999999996,1.0,1.0999999999999996,0.8999999999999999,0.9000000000000004,-0.8999999999999995,-0.10000000000000003,-0.6000000000000001,1.8999999999999986,1.8999999999999986,1.9000000000000021,-4.900000000000002,0.1999999999999993,1.1000000000000005,0.10000000000000009,-0.20000000000000007,-0.024999999999999967,0.09999999999999987,0.39999999999999947,0.19999999999999996,0.10000000000000009,1.200000000000001,0.01999999999999999,0.5999999999999996,0.5,16.0,13.0,-3.0,0.5,0,0.0
Jabari Parker,21,51,33.9,7.8,16.0,0.49,1.3,3.5,0.365,6.5,12.5,0.525,3.2,0.743,1.5,4.6,6.2,2.8,0.4,1.8,20.1,76.0,1,2016-17,19.1,14.3,26.5,2.6,4.0,0.112,0.7,1.2,-25.0,-22.0,2.1999999999999993,2.0,4.199999999999999,1.2,3.0,0.7999999999999998,1.0999999999999996,0.9000000000000004,1.2999999999999998,0.9999999999999996,1.0,1.0999999999999999,0.0,0.30000000000000004,6.000000000000002,6.000000000000002,4.300000000000001,5.4,5.600000000000001,0.20000000000000018,0.0,0.10000000000000009,0.18,-0.5,2.5,0.20000000000000018,0.30000000000000004,0.3999999999999999,0.04000000000000001,2.7,1.2,14.0,22.0,8.0,0.5121951219512195,0,0.0
Elfrid Payton,22,82,29.4,5.2,11.1,0.471,0.5,1.8,0.274,4.8,9.3,0.509,1.8,0.692,1.1,3.6,4.7,6.5,0.5,2.2,12.8,73.0,2,2016-17,17.2,35.7,21.6,2.4,4.4,0.088,0.8,1.7,9.0,-11.0,0.0,0.7999999999999998,1.0999999999999996,0.09999999999999998,0.5,0.8999999999999999,0.6000000000000014,0.30000000000000004,0.0,1.1,1.1,0.09999999999999964,0.2,-0.19999999999999973,2.1000000000000014,2.1000000000000014,3.299999999999999,2.9000000000000057,1.2000000000000028,1.9,-0.30000000000000004,0.5,0.034,0.0,1.5,0.6,0.30000000000000004,2.2,0.03799999999999999,2.0,1.2999999999999998,26.0,20.0,-6.0,0.35365853658536583,0,0.0
Otto Porter Jr.,23,80,32.6,5.2,10.0,0.516,1.9,4.3,0.434,3.3,5.8,0.576,1.2,0.832,1.5,5.0,6.4,1.5,0.5,0.6,13.4,75.0,3,2016-17,17.3,6.7,15.1,6.4,9.4,0.173,3.3,3.5,5.0,7.0,2.3000000000000007,0.7000000000000002,0.40000000000000036,0.5999999999999999,0.6999999999999997,0.09999999999999964,-0.20000000000000018,-0.10000000000000009,-0.19999999999999996,1.1,1.2000000000000002,-0.10000000000000009,0.09999999999999998,-0.30000000000000004,1.8000000000000007,1.8000000000000007,2.8000000000000007,-1.2000000000000002,-1.0999999999999996,3.4000000000000004,0.0,0.19999999999999996,0.05299999999999999,0.39999999999999947,2.1,0.09999999999999998,0.2999999999999998,3.8000000000000007,0.05399999999999999,2.1999999999999997,1.7,9.0,18.0,9.0,0.5975609756097561,4,0.086
Kristaps Porziņģis,21,66,32.8,6.7,14.9,0.45,1.7,4.8,0.357,5.0,10.2,0.493,3.0,0.786,1.7,5.5,7.2,1.5,2.0,1.8,18.1,72.0,1,2016-17,17.4,7.3,24.3,2.4,4.5,0.1,0.3,1.3,-6.0,-7.0,4.399999999999999,1.5,2.5999999999999996,0.5999999999999999,1.4,0.9000000000000004,1.299999999999999,0.20000000000000018,0.5,0.0,-0.09999999999999964,0.19999999999999996,0.10000000000000009,0.10000000000000009,3.8000000000000007,3.8000000000000007,-0.3000000000000007,-0.6000000000000005,-0.3000000000000007,0.8999999999999999,-0.19999999999999996,-0.09999999999999964,0.044999999999999984,-1.5999999999999996,0.09999999999999998,-0.6,-0.7999999999999998,0.09999999999999964,-0.001999999999999988,-0.6000000000000001,-0.19999999999999996,25.0,24.0,-1.0,0.3780487804878049,12T,0.006
Derrick Rose,28,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7.0,14.3,0.487,3.5,0.874,1.0,2.8,3.8,4.4,0.3,2.3,18.0,66.0,6,2016-17,17.0,22.8,25.7,2.4,3.0,0.068,-1.0,0.5,-2.0,-2.0,0.6999999999999993,0.40000000000000036,-0.5999999999999996,-0.49999999999999994,-1.4,0.9000000000000004,0.7000000000000011,1.2999999999999998,1.2999999999999998,0.09999999999999964,0.3999999999999999,-0.2999999999999998,0.09999999999999998,-0.40000000000000036,1.6000000000000014,-7.0,3.5,-2.6999999999999993,-1.6000000000000014,3.2,0.0,0.19999999999999996,-0.08199999999999999,1.0,1.6,-0.10000000000000009,-0.6,2.6,0.059000000000000004,1.5,0.8,25.0,24.0,-1.0,0.3780487804878049,0,0.0
Dennis Schröder,23,79,31.5,6.9,15.4,0.451,1.3,3.7,0.34,5.7,11.6,0.487,2.8,0.855,0.5,2.6,3.1,6.3,0.2,3.3,17.9,80.0,3,2016-17,16.1,35.5,27.8,1.2,3.7,0.071,0.0,1.3,-1.0,72.0,11.2,2.8000000000000007,5.6,0.30000000000000004,0.7000000000000002,2.5,4.8,0.9999999999999998,0.9000000000000004,0.3999999999999999,0.5,1.8999999999999995,0.1,1.0,6.899999999999999,6.899999999999999,0.6000000000000014,-0.6000000000000014,-1.0,1.4,-0.6000000000000001,0.19999999999999996,-0.064,0.19999999999999996,1.4000000000000001,-0.6,0.20000000000000018,1.5,0.006999999999999992,0.8,0.8,11.0,7.0,-4.0,0.524390243902439,12T,0.006
Karl-Anthony Towns,21,82,37.0,9.8,18.0,0.542,1.2,3.4,0.367,8.5,14.7,0.582,4.3,0.832,3.6,8.7,12.3,2.7,1.3,2.6,25.1,82.0,1,2016-17,25.9,13.2,27.5,9.9,12.7,0.201,4.7,5.2,0.0,0.0,5.0,2.200000000000001,3.9000000000000004,0.7999999999999999,2.3,1.2000000000000002,1.6999999999999993,1.5999999999999996,1.8000000000000003,0.9999999999999991,1.8000000000000007,0.7000000000000002,-0.3999999999999999,0.3999999999999999,6.800000000000001,6.800000000000001,3.3999999999999986,1.8999999999999986,2.6000000000000014,4.4,-0.20000000000000007,-1.4,0.11,0.8999999999999986,3.0,-0.29999999999999993,0.0,4.399999999999999,0.05000000000000002,2.5,2.5,24.0,26.0,2.0,0.3780487804878049,0,0.0
Myles Turner,20,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5.0,9.3,0.536,3.0,0.809,1.7,5.6,7.3,1.3,2.1,1.3,14.5,60.0,1,2016-17,18.5,6.6,19.5,4.3,8.0,0.151,1.1,2.0,21.0,51.0,8.599999999999998,1.0999999999999996,1.8999999999999986,0.4,1.2,0.5999999999999996,0.7000000000000011,1.5,1.7000000000000002,1.1999999999999993,1.7999999999999998,0.6000000000000001,0.7000000000000002,0.19999999999999996,4.199999999999999,4.199999999999999,3.0999999999999996,1.5999999999999996,-1.3999999999999986,3.5,0.6,0.8000000000000007,0.10600000000000001,0.7000000000000002,2.1,0.5000000000000001,1.4000000000000004,4.9,0.041999999999999996,2.7,1.9,13.0,11.0,-2.0,0.5121951219512195,16T,0.004
Kemba Walker,26,79,34.7,8.1,18.3,0.444,3.0,7.6,0.399,5.1,10.7,0.476,3.8,0.847,0.6,3.3,3.9,5.5,0.3,2.1,23.2,81.0,5,2016-17,21.3,29.1,29.2,5.9,8.1,0.142,4.1,4.2,-2.0,-2.0,-0.8999999999999986,1.0999999999999996,1.9000000000000021,0.7999999999999998,1.5999999999999996,0.2999999999999998,0.29999999999999893,-0.7999999999999998,-0.9000000000000004,-0.40000000000000036,-0.5000000000000004,0.2999999999999998,-0.2,0.0,2.3000000000000007,2.3000000000000007,0.5,3.400000000000002,2.6999999999999993,-0.39999999999999947,-0.6000000000000001,-0.40000000000000013,0.046999999999999986,-0.30000000000000004,1.4000000000000004,-1.3,-1.4,-1.8000000000000007,-0.02300000000000002,0.09999999999999964,-0.09999999999999964,20.0,9.0,-11.0,0.43902439024390244,0,0.0
John Wall,26,78,36.4,8.3,18.4,0.451,1.1,3.5,0.327,7.2,14.9,0.48,5.4,0.801,0.8,3.4,4.2,10.7,0.6,4.1,23.1,77.0,6,2016-17,23.2,46.9,30.6,5.8,8.8,0.149,4.7,4.8,1.0,1.0,0.19999999999999574,0.9000000000000004,0.8999999999999986,-0.3999999999999999,-0.7999999999999998,1.2999999999999998,1.5999999999999996,1.9000000000000004,2.3,-1.0000000000000004,-0.7000000000000002,0.5,-0.20000000000000007,0.0,3.200000000000003,3.200000000000003,3.3999999999999986,0.6999999999999957,2.0,3.5999999999999996,0.20000000000000018,-0.30000000000000004,-0.05299999999999999,0.7,1.4999999999999996,-0.30000000000000004,-0.5,3.1000000000000005,0.05099999999999999,1.2000000000000002,0.8999999999999999,9.0,18.0,9.0,0.5975609756097561,20T,0.002
T.J. Warren,23,66,31.0,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,1.8,0.773,1.9,3.2,5.1,1.1,0.6,0.9,14.4,47.0,2,2016-17,15.6,5.8,19.2,3.0,4.1,0.096,-0.6,0.7,19.0,55.0,8.2,1.3999999999999995,2.9000000000000004,-0.19999999999999996,0.0,1.6000000000000005,2.9000000000000004,0.8,0.8999999999999999,1.3000000000000003,1.9999999999999996,0.20000000000000007,0.3,0.20000000000000007,3.4000000000000004,3.4000000000000004,-0.09999999999999964,-1.4000000000000004,-0.6999999999999993,1.3,0.10000000000000009,0.30000000000000004,-0.03900000000000001,0.7999999999999998,-0.4,0.20000000000000007,0.5000000000000001,1.8999999999999995,-0.0050000000000000044,-0.09999999999999998,0.29999999999999993,29.0,27.0,-2.0,0.2926829268292683,0,0.0
Hassan Whiteside,27,77,32.6,7.0,12.6,0.557,0.0,0.0,0.0,7.0,12.6,0.557,2.9,0.628,3.8,10.3,14.1,0.7,2.1,2.0,17.0,73.0,2,2016-17,22.6,3.8,22.7,4.2,9.5,0.181,1.5,2.2,4.0,34.0,3.5,1.2999999999999998,3.299999999999999,0.0,0.0,1.2999999999999998,3.299999999999999,0.0,0.09999999999999964,1.700000000000001,2.299999999999999,0.29999999999999993,-1.6,0.10000000000000009,2.8000000000000007,2.8000000000000007,-3.0,1.4,2.0,-0.7999999999999998,0.0,-4.699999999999999,0.0,-0.29999999999999893,-0.7999999999999999,-1.9,0.0,-0.8000000000000007,-0.05200000000000002,-2.5999999999999996,-1.0999999999999996,17.0,10.0,-7.0,0.5,20T,0.002
Andrew Wiggins,21,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,5.0,0.76,1.2,2.8,4.0,2.3,0.4,2.3,23.6,81.0,2,2016-17,16.5,10.6,29.0,3.3,4.2,0.066,-1.7,0.2,1.0,1.0,2.1000000000000014,1.2999999999999998,3.1000000000000014,0.6000000000000001,1.2000000000000002,0.8000000000000007,2.0,-0.2999999999999998,-0.40000000000000036,0.5,0.3999999999999999,0.2999999999999998,-0.19999999999999996,0.09999999999999964,2.900000000000002,2.900000000000002,0.0,0.5,1.8000000000000007,-0.10000000000000009,0.0,-0.5,0.037000000000000005,-0.5,-0.20000000000000007,-0.19999999999999973,0.20000000000000007,0.10000000000000053,-0.0030000000000000027,-0.3999999999999999,-0.3,24.0,26.0,2.0,0.3780487804878049,0,0.0
Steven Adams,24,76,32.7,5.9,9.4,0.629,0.0,0.0,0.0,5.9,9.3,0.631,2.1,0.559,5.1,4.0,9.0,1.2,1.0,1.7,13.9,80.0,4,2017-18,20.6,5.5,16.7,6.7,9.7,0.187,1.1,2.0,-4.0,-4.0,2.8000000000000043,1.2000000000000002,1.200000000000001,0.0,0.0,1.2000000000000002,1.1000000000000014,0.10000000000000009,0.5999999999999996,-0.20000000000000018,1.2999999999999998,0.09999999999999987,0.0,-0.10000000000000009,2.5999999999999996,2.5999999999999996,4.100000000000001,0.09999999999999964,0.5,3.4000000000000004,0.0,0.19999999999999973,0.001,3.6000000000000014,1.9,-0.6,-0.10000000000000009,3.1999999999999993,0.056999999999999995,1.3,0.8999999999999999,10.0,10.0,0.0,0.5853658536585366,6,0.067
Will Barton,27,81,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,2.2,0.805,0.9,4.2,5.0,4.1,0.6,1.8,15.7,60.0,5,2017-18,16.2,18.5,20.7,4.4,6.2,0.111,1.1,2.1,21.0,21.0,4.700000000000003,0.7999999999999998,1.5999999999999996,0.3999999999999999,1.3000000000000003,0.2999999999999998,0.2999999999999998,-0.19999999999999973,-0.40000000000000036,0.8000000000000003,0.7000000000000002,0.6999999999999997,0.09999999999999998,0.19999999999999996,2.0,1.299999999999999,0.6999999999999993,0.8000000000000007,-0.40000000000000213,1.9000000000000004,0.10000000000000009,0.30000000000000004,0.057999999999999996,-0.7999999999999998,0.40000000000000013,0.6,1.0,2.9000000000000004,0.018000000000000002,0.9000000000000001,1.1,14.0,18.0,4.0,0.5609756097560976,0,0.0
Kent Bazemore,28,65,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,2.5,0.796,0.4,3.4,3.8,3.5,0.7,2.4,12.9,73.0,5,2017-18,14.5,20.1,22.5,0.2,2.2,0.059,0.6,1.2,-8.0,1.0,0.6000000000000014,0.40000000000000036,0.5,0.3999999999999999,0.6000000000000001,-0.09999999999999964,0.0,0.8999999999999999,0.8000000000000003,0.8999999999999999,0.5999999999999996,1.1,0.0,0.7,1.9000000000000004,1.3000000000000007,2.9000000000000004,5.900000000000002,2.0,0.8,0.40000000000000036,-0.09999999999999964,0.03600000000000003,-1.0,1.7000000000000002,-0.10000000000000009,-0.7999999999999998,0.10000000000000009,0.006999999999999999,1.6,0.7,27.0,11.0,-16.0,0.2926829268292683,0,0.0
Devin Booker,21,54,34.5,8.4,19.5,0.432,2.7,7.1,0.383,5.7,12.4,0.46,5.4,0.878,0.5,4.0,4.5,4.7,0.3,3.6,24.9,78.0,2,2017-18,18.1,24.4,31.7,1.9,2.4,0.063,0.9,1.4,-24.0,-24.0,-0.5,0.6000000000000005,1.1999999999999993,0.8000000000000003,1.8999999999999995,-0.20000000000000018,-0.7999999999999989,0.7000000000000002,0.39999999999999947,1.4,1.2999999999999998,1.3000000000000003,0.0,0.5,2.799999999999997,2.799999999999997,3.5000000000000018,8.099999999999998,3.099999999999998,0.5999999999999999,-0.10000000000000009,0.0,0.08100000000000002,-0.30000000000000004,2.6,0.2999999999999998,0.0,0.3999999999999999,0.027999999999999997,2.8,1.2999999999999998,30.0,29.0,-1.0,0.25609756097560976,0,0.0
Clint Capela,23,74,27.5,6.0,9.1,0.652,0.0,0.0,0.0,6.0,9.1,0.653,1.9,0.56,3.3,7.6,10.8,0.9,1.9,1.4,13.9,65.0,2,2017-18,24.5,5.7,19.4,6.2,10.2,0.242,3.4,2.8,9.0,15.0,3.6000000000000014,0.40000000000000036,0.40000000000000036,0.0,0.0,0.40000000000000036,0.40000000000000036,0.5,0.7999999999999998,2.1999999999999993,2.700000000000001,-0.09999999999999998,0.7,0.09999999999999987,1.3000000000000007,1.3000000000000007,3.1000000000000014,-1.0,-0.5,2.4000000000000004,0.2999999999999998,1.6000000000000005,0.001,1.0,1.0999999999999999,1.1,1.9999999999999996,4.299999999999999,0.057999999999999996,2.2,1.5999999999999999,1.0,3.0,2.0,0.7926829268292683,2,0.196
Willie Cauley-Stein,24,73,28.0,5.3,10.6,0.502,0.0,0.2,0.25,5.3,10.4,0.506,2.1,0.619,1.8,5.2,7.0,2.4,0.9,1.5,12.8,75.0,2,2017-18,17.6,13.7,21.8,1.7,3.9,0.092,-0.1,1.0,-2.0,37.0,9.100000000000001,1.9,4.199999999999999,0.0,0.2,1.9,4.0,0.8,1.4,1.8000000000000003,2.5,1.2999999999999998,0.30000000000000004,0.6,4.700000000000001,4.700000000000001,1.3000000000000007,4.299999999999999,2.1000000000000014,0.30000000000000004,0.0,0.30000000000000027,0.012,0.0,0.7999999999999999,0.09999999999999998,0.7000000000000002,1.0,-0.008000000000000007,0.9,0.7,25.0,23.0,-2.0,0.32926829268292684,0,0.0
Andre Drummond,24,78,33.7,6.0,11.3,0.529,0.0,0.1,0.0,6.0,11.2,0.536,3.1,0.605,5.1,10.9,16.0,3.0,1.6,2.6,15.0,81.0,5,2017-18,22.9,14.3,21.2,4.6,10.3,0.189,3.2,3.4,-3.0,-3.0,4.0000000000000036,0.0,0.10000000000000142,0.0,0.0,0.09999999999999964,0.0,1.4000000000000001,0.6999999999999993,1.4000000000000004,2.1999999999999993,1.9,0.5,0.7000000000000002,1.4000000000000004,-1.1999999999999993,2.0,8.3,-1.1999999999999993,3.1999999999999997,-0.3999999999999999,1.1999999999999997,0.004,1.299999999999999,1.4,0.8999999999999999,0.40000000000000036,3.6000000000000005,0.055999999999999994,2.2,1.5999999999999999,19.0,19.0,0.0,0.47560975609756095,4,0.091
