Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Previous Season,PS_PER,PS_TRB%,PS_AST%,PS_BPM,PS_VORP,PS_USG%,PS_WS,PS_WS/48,Best Season,BS_PER,BS_TRB%,BS_AST%,BS_BPM,BS_VORP,BS_USG%,BS_WS,BS_WS/48
113,DeMar DeRozan,SG,21,TOR,82,2851,14.5,0.53,0.045,0.348,3.0,10.2,6.5,8.6,1.5,0.8,9.8,23.2,,2.8,0.5,3.2,0.055,,-0.9,-1.5,-2.5,-0.3,2009-10,12.5,7.9,4.9,-2.8,-0.3,18.1,2.3,0.066,2009-10,12.5,7.9,4.9,-2.8,-0.3,18.1,2.3,0.066
114,Boris Diaw,PF,28,CHA,82,2778,13.9,0.558,0.292,0.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,,2.4,2.3,4.8,0.082,,0.3,0.3,0.6,1.8,2009-10,12.8,8.8,18.9,0.8,2.0,16.2,6.2,0.103,2005-06,17.3,10.8,24.9,2.8,3.5,17.9,8.9,0.149
115,Ike Diogu,PF,27,LAC,36,470,13.7,0.59,0.0,0.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,,0.7,0.3,1.0,0.104,,-2.4,-2.5,-4.9,-0.3,2006-07,14.9,15.2,5.7,-3.4,-0.3,22.9,1.5,0.094,2005-06,15.8,12.4,4.9,-2.2,0.0,21.0,2.6,0.123
116,DeSagana Diop,C,29,CHA,16,181,5.4,0.347,0.0,0.458,8.0,18.9,13.4,5.7,1.2,6.7,27.6,10.3,,-0.3,0.3,-0.1,-0.016,,-6.7,1.8,-4.9,-0.1,2008-09,9.7,15.8,4.6,-2.8,-0.2,10.8,1.4,0.065,2007-08,12.5,17.5,4.6,-0.6,0.5,9.6,3.0,0.113
117,Keyon Dooling,PG,30,MIL,80,1757,11.3,0.509,0.451,0.181,0.8,7.1,3.9,23.4,1.6,0.2,14.0,17.3,,0.8,2.1,2.9,0.08,,-1.4,0.2,-1.2,0.4,2009-10,11.6,3.2,24.0,-2.8,-0.2,19.4,0.7,0.035,2008-09,13.6,4.5,21.3,-0.5,0.7,17.4,3.7,0.085
118,Joey Dorsey,C,27,TOR,43,522,14.2,0.529,0.0,0.657,17.5,25.8,21.6,7.4,2.4,2.5,23.4,14.3,,0.2,0.5,0.8,0.072,,-1.6,0.1,-1.6,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Toney Douglas,SG,24,NYK,81,1971,15.2,0.534,0.507,0.142,3.7,10.5,7.1,19.5,2.3,0.1,10.0,20.1,,3.0,1.2,4.2,0.101,,0.9,-0.6,0.4,1.2,2009-10,14.9,5.6,16.6,-0.4,0.5,19.8,2.2,0.097,2009-10,14.9,5.6,16.6,-0.4,0.5,19.8,2.2,0.097
120,Chris Douglas-Roberts,SF,24,MIL,44,884,11.5,0.517,0.168,0.326,0.9,11.0,5.8,9.8,1.8,1.2,10.1,18.4,,0.4,1.3,1.6,0.088,,-2.5,1.0,-1.4,0.1,2009-10,11.5,6.6,9.5,-3.2,-0.5,19.6,0.7,0.02,2009-10,11.5,6.6,9.5,-3.2,-0.5,19.6,0.7,0.02
121,Zabian Dowdell,PG,26,PHO,24,292,11.7,0.457,0.08,0.136,2.0,5.9,4.0,27.7,3.5,0.5,18.0,25.0,,-0.4,0.2,-0.1,-0.019,,-3.9,0.2,-3.6,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Goran Dragić,PG,24,TOT,70,1234,13.2,0.524,0.351,0.302,3.3,9.9,6.6,25.6,2.1,0.6,19.0,22.4,,0.2,0.8,1.0,0.04,,-0.9,-0.5,-1.3,0.2,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094
122,Goran Dragić,PG,24,PHO,48,856,11.2,0.492,0.32,0.307,3.2,8.4,5.8,26.8,2.1,0.5,21.1,24.0,,-0.7,0.5,-0.2,-0.012,,-2.3,-1.2,-3.5,-0.3,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094
122,Goran Dragić,PG,24,HOU,22,378,17.7,0.604,0.432,0.288,3.6,13.2,8.4,22.7,1.9,0.7,13.0,18.9,,0.9,0.3,1.2,0.157,,2.5,1.2,3.7,0.5,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094,2009-10,14.8,6.7,24.1,0.1,0.8,21.1,2.8,0.094
123,Jared Dudley,SF,25,PHO,82,2140,15.6,0.598,0.402,0.347,6.0,11.2,8.6,7.6,2.1,0.7,9.6,16.9,,4.2,1.4,5.6,0.126,,1.5,0.2,1.8,2.0,2009-10,13.6,8.0,7.9,2.1,2.1,13.7,5.3,0.129,2009-10,13.6,8.0,7.9,2.1,2.1,13.7,5.3,0.129
124,Chris Duhon,PG,28,ORL,51,774,5.6,0.446,0.403,0.194,1.4,6.3,3.9,22.4,1.1,0.2,30.3,12.0,,-0.7,0.9,0.2,0.014,,-3.8,0.0,-3.8,-0.3,2009-10,10.7,4.9,25.9,-2.5,-0.3,13.1,1.9,0.045,2008-09,12.2,4.6,27.9,-1.5,0.3,14.9,4.2,0.069
125,Tim Duncan,C,34,SAS,76,2156,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,,3.7,4.0,7.7,0.171,,2.2,2.2,4.4,3.5,2009-10,24.7,18.9,17.8,6.1,5.0,26.0,10.9,0.215,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Mike Dunleavy,SG,30,IND,61,1683,14.6,0.593,0.488,0.24,1.9,16.2,9.1,10.1,1.2,1.3,10.7,16.9,,2.6,1.9,4.5,0.129,,1.1,0.4,1.6,1.5,2009-10,13.1,8.7,11.3,-0.8,0.4,20.7,2.3,0.075,2007-08,17.3,7.8,16.1,1.7,2.8,21.8,8.5,0.138
127,Ronald Dupree,SF,30,TOR,3,13,0.5,0.25,0.25,0.0,0.0,28.0,13.7,10.7,0.0,0.0,0.0,13.8,,0.0,0.0,0.0,-0.094,,-7.3,-2.7,-10.0,0.0,2005-06,10.4,11.1,8.8,-3.8,-0.1,17.0,0.3,0.056,2003-04,9.7,10.2,10.6,-4.3,-0.5,19.0,0.5,0.028
128,Kevin Durant,SF,22,OKC,78,3038,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,,8.6,3.3,12.0,0.189,,5.2,-0.3,4.9,5.3,2009-10,26.2,11.0,13.5,7.1,7.5,32.0,16.1,0.238,2009-10,26.2,11.0,13.5,7.1,7.5,32.0,16.1,0.238
129,Devin Ebanks,SG,21,LAL,20,118,19.4,0.507,0.098,0.451,14.9,11.1,13.0,2.8,1.8,3.2,8.9,25.9,,0.2,0.2,0.4,0.144,,0.1,-2.1,-2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Wayne Ellington,SG,23,MIN,62,1181,8.6,0.488,0.305,0.134,2.4,7.9,5.1,9.4,1.2,0.2,11.2,17.1,,0.1,0.1,0.3,0.01,,-2.3,-1.3,-3.5,-0.5,2009-10,9.6,6.4,8.3,-3.5,-0.5,17.4,0.4,0.014,2009-10,9.6,6.4,8.3,-3.5,-0.5,17.4,0.4,0.014
131,Monta Ellis,SG,25,GSW,80,3227,18.6,0.536,0.235,0.268,1.5,8.5,4.9,23.4,2.6,0.5,12.3,28.1,,4.3,1.7,6.0,0.089,,1.7,-0.9,0.8,2.3,2009-10,16.7,5.4,21.2,-1.4,0.4,29.5,1.3,0.023,2009-10,16.7,5.4,21.2,-1.4,0.4,29.5,1.3,0.023
132,Francisco Elson,C,34,UTA,62,610,8.9,0.529,0.0,0.274,6.9,16.0,11.4,7.9,1.8,1.9,20.2,11.9,,0.1,0.5,0.6,0.046,,-3.8,0.3,-3.5,-0.2,2008-09,10.3,13.8,4.8,-2.2,-0.1,10.8,1.8,0.089,2006-07,11.2,15.2,6.4,-1.6,0.1,14.4,3.1,0.111
133,Melvin Ely,C,32,DEN,30,366,8.3,0.573,0.0,0.412,8.8,14.4,11.7,5.3,0.5,2.3,18.9,9.0,,0.3,0.3,0.6,0.083,,-2.9,-0.3,-3.2,-0.1,2007-08,9.0,13.6,5.4,-5.2,-0.5,18.5,0.3,0.022,2005-06,14.3,11.9,9.7,-1.8,0.1,20.1,2.0,0.072
134,Semih Erden,C,24,TOT,41,595,10.3,0.593,0.0,0.541,7.9,15.8,12.1,5.1,1.3,3.1,19.8,13.7,,0.3,1.1,1.4,0.115,,-4.6,1.6,-3.0,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Semih Erden,C,24,BOS,37,531,10.8,0.621,0.0,0.557,7.6,16.6,12.4,5.5,1.3,3.1,20.9,13.8,,0.4,1.0,1.4,0.128,,-4.3,2.0,-2.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Semih Erden,C,24,CLE,4,64,6.2,0.391,0.0,0.429,10.5,9.2,9.9,2.3,1.6,3.6,10.7,13.2,,0.0,0.0,0.0,0.002,,-6.8,-1.4,-8.2,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Jeremy Evans,SF,23,UTA,49,463,18.8,0.678,0.009,0.322,9.3,16.1,12.6,8.5,1.9,3.0,12.6,14.9,,1.2,0.4,1.6,0.167,,1.5,0.6,2.1,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Maurice Evans,SF,32,TOT,73,1549,9.1,0.513,0.394,0.137,3.9,8.0,5.9,4.5,1.1,0.7,6.8,14.2,,1.0,0.7,1.7,0.054,,-2.2,-1.0,-3.2,-0.5,2009-10,12.2,6.8,5.5,-0.9,0.4,15.4,3.1,0.114,2007-08,13.9,7.3,7.5,1.0,1.3,16.5,4.9,0.135
136,Maurice Evans,SF,32,ATL,47,837,7.5,0.492,0.443,0.139,3.3,8.7,6.0,5.4,1.0,0.5,6.6,13.0,,0.3,0.6,0.9,0.05,,-3.1,-0.5,-3.7,-0.4,2009-10,12.2,6.8,5.5,-0.9,0.4,15.4,3.1,0.114,2007-08,13.9,7.3,7.5,1.0,1.3,16.5,4.9,0.135
136,Maurice Evans,SF,32,WAS,26,712,10.9,0.531,0.35,0.135,4.5,7.1,5.8,3.4,1.3,1.0,7.1,15.8,,0.7,0.2,0.9,0.058,,-1.1,-1.6,-2.7,-0.1,2009-10,12.2,6.8,5.5,-0.9,0.4,15.4,3.1,0.114,2007-08,13.9,7.3,7.5,1.0,1.3,16.5,4.9,0.135
137,Reggie Evans,PF,30,TOR,30,798,12.4,0.466,0.01,0.854,17.2,34.4,25.6,6.4,1.9,0.6,21.6,10.1,,0.5,0.8,1.3,0.077,,-0.9,-0.6,-1.5,0.1,2008-09,10.4,19.0,3.3,-4.2,-0.6,13.0,1.9,0.079,2005-06,12.5,21.4,4.0,-3.7,-0.6,14.4,2.1,0.072
138,Tyreke Evans,SG,21,SAC,57,2107,14.4,0.482,0.159,0.285,2.4,12.7,7.4,24.9,2.0,1.0,14.9,25.3,,-0.1,1.7,1.6,0.036,,-0.1,0.2,0.0,1.1,2009-10,18.2,8.1,26.1,1.3,2.2,26.2,5.4,0.097,2009-10,18.2,8.1,26.1,1.3,2.2,26.2,5.4,0.097
139,Patrick Ewing,SF,26,NOH,7,19,0.6,0.222,0.4,0.8,6.4,6.4,6.4,14.2,0.0,4.4,12.9,19.5,,-0.1,0.0,-0.1,-0.158,,-5.6,-3.4,-9.1,0.0,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Christian Eyenga,SF,21,CLE,44,947,9.0,0.476,0.297,0.092,3.2,12.0,7.5,6.2,1.9,2.3,12.9,17.5,,-0.8,0.5,-0.3,-0.016,,-3.4,-0.6,-4.0,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Jordan Farmar,PG,24,NJN,73,1796,14.1,0.504,0.467,0.154,1.5,10.1,5.7,34.9,1.8,0.3,16.7,21.6,,0.8,1.0,1.9,0.05,,0.8,-1.3,-0.4,0.7,2009-10,12.3,5.0,13.4,-0.4,0.6,19.0,2.8,0.093,2007-08,15.4,6.0,20.5,1.3,1.4,20.2,3.9,0.111
142,Derrick Favors,PF,19,TOT,78,1535,13.9,0.542,0.0,0.416,12.9,19.1,16.0,4.2,1.0,3.5,13.5,17.1,,1.5,1.4,2.9,0.091,,-2.6,-0.6,-3.2,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Derrick Favors,PF,19,NJN,56,1091,12.6,0.54,0.0,0.42,13.3,19.1,16.1,3.2,0.9,2.9,14.6,16.3,,0.9,1.0,1.9,0.083,,-3.2,-0.7,-3.9,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Derrick Favors,PF,19,UTA,22,444,16.8,0.545,0.0,0.407,12.1,19.2,15.6,6.7,1.3,4.9,11.3,19.2,,0.6,0.4,1.0,0.11,,-1.2,-0.4,-1.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Raymond Felton,PG-SG,26,TOT,75,2737,16.6,0.524,0.327,0.24,2.0,9.2,5.6,35.8,2.3,0.3,16.6,21.6,,3.6,1.8,5.4,0.094,,1.6,-1.0,0.6,1.8,2009-10,15.2,6.6,29.5,1.6,2.3,19.2,6.5,0.118,2007-08,13.8,4.6,32.4,-2.1,-0.1,20.8,3.4,0.054
143,Raymond Felton,PG,26,NYK,54,2074,17.3,0.524,0.335,0.226,2.2,8.6,5.3,37.3,2.3,0.4,16.7,22.6,,2.9,1.2,4.0,0.093,,1.9,-1.5,0.4,1.3,2009-10,15.2,6.6,29.5,1.6,2.3,19.2,6.5,0.118,2007-08,13.8,4.6,32.4,-2.1,-0.1,20.8,3.4,0.054
143,Raymond Felton,SG,26,DEN,21,663,14.7,0.523,0.299,0.294,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,,0.7,0.6,1.3,0.097,,0.4,0.6,1.0,0.5,2009-10,15.2,6.6,29.5,1.6,2.3,19.2,6.5,0.118,2007-08,13.8,4.6,32.4,-2.1,-0.1,20.8,3.4,0.054
144,Rudy Fernández,SG,25,POR,78,1821,13.4,0.522,0.628,0.254,2.4,9.5,5.8,16.9,2.6,0.6,12.1,18.7,,2.0,1.8,3.8,0.1,,0.1,0.8,0.9,1.3,2009-10,13.1,7.0,13.8,1.5,1.3,17.7,3.0,0.101,2008-09,15.5,6.4,12.7,3.0,2.5,18.4,6.1,0.147
145,Kyrylo Fesenko,C,24,UTA,53,456,5.8,0.441,0.01,0.46,8.9,19.8,14.3,5.9,0.5,2.9,17.2,14.6,,-0.4,0.3,-0.1,-0.011,,-6.5,-0.9,-7.4,-0.6,2009-10,9.7,13.1,5.3,-4.4,-0.3,15.8,0.6,0.07,2009-10,9.7,13.1,5.3,-4.4,-0.3,15.8,0.6,0.07
146,Landry Fields,SG,22,NYK,82,2541,13.5,0.598,0.364,0.244,4.7,18.9,11.7,9.0,1.6,0.5,13.8,13.5,,3.4,1.8,5.3,0.1,,0.6,-0.4,0.2,1.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Derek Fisher,PG,36,LAL,82,2297,8.9,0.486,0.301,0.195,0.7,6.6,3.7,14.0,2.3,0.3,10.9,12.8,,1.2,2.5,3.7,0.078,,-3.2,1.3,-2.0,0.0,2009-10,9.3,4.3,12.9,-1.7,0.2,14.0,3.9,0.085,2005-06,14.8,4.5,22.6,0.4,1.6,20.2,5.8,0.107
148,Jonny Flynn,PG,21,MIN,53,983,7.1,0.444,0.338,0.142,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,,-1.6,0.2,-1.3,-0.064,,-3.9,-2.4,-6.3,-1.1,2009-10,13.0,4.6,24.7,-2.9,-0.5,24.2,0.1,0.002,2009-10,13.0,4.6,24.7,-2.9,-0.5,24.2,0.1,0.002
149,Gary Forbes,SF,25,DEN,63,791,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,,0.3,0.7,0.9,0.055,,-2.0,-0.8,-2.9,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,T.J. Ford,PG,27,IND,41,773,9.9,0.434,0.136,0.203,2.5,9.1,5.8,28.4,2.3,0.8,19.7,18.3,,-0.7,0.8,0.2,0.011,,-3.3,0.4,-2.9,-0.2,2009-10,13.4,6.8,24.8,-1.4,0.2,21.0,1.4,0.058,2008-09,16.6,6.3,27.6,0.3,1.3,23.5,4.3,0.092
151,Jeff Foster,C,34,IND,56,940,14.3,0.497,0.018,0.287,19.1,22.3,20.7,7.3,1.3,2.4,12.1,10.1,,1.6,1.4,3.0,0.152,,-0.6,0.1,-0.5,0.4,2008-09,13.0,15.3,9.9,-0.6,0.7,12.0,4.2,0.111,2004-05,15.4,20.6,4.8,-0.3,0.7,13.3,5.4,0.162
152,Randy Foye,SG,27,LAC,63,1551,11.4,0.516,0.409,0.281,1.0,6.7,3.9,17.5,1.6,1.1,13.7,19.9,,0.9,0.8,1.7,0.051,,-1.1,-0.7,-1.8,0.1,2009-10,13.2,4.5,22.6,-1.2,0.3,21.1,2.2,0.064,2008-09,13.7,5.0,20.5,-0.8,0.8,22.6,3.1,0.059
153,Channing Frye,PF,27,PHO,77,2541,12.8,0.557,0.53,0.129,3.0,20.4,11.7,5.7,0.9,2.3,7.7,16.9,,2.7,2.1,4.7,0.09,,-0.3,0.0,-0.3,1.1,2009-10,15.0,11.0,7.4,2.7,2.6,16.7,6.4,0.141,2005-06,18.1,14.5,6.6,-0.7,0.5,24.2,3.5,0.108
154,Dan Gadzuric,C-PF,32,TOT,42,463,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,,-0.3,0.4,0.1,0.014,,-5.7,-1.3,-7.0,-0.6,2008-09,12.2,16.0,6.5,-2.5,-0.1,15.0,1.8,0.094,2004-05,18.1,22.2,2.7,0.1,1.0,15.8,5.2,0.14
154,Dan Gadzuric,C,32,GSW,28,297,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,,-0.2,0.2,0.1,0.013,,-5.4,-1.3,-6.8,-0.4,2008-09,12.2,16.0,6.5,-2.5,-0.1,15.0,1.8,0.094,2004-05,18.1,22.2,2.7,0.1,1.0,15.8,5.2,0.14
154,Dan Gadzuric,PF,32,NJN,14,166,9.1,0.417,0.0,0.317,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,,-0.2,0.2,0.1,0.015,,-6.2,-1.2,-7.3,-0.2,2008-09,12.2,16.0,6.5,-2.5,-0.1,15.0,1.8,0.094,2004-05,18.1,22.2,2.7,0.1,1.0,15.8,5.2,0.14
155,Sundiata Gaines,PG,24,TOT,24,301,11.3,0.459,0.362,0.343,4.9,10.0,7.4,22.8,2.8,0.3,18.3,22.1,,-0.3,0.2,-0.1,-0.015,,-2.8,-0.1,-2.9,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Sundiata Gaines,PG,24,MIN,8,65,4.9,0.398,0.273,0.455,1.7,8.8,5.1,13.7,2.3,0.0,18.5,21.2,,-0.2,0.0,-0.1,-0.102,,-6.5,-1.8,-8.3,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Sundiata Gaines,PG,24,TOR,6,90,9.3,0.465,0.429,0.171,2.6,8.1,5.3,19.5,2.3,0.8,17.5,22.7,,-0.1,0.0,-0.1,-0.05,,-2.5,-0.2,-2.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Sundiata Gaines,PG,24,NJN,10,146,15.3,0.484,0.354,0.417,7.9,11.7,9.7,28.9,3.3,0.0,18.6,22.2,,0.0,0.1,0.1,0.046,,-1.3,0.7,-0.5,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Danilo Gallinari,PF-SF,22,TOT,62,2104,15.7,0.597,0.458,0.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,,4.9,1.2,6.1,0.139,,1.5,-0.8,0.7,1.4,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098
156,Danilo Gallinari,PF,22,NYK,48,1671,15.6,0.6,0.47,0.57,3.3,12.5,7.8,7.4,1.1,0.8,8.4,18.5,,4.2,0.7,4.9,0.14,,1.4,-1.3,0.1,0.9,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098
156,Danilo Gallinari,SF,22,DEN,14,433,15.9,0.587,0.412,0.771,3.0,16.8,10.1,7.5,1.5,1.6,12.5,20.6,,0.7,0.5,1.2,0.133,,1.7,1.3,3.0,0.5,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098,2009-10,14.8,8.2,7.6,0.5,1.7,19.3,5.6,0.098
157,Francisco García,SF,29,SAC,58,1386,13.5,0.551,0.472,0.16,1.9,9.2,5.5,8.0,1.9,2.6,8.1,17.3,,1.9,1.1,3.0,0.104,,0.4,0.6,1.0,1.0,2008-09,14.1,6.4,12.6,-0.3,0.8,19.4,2.4,0.058,2008-09,14.1,6.4,12.6,-0.3,0.8,19.4,2.4,0.058
158,Kevin Garnett,PF,34,BOS,71,2220,20.6,0.575,0.006,0.264,4.9,28.7,17.5,13.5,2.3,2.0,11.1,22.3,,3.4,5.6,9.0,0.194,,1.8,2.9,4.7,3.8,2009-10,19.4,15.1,15.7,3.5,2.9,22.1,7.3,0.171,2003-04,29.4,20.1,24.4,10.2,10.0,29.6,18.3,0.272
159,Marc Gasol,C,26,MEM,81,2586,16.8,0.58,0.01,0.425,7.1,19.4,13.1,11.6,1.5,4.3,15.1,16.9,,4.0,3.9,7.9,0.146,,0.3,2.0,2.3,2.8,2009-10,19.3,15.1,10.2,2.8,3.0,16.9,8.4,0.164,2009-10,19.3,15.1,10.2,2.8,3.0,16.9,8.4,0.164
160,Pau Gasol,C,30,LAL,82,3037,23.3,0.589,0.003,0.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,,10.0,4.7,14.7,0.232,,3.9,0.9,4.8,5.2,2009-10,22.9,17.1,15.0,4.9,4.2,21.4,11.0,0.22,2006-07,24.1,16.3,17.7,3.6,3.0,25.3,6.9,0.155
161,Rudy Gay,SF,24,MEM,54,2152,17.8,0.548,0.166,0.277,4.5,14.2,9.3,11.6,2.2,2.2,12.2,23.3,,2.7,2.9,5.5,0.123,,1.9,0.8,2.8,2.6,2009-10,16.2,8.7,7.8,0.5,2.0,22.5,6.4,0.096,2007-08,17.4,9.3,9.3,0.8,2.1,25.0,5.0,0.08
162,Alonzo Gee,SG,23,TOT,56,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,,0.5,0.6,1.0,0.045,,-2.1,-0.4,-2.5,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Alonzo Gee,SG,23,SAS,5,18,-2.1,0.333,0.0,0.0,13.2,6.3,9.7,0.0,0.0,7.9,50.0,15.3,,-0.1,0.0,-0.1,-0.175,,-8.5,-0.7,-9.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Alonzo Gee,SG,23,WAS,11,127,9.9,0.496,0.074,0.444,9.5,10.3,9.9,5.9,2.8,0.0,19.9,14.0,,0.0,0.1,0.1,0.023,,-2.6,-0.2,-2.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Alonzo Gee,SG,23,CLE,40,973,11.1,0.552,0.209,0.342,5.6,13.1,9.3,5.5,1.7,1.3,14.0,14.6,,0.6,0.5,1.0,0.052,,-1.9,-0.4,-2.3,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Paul George,SG,20,IND,61,1265,13.0,0.542,0.349,0.256,3.3,16.3,9.8,8.3,2.5,1.5,13.7,17.8,,0.5,1.9,2.4,0.091,,-1.6,1.4,-0.1,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Daniel Gibson,SG,24,CLE,67,1865,13.2,0.533,0.444,0.247,1.4,9.7,5.5,18.3,1.3,0.9,9.9,19.7,,2.0,0.4,2.4,0.062,,0.3,-0.7,-0.4,0.8,2009-10,11.3,4.1,9.8,0.0,0.5,14.2,2.6,0.117,2007-08,11.7,4.3,13.1,-0.4,0.7,15.1,4.1,0.111
165,Taj Gibson,PF,25,CHI,80,1742,14.3,0.502,0.016,0.295,11.2,19.4,15.4,5.3,1.2,4.6,11.1,16.8,,1.4,3.8,5.2,0.143,,-2.2,1.4,-0.9,0.5,2009-10,13.8,15.4,5.0,-2.0,0.0,16.7,4.7,0.103,2009-10,13.8,15.4,5.0,-2.0,0.0,16.7,4.7,0.103
166,Manu Ginóbili,SG,33,SAS,80,2426,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,,6.6,3.2,9.9,0.195,,4.1,1.3,5.4,4.5,2009-10,22.5,7.7,28.2,6.7,4.7,25.8,9.7,0.216,2007-08,24.3,9.1,26.4,8.3,6.0,28.7,11.1,0.232
167,Ryan Gomes,SF,28,LAC,76,2095,9.0,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,,1.3,1.2,2.5,0.057,,-2.1,0.0,-2.1,-0.1,2009-10,12.1,8.8,8.8,-1.8,0.1,17.4,2.4,0.052,2008-09,12.5,8.8,8.7,-1.7,0.2,20.4,2.5,0.046
