Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season,BS_PTS,BS_TRB,BS_AST,BS_STL,BS_BLK,BS_MP,BS_G,BS_FGA,BS_FG,BS_TOV,BS_3P,BS_3PA,BS_2P,BS_3P%,BS_2PA,BS_2P%,BS_FT%
124,Luol Deng,SF,29,MIA,72,72,33.6,5.1,10.9,0.469,1.1,3.1,0.355,4.0,7.9,0.513,0.518,2.7,3.5,0.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14.0,63.0,677,10,2013-14,16.0,5.7,2.9,1.0,0.1,35.1,63.0,13.7,5.9,1.8,0.9,3.0,5.0,0.302,10.7,0.468,0.791,2006-07,18.8,7.1,2.5,1.2,0.6,37.5,82.0,14.9,7.7,1.9,0.0,0.1,7.7,0.143,14.8,0.519,0.777
125,DeMar DeRozan,SG,25,TOR,60,60,35.0,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15.0,0.426,0.426,6.0,7.2,0.832,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2.0,20.1,79.0,383,5,2013-14,22.7,4.3,4.0,1.1,0.4,38.2,79.0,17.8,7.6,2.2,0.8,2.7,6.8,0.305,15.2,0.451,0.824,2013-14,22.7,4.3,4.0,1.1,0.4,38.2,79.0,17.8,7.6,2.2,0.8,2.7,6.8,0.305,15.2,0.451,0.824
126,Boris Diaw,PF,32,SAS,81,15,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,79.0,834,11,2013-14,9.1,4.1,2.8,0.6,0.4,25.0,79.0,7.3,3.8,1.5,0.6,1.4,3.3,0.402,5.9,0.549,0.739,2005-06,13.3,6.9,6.2,0.7,1.0,35.5,81.0,10.5,5.5,2.3,0.1,0.4,5.4,0.267,10.2,0.536,0.731
127,Gorgui Dieng,C,25,MIN,73,49,30.0,3.5,7.0,0.506,0.0,0.1,0.167,3.5,6.9,0.51,0.507,2.6,3.3,0.783,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,60.0,60,1,2013-14,4.8,5.0,0.7,0.5,0.8,13.6,60.0,3.8,1.9,0.9,0.0,0.0,1.9,1.0,3.8,0.496,0.634,2013-14,4.8,5.0,0.7,0.5,0.8,13.6,60.0,3.8,1.9,0.9,0.0,0.0,1.9,1.0,3.8,0.496,0.634
128,Spencer Dinwiddie,PG,21,DET,34,1,13.4,1.5,5.0,0.302,0.4,1.9,0.185,1.1,3.1,0.375,0.337,0.9,1.0,0.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Joey Dorsey,PF,31,HOU,69,17,12.4,1.2,2.1,0.552,0.0,0.0,0.0,1.2,2.1,0.556,0.552,0.3,1.2,0.289,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7,0.0,61,1,2010-11,3.1,4.4,0.6,0.6,0.4,12.1,43.0,2.3,1.2,0.9,0.0,0.0,1.2,,2.3,0.525,0.477,2010-11,3.1,4.4,0.6,0.6,0.4,12.1,43.0,2.3,1.2,0.9,0.0,0.0,1.2,,2.3,0.525,0.477
130,Toney Douglas,SG,28,NOP,12,0,14.8,1.6,4.3,0.373,0.4,1.5,0.278,1.2,2.8,0.424,0.422,0.7,1.1,0.615,0.2,1.7,1.8,2.0,0.9,0.3,0.8,1.7,4.3,51.0,297,5,2013-14,4.0,1.7,1.3,0.4,0.1,13.2,51.0,3.7,1.4,0.7,0.6,2.0,0.8,0.304,1.7,0.477,0.735,2010-11,10.6,3.0,3.0,1.1,0.0,24.3,81.0,9.3,3.9,1.1,1.8,4.7,2.1,0.373,4.6,0.46,0.794
131,Chris Douglas-Roberts,SG,28,LAC,12,0,8.6,0.4,1.8,0.238,0.1,0.6,0.143,0.3,1.2,0.286,0.262,0.7,0.7,1.0,0.1,0.9,1.0,0.3,0.1,0.0,0.0,1.2,1.6,49.0,210,4,2013-14,6.9,2.4,1.0,0.6,0.3,20.7,49.0,5.1,2.3,0.7,1.0,2.7,1.2,0.386,2.4,0.5,0.805,2009-10,9.8,3.0,1.4,0.8,0.3,25.8,67.0,8.6,3.8,1.4,0.2,0.8,3.6,0.259,7.7,0.464,0.847
132,Goran Dragić,SG-PG,28,TOT,78,78,33.8,6.4,12.8,0.501,1.2,3.3,0.347,5.3,9.5,0.555,0.546,2.3,3.0,0.774,1.0,2.5,3.5,4.5,1.0,0.2,2.2,2.5,16.3,76.0,424,6,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76
132,Goran Dragić,SG,28,PHO,52,52,33.4,6.5,13.1,0.501,1.3,3.6,0.355,5.3,9.5,0.556,0.549,1.9,2.5,0.746,1.0,2.6,3.6,4.1,1.0,0.2,2.2,2.3,16.2,76.0,424,6,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76
132,Goran Dragić,PG,28,MIA,26,26,34.8,6.2,12.4,0.502,0.9,2.8,0.329,5.3,9.6,0.552,0.539,3.2,4.0,0.808,1.2,2.3,3.4,5.3,1.1,0.2,2.3,2.9,16.6,76.0,424,6,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76,2013-14,20.3,3.2,5.9,1.4,0.3,35.1,76.0,14.4,7.3,2.8,1.6,3.9,5.7,0.408,10.4,0.542,0.76
133,Zoran Dragić,SG,25,TOT,16,1,4.7,0.7,1.9,0.367,0.2,0.9,0.214,0.5,1.0,0.5,0.417,0.2,0.3,0.6,0.3,0.2,0.5,0.3,0.1,0.0,0.3,0.4,1.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Zoran Dragić,SG,25,PHO,6,0,2.2,0.3,1.3,0.25,0.0,0.8,0.0,0.3,0.5,0.667,0.25,0.3,0.5,0.667,0.3,0.2,0.5,0.2,0.0,0.0,0.0,0.2,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Zoran Dragić,SG,25,MIA,10,1,6.2,0.9,2.2,0.409,0.3,0.9,0.333,0.6,1.3,0.462,0.477,0.1,0.2,0.5,0.3,0.2,0.5,0.4,0.2,0.0,0.5,0.5,2.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Larry Drew II,PG,24,PHI,12,1,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Andre Drummond,C,21,DET,82,82,30.5,6.0,11.7,0.514,0.0,0.0,0.0,6.0,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,81.0,141,2,2013-14,13.5,13.2,0.4,1.2,1.6,32.3,81.0,9.5,5.9,1.4,0.0,0.0,5.9,0.0,9.5,0.625,0.418,2013-14,13.5,13.2,0.4,1.2,1.6,32.3,81.0,9.5,5.9,1.4,0.0,0.0,5.9,0.0,9.5,0.625,0.418
136,Jared Dudley,SG,29,MIL,72,22,23.8,2.8,5.9,0.468,1.0,2.7,0.385,1.7,3.2,0.537,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,74.0,523,7,2013-14,6.9,2.2,1.4,0.6,0.1,23.4,74.0,6.0,2.6,0.8,1.1,3.0,1.6,0.36,3.0,0.518,0.655,2011-12,12.7,4.6,1.7,0.8,0.3,31.1,65.0,9.9,4.8,1.1,1.2,3.2,3.6,0.383,6.7,0.535,0.726
137,Tim Duncan,C,38,SAS,77,77,28.9,5.4,10.6,0.512,0.0,0.1,0.286,5.4,10.5,0.514,0.513,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,74.0,966,13,2013-14,15.1,9.7,3.0,0.6,1.9,29.2,74.0,12.2,6.0,2.1,0.0,0.1,6.0,0.0,12.2,0.493,0.731,2006-07,20.0,10.6,3.4,0.8,2.4,34.1,80.0,14.1,7.7,2.8,0.0,0.1,7.7,0.111,14.0,0.55,0.637
138,Mike Dunleavy,SF,34,CHI,63,63,29.2,3.3,7.6,0.435,1.7,4.2,0.407,1.6,3.5,0.468,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,82.0,839,11,2013-14,11.3,4.2,2.3,0.8,0.6,31.5,82.0,9.4,4.1,1.3,1.5,4.0,2.6,0.38,5.5,0.467,0.854,2007-08,19.1,5.2,3.5,1.0,0.4,36.0,82.0,13.6,6.5,2.3,2.0,4.7,4.5,0.424,8.9,0.504,0.834
139,Kevin Durant,SF,26,OKC,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,81.0,542,7,2013-14,32.0,7.4,5.5,1.3,0.7,38.5,81.0,20.8,10.5,3.5,2.4,6.1,8.1,0.391,14.8,0.549,0.873,2013-14,32.0,7.4,5.5,1.3,0.7,38.5,81.0,20.8,10.5,3.5,2.4,6.1,8.1,0.391,14.8,0.549,0.873
140,Cleanthony Early,SF,23,NYK,39,7,16.6,1.9,5.5,0.355,0.6,2.2,0.262,1.4,3.3,0.415,0.407,0.9,1.2,0.75,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Wayne Ellington,SG,27,LAL,65,36,25.8,3.9,9.5,0.412,1.4,3.7,0.37,2.5,5.8,0.439,0.485,0.8,1.0,0.813,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,45.0,312,5,2013-14,3.2,1.0,0.4,0.4,0.0,8.7,45.0,2.8,1.2,0.2,0.6,1.3,0.7,0.424,1.5,0.448,0.909,2012-13,7.9,2.1,1.3,0.6,0.0,21.3,78.0,6.8,2.9,0.7,1.2,3.1,1.7,0.392,3.7,0.457,0.907
142,Monta Ellis,SG,29,DAL,80,80,33.7,7.5,16.9,0.445,1.0,3.6,0.285,6.5,13.4,0.487,0.475,2.9,3.8,0.752,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,82.0,598,8,2013-14,19.0,3.6,5.7,1.7,0.3,36.9,82.0,15.6,7.0,3.2,0.8,2.5,6.2,0.33,13.0,0.474,0.788,2009-10,25.5,4.0,5.3,2.2,0.4,41.4,64.0,22.0,9.9,3.8,1.2,3.6,8.7,0.338,18.4,0.47,0.753
143,James Ennis III,SF,24,MIA,62,3,17.0,1.6,4.0,0.409,0.5,1.5,0.326,1.1,2.5,0.461,0.472,1.3,1.5,0.84,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Tyler Ennis,PG,20,TOT,33,1,12.5,1.6,4.4,0.361,0.4,1.3,0.279,1.2,3.1,0.396,0.403,0.2,0.2,0.714,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Tyler Ennis,PG,20,PHO,8,0,7.3,1.1,2.6,0.429,0.3,0.8,0.333,0.9,1.9,0.467,0.476,0.3,0.3,1.0,0.1,0.8,0.9,1.8,0.0,0.3,1.0,0.4,2.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Tyler Ennis,PG,20,MIL,25,1,14.1,1.7,4.9,0.35,0.4,1.5,0.27,1.3,3.4,0.384,0.39,0.1,0.2,0.6,0.2,0.9,1.1,2.4,0.7,0.1,1.4,1.3,4.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Jeremy Evans,SF,27,UTA,38,0,7.0,0.8,1.5,0.552,0.1,0.1,0.4,0.8,1.4,0.566,0.569,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,66.0,181,3,2013-14,6.1,4.7,0.7,0.6,0.7,18.3,66.0,5.0,2.7,0.6,0.0,0.0,2.7,0.0,5.0,0.53,0.68,2013-14,6.1,4.7,0.7,0.6,0.7,18.3,66.0,5.0,2.7,0.6,0.0,0.0,2.7,0.0,5.0,0.53,0.68
146,Reggie Evans,PF,34,SAC,47,7,16.3,1.2,2.9,0.423,0.0,0.0,0.0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1.0,1.9,3.7,54.0,762,10,2013-14,4.0,6.2,0.4,0.7,0.1,16.6,54.0,2.8,1.3,1.1,0.0,0.0,1.3,,2.8,0.473,0.554,2005-06,5.6,7.5,0.6,0.6,0.1,20.8,67.0,4.0,2.0,1.3,0.0,0.0,2.0,0.0,4.0,0.491,0.53
147,Tyreke Evans,SG,25,NOP,79,76,34.1,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.482,0.477,2.6,3.7,0.694,1.0,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,72.0,329,5,2013-14,14.5,4.7,5.0,1.2,0.3,28.2,72.0,12.5,5.4,2.4,0.3,1.3,5.1,0.221,11.1,0.461,0.771,2009-10,20.1,5.3,5.8,1.5,0.4,37.2,72.0,16.2,7.4,3.0,0.5,2.0,6.9,0.255,14.2,0.485,0.748
148,Dante Exum,PG,19,UTA,82,41,22.2,1.8,5.1,0.349,1.0,3.2,0.314,0.8,1.9,0.408,0.448,0.2,0.4,0.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Festus Ezeli,C,25,GSW,46,7,11.0,1.7,3.0,0.547,0.0,0.0,,1.7,3.0,0.547,0.547,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,0.0,78,1,2012-13,2.4,4.0,0.3,0.3,0.9,14.4,78.0,2.2,0.9,0.8,0.0,0.0,0.9,,2.2,0.438,0.531,2012-13,2.4,4.0,0.3,0.3,0.9,14.4,78.0,2.2,0.9,0.8,0.0,0.0,0.9,,2.2,0.438,0.531
150,Kenneth Faried,PF,25,DEN,75,71,27.8,5.0,9.8,0.507,0.0,0.1,0.125,5.0,9.7,0.511,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,80.0,206,3,2013-14,13.7,8.6,1.2,0.9,0.9,27.2,80.0,10.3,5.6,1.7,0.0,0.0,5.6,0.0,10.2,0.547,0.65,2013-14,13.7,8.6,1.2,0.9,0.9,27.2,80.0,10.3,5.6,1.7,0.0,0.0,5.6,0.0,10.2,0.547,0.65
151,Jordan Farmar,PG,28,LAC,36,0,14.7,1.7,4.4,0.386,1.0,2.7,0.361,0.7,1.7,0.426,0.497,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,41.0,454,7,2013-14,10.1,2.5,4.9,0.9,0.2,22.2,41.0,8.9,3.7,2.3,1.7,3.9,2.0,0.438,5.0,0.397,0.746,2011-12,10.4,1.6,3.3,0.6,0.1,21.3,39.0,8.1,3.8,1.7,1.4,3.2,2.4,0.44,4.9,0.484,0.905
152,Derrick Favors,PF,23,UTA,74,74,30.8,6.5,12.4,0.525,0.0,0.1,0.167,6.5,12.3,0.527,0.526,3.0,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16.0,73.0,293,4,2013-14,13.3,8.7,1.2,1.0,1.5,30.2,73.0,10.2,5.3,1.8,0.0,0.0,5.3,0.0,10.2,0.523,0.669,2013-14,13.3,8.7,1.2,1.0,1.5,30.2,73.0,10.2,5.3,1.8,0.0,0.0,5.3,0.0,10.2,0.523,0.669
153,Raymond Felton,PG,30,DAL,29,3,9.7,1.5,3.7,0.406,0.3,1.2,0.294,1.1,2.5,0.458,0.453,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,65.0,667,9,2013-14,9.7,3.0,5.6,1.2,0.4,31.0,65.0,9.4,3.7,2.0,1.0,3.0,2.7,0.318,6.4,0.431,0.721,2010-11,15.5,3.6,8.3,1.7,0.1,36.5,75.0,13.4,5.7,2.9,1.5,4.4,4.1,0.353,9.0,0.46,0.805
154,Landry Fields,SF,26,TOR,26,9,8.3,0.8,1.6,0.488,0.0,0.1,0.5,0.7,1.5,0.487,0.5,0.2,0.2,0.833,0.4,0.6,1.0,0.6,0.4,0.0,0.3,0.3,1.8,30.0,229,3,2012-13,4.7,4.1,1.2,0.6,0.2,20.3,51.0,4.4,2.0,0.8,0.0,0.3,2.0,0.143,4.1,0.478,0.642,2010-11,9.7,6.4,1.9,1.0,0.2,31.0,82.0,7.3,3.6,1.3,1.0,2.7,2.6,0.393,4.7,0.556,0.769
155,Evan Fournier,SG,22,ORL,58,32,28.6,4.4,9.9,0.44,1.5,3.9,0.378,2.9,6.0,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,76.0,114,2,2013-14,8.4,2.7,1.5,0.4,0.1,19.8,76.0,7.2,3.0,1.3,1.2,3.1,1.8,0.376,4.0,0.453,0.756,2013-14,8.4,2.7,1.5,0.4,0.1,19.8,76.0,7.2,3.0,1.3,1.2,3.1,1.8,0.376,4.0,0.453,0.756
156,Randy Foye,SG,31,DEN,50,21,21.7,3.0,8.0,0.368,1.9,5.3,0.357,1.1,2.8,0.388,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,81.0,552,8,2013-14,13.2,2.9,3.5,0.8,0.5,30.7,81.0,10.8,4.5,1.8,2.3,6.1,2.1,0.38,4.7,0.456,0.849,2008-09,16.3,3.1,4.3,1.0,0.4,35.6,70.0,14.0,5.7,2.1,1.6,4.4,4.1,0.36,9.6,0.428,0.846
157,Jamaal Franklin,SG,23,DEN,3,0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.0,0.0,,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,21.0,21,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Tim Frazier,PG,24,TOT,11,3,21.7,1.9,5.5,0.344,0.5,1.5,0.294,1.5,4.0,0.364,0.385,0.9,1.9,0.476,0.5,2.0,2.5,5.5,0.7,0.0,2.3,2.4,5.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Tim Frazier,PG,24,PHI,6,3,28.5,2.2,7.2,0.302,0.5,1.8,0.273,1.7,5.3,0.313,0.337,0.8,2.5,0.333,0.7,2.5,3.2,7.2,1.0,0.0,3.0,2.7,5.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Tim Frazier,PG,24,POR,5,0,13.6,1.6,3.6,0.444,0.4,1.2,0.333,1.2,2.4,0.5,0.5,1.0,1.2,0.833,0.4,1.4,1.8,3.4,0.4,0.0,1.4,2.0,4.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Jimmer Fredette,PG,25,NOP,50,0,10.2,1.3,3.3,0.38,0.2,1.0,0.188,1.1,2.4,0.458,0.407,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.3,0.0,0.7,0.9,3.6,49.0,179,3,2013-14,5.6,1.1,1.3,0.3,0.1,10.6,49.0,4.6,2.2,1.0,0.8,1.7,1.4,0.476,2.9,0.469,0.905,2011-12,7.6,1.2,1.8,0.5,0.0,18.6,61.0,7.3,2.8,1.1,1.3,3.5,1.5,0.361,3.8,0.409,0.833
160,Enes Freedom,C,22,TOT,75,74,28.5,6.4,12.4,0.519,0.2,0.6,0.356,6.2,11.8,0.528,0.528,2.4,3.1,0.782,3.7,5.3,8.9,0.7,0.5,0.4,1.9,2.5,15.5,80.0,216,3,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73
160,Enes Freedom,C,22,UTA,49,48,27.1,5.8,11.9,0.491,0.3,0.8,0.317,5.6,11.0,0.505,0.503,1.9,2.4,0.788,3.0,4.8,7.8,0.5,0.5,0.3,1.9,2.3,13.8,80.0,216,3,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73
160,Enes Freedom,C,22,OKC,26,26,31.1,7.5,13.3,0.566,0.1,0.2,0.75,7.4,13.2,0.564,0.571,3.5,4.5,0.776,5.0,6.0,11.0,1.1,0.5,0.5,2.0,2.9,18.7,80.0,216,3,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73,2013-14,12.3,7.5,0.9,0.4,0.5,26.7,80.0,10.7,5.2,1.8,0.0,0.0,5.2,0.0,10.7,0.492,0.73
161,Joel Freeland,C,27,POR,48,8,12.9,1.5,3.1,0.49,0.0,0.0,,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4.0,0.3,0.2,0.5,0.5,1.9,3.5,52.0,103,2,2013-14,3.3,4.0,0.7,0.2,0.4,14.0,52.0,3.1,1.5,0.6,0.0,0.0,1.5,0.0,3.1,0.481,0.69,2013-14,3.3,4.0,0.7,0.2,0.4,14.0,52.0,3.1,1.5,0.6,0.0,0.0,1.5,0.0,3.1,0.481,0.69
162,Channing Frye,PF,31,ORL,75,51,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,82.0,582,8,2013-14,11.1,5.1,1.2,0.7,0.8,28.2,82.0,9.5,4.1,1.1,2.0,5.3,2.1,0.37,4.2,0.509,0.821,2010-11,12.7,6.7,1.2,0.6,1.0,33.0,77.0,10.8,4.6,0.9,2.2,5.7,2.4,0.39,5.1,0.479,0.832
163,Danilo Gallinari,SF,26,DEN,59,27,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.1,4.5,0.453,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,0.0,285,4,2012-13,16.2,5.2,2.5,0.9,0.5,32.5,71.0,12.3,5.1,1.6,1.9,5.1,3.2,0.373,7.2,0.45,0.822,2012-13,16.2,5.2,2.5,0.9,0.5,32.5,71.0,12.3,5.1,1.6,1.9,5.1,3.2,0.373,7.2,0.45,0.822
164,Langston Galloway,PG,23,NYK,45,41,32.4,4.5,11.4,0.399,1.4,3.9,0.352,3.2,7.4,0.424,0.46,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
